algorithm,model_seed,test_seed,episode_hours,decision_count,episode_wall_time_s,total_cost_eur,vented_t,stored_t
fixed_assignment,,9000031,720,720,1.3229067088104784,3088117.723315256,18162.393344286593,100078.55466326229
fixed_assignment,,9000032,720,720,0.4169921618886292,2246922.083572707,8548.60130738855,87700.29539970335
fixed_assignment,,9000033,720,720,0.866569756064564,2808943.3452227814,15362.953106779782,88990.13347678664
fixed_assignment,,9000034,720,720,0.9362815548665822,2204230.046881304,7288.346106280168,90594.63344781741
fixed_assignment,,9000035,720,720,1.0535993264056742,1835118.653119177,2342.9201028304915,102590.70965492842
fixed_assignment,,9000036,720,720,1.1618282389827073,2856437.4452236663,15882.004978554121,86488.34830938328
fixed_assignment,,9000037,720,720,0.3592741899192333,2528976.512061367,11525.51326698954,100172.74084878479
fixed_assignment,,9000038,720,720,1.0454870178364217,2943299.018402233,16564.957127947913,94941.70201650522
fixed_assignment,,9000039,720,720,1.1281866491772234,2643753.4850660004,12506.816448080672,95171.04798545351
fixed_assignment,,9000040,720,720,0.9723484688438475,2654718.876257158,13638.35616467234,94604.83132270379
fixed_assignment,,9000041,720,720,1.090533521026373,2951265.1991328495,16757.068118220024,90518.83466680175
fixed_assignment,,9000042,720,720,0.9150931648910046,2060234.8639605404,5351.0433050806305,94362.34118356016
fixed_assignment,,9000043,720,720,0.6181105822324753,2612647.8813048154,12601.595222783373,82658.09929591329
fixed_assignment,,9000044,720,720,0.37235433934256434,2845721.5142642595,15569.69976599487,100567.81513217227
fixed_assignment,,9000045,720,720,0.9749476718716323,2371019.10575172,9630.046450834938,96049.15179083704
fixed_assignment,,9000046,720,720,0.6850043148733675,2639068.1340305978,11865.038019659594,108679.63681713025
fixed_assignment,,9000047,720,720,1.2100063147954643,2563481.4476033296,11426.128043667177,100255.06543608087
fixed_assignment,,9000048,720,720,0.9191354811191559,3102200.0320528345,18739.161083644805,91460.01693208975
fixed_assignment,,9000049,720,720,1.0835585929453373,2054674.3352626045,6164.783698207362,99413.69630834635
fixed_assignment,,9000050,720,720,1.3458320200443268,2925726.437843871,16226.156806530416,100537.84614696493
fixed_assignment,,9000051,720,720,1.4721372029744089,2771903.761121032,13535.281926256393,103619.84288389466
fixed_assignment,,9000052,720,720,0.7487104749307036,2555690.1288931454,11703.417812412557,101204.9301644068
fixed_assignment,,9000053,720,720,1.4210687181912363,2004306.9844839287,5277.376598056978,97093.01888887188
fixed_assignment,,9000054,720,720,1.4592898320406675,3099605.200420402,17975.118488880053,95093.90982674174
fixed_assignment,,9000055,720,720,1.1569213969632983,3042067.940885448,18127.612341206514,92281.62484097907
fixed_assignment,,9000056,720,720,1.160053481347859,2918646.810220665,16084.771339397339,86064.58738799115
fixed_assignment,,9000057,720,720,0.6492635789327323,2128115.441468709,6130.554908484201,99675.37235904484
fixed_assignment,,9000058,720,720,1.0174469356425107,2052759.8787102632,5196.144816324869,98524.152333236
fixed_assignment,,9000059,720,720,1.0788900330662727,2368517.4439496975,9054.654837592172,98735.05429206329
fixed_assignment,,9000060,720,720,0.8015043465420604,2730085.589191155,14376.348093934175,89233.46453752724
