algorithm,model_seed,test_seed,episode_hours,decision_count,episode_wall_time_s,total_cost_eur,vented_t,stored_t
iterative_action_q_g60_p4,0,9000031,720,464,3.406375349033624,1937237.667108162,0.0,120730.14993312865
iterative_action_q_g60_p4,0,9000032,720,451,2.219456636812538,1669612.8998627043,0.0,99653.35240958519
iterative_action_q_g60_p4,0,9000033,720,445,2.6536974627524614,1798612.9090462888,0.0,109256.57448062365
iterative_action_q_g60_p4,0,9000034,720,469,2.812443741131574,1731407.2003620989,0.0,108985.7039122138
iterative_action_q_g60_p4,0,9000035,720,443,2.761900301091373,1672630.1480521804,273.8095515426958,113168.29336809898
iterative_action_q_g60_p4,0,9000036,720,372,2.6966375689953566,1798136.3149451579,394.27617660666715,106223.88477828755
iterative_action_q_g60_p4,0,9000037,720,386,1.8933764561079443,1825375.4974761293,0.0,120742.77519384291
iterative_action_q_g60_p4,0,9000038,720,455,2.8792133359238505,2193278.721618053,5613.643564089199,111993.39145247491
iterative_action_q_g60_p4,0,9000039,720,369,2.7548567070625722,1955145.9307084996,1109.341595152429,111423.65448247704
iterative_action_q_g60_p4,0,9000040,720,512,3.066625237930566,1724882.9159626798,0.0,114056.22689612945
iterative_action_q_g60_p4,0,9000041,720,391,2.7825397783890367,1888648.1198439116,734.4349699295099,110609.35815728806
iterative_action_q_g60_p4,0,9000042,720,468,2.7097311029210687,1704331.5471473555,0.0,112144.96326072728
iterative_action_q_g60_p4,0,9000043,720,415,2.15736505901441,1813615.9995388845,0.0,106945.6075958909
iterative_action_q_g60_p4,0,9000044,720,499,2.192407079041004,1841070.641274174,390.15588768243396,114088.05550633708
iterative_action_q_g60_p4,0,9000045,720,332,2.3816666351631284,1820360.7663113242,0.0,106101.51102171109
iterative_action_q_g60_p4,0,9000046,720,431,2.4531842777505517,2043727.328346854,2144.492596853914,119851.45421227427
iterative_action_q_g60_p4,0,9000047,720,474,3.2040509609505534,1871988.9230262453,0.0,113525.87502760773
iterative_action_q_g60_p4,0,9000048,720,458,2.791266859974712,1882757.4186899003,685.8643422617154,113522.54500380381
iterative_action_q_g60_p4,0,9000049,720,455,2.830678144004196,1679856.8492867746,0.0,109158.48622491171
iterative_action_q_g60_p4,0,9000050,720,352,2.875958900898695,1877989.8307102437,0.0,114568.79803950363
iterative_action_q_g60_p4,0,9000051,720,415,3.310087490361184,2073847.5905787712,1953.9405380191192,117256.7423003814
iterative_action_q_g60_p4,0,9000052,720,444,2.562975791748613,1851180.642848312,402.59433022605816,115247.85773929965
iterative_action_q_g60_p4,0,9000053,720,500,3.318456580862403,1669876.6898808822,0.0,106298.32826860601
iterative_action_q_g60_p4,0,9000054,720,431,3.2269355170428753,2506584.8425490027,7927.999714142721,101562.54405746562
iterative_action_q_g60_p4,0,9000055,720,417,2.878123147878796,2242918.537942292,5727.001497961499,99080.35050417241
iterative_action_q_g60_p4,0,9000056,720,403,2.9057819838635623,1912474.3282112405,860.8512848724498,108453.56588629827
iterative_action_q_g60_p4,0,9000057,720,409,2.3332523591816425,1921356.749197559,2228.345598905893,108773.88590102596
iterative_action_q_g60_p4,0,9000058,720,390,2.6776265129446983,1809420.5014614714,413.29724641854574,111613.73769679798
iterative_action_q_g60_p4,0,9000059,720,546,3.3111454406753182,1753674.2729429507,0.0,113827.07862996883
iterative_action_q_g60_p4,0,9000060,720,392,2.327895261812955,2140082.313725532,4967.594577588236,104425.96554230865
