#{"t_start": 1785272198.7202365, "env_id": "None"}
r,l,t
-8.211606,720,8.956984
-8.449326,720,16.989054
-7.898154,720,25.334361
-6.868686,720,33.861284
-6.524899,720,42.488571
-8.525946,720,49.474339
-6.993041,720,57.72578
-7.554411,720,66.079847
-7.048756,720,74.560953
-8.09063,720,82.692575
-9.210284,720,89.478369
-9.547137,720,97.809822
-8.167716,720,105.837378
-7.828849,720,113.893028
-8.321765,720,121.962639
-7.209794,720,128.647068
-6.706677,720,137.068008
-8.18424,720,145.293597
-8.850055,720,153.364335
-7.503041,720,161.447293
-8.548125,720,169.492017
-8.208518,720,176.258451
-8.328326,720,184.376266
-7.824791,720,192.552472
-8.432245,720,200.664517
-7.575969,720,208.74728
-8.50879,720,215.409945
-8.668303,720,223.502156
-8.344851,720,231.517423
-7.937561,720,239.65191
-9.253831,720,247.811898
-8.843605,720,254.550951
-8.512658,720,262.788418
-9.128647,720,270.931203
-8.603453,720,279.00021
-8.648745,720,287.148287
-7.551907,720,295.280006
-7.539548,720,302.0657
-8.347888,720,310.262201
-6.506413,720,318.56075
-6.20788,720,326.828625
-8.040573,720,334.981119
-7.720443,720,341.695967
-8.051337,720,349.843657
-7.716243,720,358.196096
-7.763306,720,366.294209
-8.227454,720,374.436719
-8.410659,720,381.059079
-8.444771,720,389.185487
-8.433612,720,397.222159
-7.747779,720,405.312903
-7.329753,720,413.618234
-7.391545,720,421.800221
-7.015262,720,428.712695
-8.315572,720,437.008031
-7.968054,720,445.123525
-7.640458,720,453.236265
-7.566291,720,461.339202
-8.015954,720,467.994059
-7.68288,720,476.047987
-8.302624,720,484.077907
-9.762603,720,492.121749
-7.815781,720,500.165395
-7.622328,720,506.936979
-8.09513,720,515.260942
-8.84436,720,523.447886
-7.967759,720,531.563437
-8.625091,720,539.737625
-6.042476,720,548.165031
-6.315467,720,555.219501
-8.278379,720,563.665191
-6.401453,720,572.106821
-6.69565,720,580.260444
-7.606112,720,588.561707
-7.546525,720,595.259827
-8.0546,720,603.375428
-8.344803,720,611.456103
-7.859551,720,619.56024
-7.019776,720,627.615616
-8.042725,720,634.231994
-7.858466,720,642.303316
-8.180468,720,650.39556
-7.42976,720,658.431212
-5.666855,720,666.908047
-7.555438,720,675.10927
-8.513398,720,681.88518
-8.785651,720,689.950593
-8.244992,720,698.127553
-7.938628,720,706.197389
-6.800228,720,714.540569
-6.613056,720,721.355492
-8.098419,720,729.799294
-7.066816,720,737.974108
-5.345838,720,746.607773
-7.434751,720,755.010103
-6.755106,720,761.985259
-6.883679,720,770.425781
-6.878523,720,778.93084
-6.650854,720,787.236724
-6.116281,720,795.359982
-6.827827,720,803.721934
-6.945994,720,810.526907
-7.750072,720,818.604902
-8.039629,720,826.804231
-7.172336,720,835.003315
-8.043635,720,843.379423
-6.847342,720,850.199861
-6.929604,720,858.455181
-7.3408,720,866.576887
-7.920074,720,874.720785
-7.503649,720,882.809012
-6.820156,720,889.813764
-6.695705,720,897.990592
-7.116043,720,906.418693
-7.529988,720,914.83058
-7.762016,720,923.309824
-6.97611,720,931.598594
-7.2883,720,938.394281
-6.939439,720,946.745393
-4.954493,720,955.016207
-7.41246,720,963.363515
-5.668017,720,971.648351
-6.580829,720,978.846228
-7.41948,720,987.101453
-7.474551,720,995.523381
-6.578011,720,1004.167235
-6.75131,720,1012.52854
-7.818902,720,1019.498901
-7.151926,720,1028.028541
-6.592003,720,1036.533888
-6.87488,720,1044.899245
-6.437491,720,1053.398808
-6.261876,720,1061.975224
-7.698897,720,1068.819404
-7.566368,720,1077.565943
-7.641283,720,1086.13801
-7.038211,720,1094.721315
-6.879535,720,1103.214504
-6.641997,720,1110.389067
-6.734894,720,1118.788535
-7.093544,720,1127.056541
-6.687033,720,1135.223709
-7.610553,720,1143.669484
-8.460219,720,1150.487999
-8.078806,720,1158.614276
-7.736793,720,1166.746541
-8.823301,720,1174.845832
-6.810682,720,1183.142195
-6.481783,720,1191.352602
-7.396557,720,1198.181885
-8.439312,720,1206.441763
-7.435496,720,1214.64254
-7.32634,720,1222.850837
-8.196837,720,1230.972061
-7.703677,720,1237.558382
-7.117429,720,1245.745276
-6.982081,720,1253.854927
-7.311471,720,1262.177322
-6.876853,720,1270.55485
-6.843258,720,1277.69852
-6.112218,720,1286.308764
-5.328055,720,1294.825819
-7.799945,720,1303.30249
-6.405388,720,1311.461
-6.574477,720,1320.073446
-6.398948,720,1365.294021
-8.103911,720,1373.687069
-6.976217,720,1381.881923
-7.55329,720,1390.299076
-6.613882,720,1398.819506
-6.599432,720,1405.84173
-6.026418,720,1414.272671
-5.002107,720,1422.677522
-5.568226,720,1431.361357
-7.549157,720,1439.775682
-7.220664,720,1446.784651
-6.355947,720,1455.043643
-7.538257,720,1463.234859
-7.848217,720,1471.463821
-7.581119,720,1479.686454
-6.384407,720,1488.24473
-8.323248,720,1494.95075
-6.948818,720,1503.143167
-6.416408,720,1511.785235
-5.92212,720,1520.460796
-7.598648,720,1529.190905
-8.81652,720,1536.154491
-6.091702,720,1544.988475
-6.823055,720,1554.048936
-6.011174,720,1562.71913
-5.525731,720,1571.499913
-6.40136,720,1578.881368
-6.574153,720,1587.194189
-5.537873,720,1595.697726
-7.647295,720,1603.94173
-6.651905,720,1612.202476
-7.43519,720,1620.692527
-7.376642,720,1627.578853
-6.354527,720,1636.331785
-5.826917,720,1644.721817
-5.715596,720,1653.540544
-4.956281,720,1662.742706
-6.280541,720,1670.245821
-5.694735,720,1678.67092
-6.654785,720,1687.415047
-6.363074,720,1696.115003
-6.346169,720,1704.846569
-7.134917,720,1712.036941
-6.124742,720,1720.726002
-6.425351,720,1729.638287
-6.547839,720,1738.21797
-4.688371,720,1746.876048
-4.777384,720,1755.647439
-5.64704,720,1763.111832
-6.13274,720,1772.087342
-5.488015,720,1780.820937
-5.874421,720,1789.599714
-7.35259,720,1797.943296
-8.071628,720,1805.017497
-6.784108,720,1813.425373
-7.175447,720,1821.830603
-7.963414,720,1830.415131
-6.503842,720,1838.901228
-7.146589,720,1845.948673
-6.305524,720,1854.994546
-6.253032,720,1863.341146
-6.133615,720,1871.930249
-7.659331,720,1880.600967
-6.694233,720,1889.136125
-7.505348,720,1895.933186
-7.407063,720,1904.635086
-5.901224,720,1913.286224
-6.533809,720,1921.92415
-6.218738,720,1930.38457
-6.379928,720,1937.533481
-6.371643,720,1946.057465
-5.752729,720,1954.391489
-7.320662,720,1962.95562
-6.50583,720,1971.60743
-6.367397,720,1978.922769
-6.445606,720,1987.785071
-6.344375,720,1996.186031
-7.027317,720,2004.855729
-6.97497,720,2013.608932
-6.075764,720,2022.29936
-6.836931,720,2029.27382
-6.507262,720,2038.005728
-5.747047,720,2046.788767
-4.933543,720,2055.44223
-6.936138,720,2064.063565
-6.248162,720,2071.252471
-6.558258,720,2079.597766
-5.748754,720,2088.007352
-6.856785,720,2096.431692
-7.327977,720,2105.2113
-7.613392,720,2112.463281
-6.677137,720,2121.089209
-5.913742,720,2129.645816
-6.337053,720,2137.989765
-7.468223,720,2146.313358
-5.508815,720,2154.658534
-7.608463,720,2161.660532
-8.00106,720,2170.009202
-7.309113,720,2178.267199
-6.292376,720,2187.176978
-7.057546,720,2195.965295
-7.283496,720,2203.166602
-7.205957,720,2211.64358
-6.664897,720,2220.010302
-6.284071,720,2228.605119
-7.134725,720,2237.119958
-6.749114,720,2244.082648
-6.82485,720,2252.757232
-6.857727,720,2261.113638
-6.94635,720,2269.714578
-6.473176,720,2278.005607
-6.864047,720,2286.252346
-6.367849,720,2293.126228
-6.912522,720,2301.540169
-7.961371,720,2309.725162
-7.758538,720,2318.018856
-7.398033,720,2326.233534
-7.727964,720,2333.215751
-7.21826,720,2341.606874
-7.810325,720,2350.00749
-6.102656,720,2358.292784
-7.12584,720,2366.62149
-7.812163,720,2373.615571
-6.41142,720,2381.989053
-7.705617,720,2390.500101
-6.120089,720,2399.224372
-5.967159,720,2407.789091
-5.927427,720,2416.215362
-5.857084,720,2423.645878
-4.632451,720,2432.618106
-5.318423,720,2441.28037
-4.803302,720,2450.351295
-5.461972,720,2459.629171
-6.041305,720,2467.406272
-4.609388,720,2475.967015
-5.651844,720,2484.819731
-7.158141,720,2493.569522
-6.131067,720,2502.138778
-6.566821,720,2509.416032
-7.331822,720,2518.267615
-6.273736,720,2526.710516
-7.105079,720,2535.492314
-5.010555,720,2544.089403
-6.085964,720,2552.798922
-6.173006,720,2560.106977
-5.949495,720,2568.974196
-6.945219,720,2577.921826
-4.728247,720,2586.575762
-6.733838,720,2595.120325
-6.764432,720,2602.669719
-5.678664,720,2611.430736
-4.812208,720,2620.0184
-5.925806,720,2628.737587
-6.64478,720,2637.587388
-5.429357,720,2644.561812
-5.752636,720,2653.186085
-6.973769,720,2661.467435
-6.477949,720,2670.009929
-6.061828,720,2678.832881
-5.768397,720,2687.28421
-5.227238,720,2694.586782
-6.383948,720,2703.280725
-5.923752,720,2711.693832
-6.731718,720,2720.554085
-6.628254,720,2728.978927
-6.49356,720,2777.085989
-4.908221,720,2785.83808
-6.756804,720,2794.390059
-4.969441,720,2803.333713
-6.041299,720,2811.984897
-5.417792,720,2819.615546
-5.071007,720,2827.891042
-5.695111,720,2836.850404
-6.283268,720,2845.571859
-6.438367,720,2854.063698
-5.525507,720,2862.512143
-5.248214,720,2869.911937
-5.500095,720,2878.348245
-5.423124,720,2887.114814
-6.077333,720,2896.007422
-6.438748,720,2904.547814
-6.455857,720,2911.651093
-5.748723,720,2920.058004
-5.921762,720,2928.352864
-7.697637,720,2936.730561
-7.671245,720,2945.004653
-6.677314,720,2951.882204
-5.484893,720,2960.411302
-6.586887,720,2968.818037
-6.042853,720,2977.223424
-6.458002,720,2985.640251
-4.902236,720,2994.604247
-5.537309,720,3001.904103
-5.747691,720,3010.447313
-5.730384,720,3019.102119
-6.472662,720,3027.866579
-6.893747,720,3036.471834
-7.104183,720,3043.507971
-7.790214,720,3052.079607
-5.930065,720,3060.709111
-5.61404,720,3069.239684
-7.915209,720,3078.018951
-6.974345,720,3085.191633
-6.74869,720,3093.780772
-5.346285,720,3102.452816
-5.984174,720,3111.323689
-6.016322,720,3120.189051
-6.390616,720,3128.699027
-6.785772,720,3135.892529
-5.857771,720,3144.38535
-5.435325,720,3152.795191
-6.245597,720,3161.549088
-6.330331,720,3170.100516
-6.91638,720,3177.278142
-6.895094,720,3185.583453
-5.429116,720,3194.153331
-6.65984,720,3202.48543
-6.465728,720,3210.756395
-7.733234,720,3217.626901
-6.73396,720,3226.366153
-6.463326,720,3235.051445
-6.43093,720,3243.35606
-6.836426,720,3251.964328
-6.421444,720,3260.300999
-6.791408,720,3267.21934
-7.089516,720,3275.832201
-7.026654,720,3284.333918
-7.169284,720,3292.652458
-7.070879,720,3301.013814
-6.77178,720,3307.811465
-7.257218,720,3316.129608
-6.822792,720,3324.276389
-6.969593,720,3332.467763
-6.992766,720,3340.635204
-7.108924,720,3347.50733
-8.018691,720,3355.661617
-7.376724,720,3363.863254
-8.129306,720,3372.112329
-6.71629,720,3380.393985
-6.554319,720,3388.823543
-6.656124,720,3395.622901
-7.11807,720,3403.849874
-6.794798,720,3411.997255
-7.64254,720,3420.108732
-6.297902,720,3428.33041
-6.377108,720,3435.172344
-7.322178,720,3443.612212
-5.988646,720,3452.029698
-7.329366,720,3460.84909
-5.908137,720,3469.454083
-8.532977,720,3476.429169
-5.630197,720,3485.155419
-5.367882,720,3493.756132
-7.138424,720,3502.245479
-7.449079,720,3510.703688
-4.952841,720,3519.083026
-6.192518,720,3526.045565
-6.813468,720,3534.34638
-8.002769,720,3542.473294
-7.986079,720,3550.683166
-7.103761,720,3559.283552
-6.656352,720,3566.416087
-7.34988,720,3574.916364
-7.694371,720,3583.181116
-7.332666,720,3591.522323
-8.377598,720,3599.766703
-7.269007,720,3606.478086
-6.15813,720,3614.655091
-7.827036,720,3622.856148
-6.706264,720,3631.04017
-7.174396,720,3639.277376
-7.823134,720,3647.53559
-7.742231,720,3654.301678
-6.394203,720,3662.467495
-8.477849,720,3670.570158
-7.013382,720,3678.838805
-7.0031,720,3687.070487
-7.097105,720,3693.85604
-7.524429,720,3702.145275
-7.95668,720,3710.303604
-8.265914,720,3718.455632
-7.500859,720,3726.593262
-7.467257,720,3733.304755
-7.472955,720,3741.396244
-8.147804,720,3749.486887
-7.444614,720,3757.724879
-8.209458,720,3765.938992
-7.195119,720,3774.292015
-7.947802,720,3781.346552
-8.463477,720,3789.513112
-6.624014,720,3797.712564
-8.060768,720,3805.911982
-5.985038,720,3814.177965
-7.25448,720,3820.970563
