#{"t_start": 1785272199.3095534, "env_id": "None"}
r,l,t
-8.423111,720,8.366879
-8.181984,720,16.370042
-8.043056,720,24.809197
-6.995004,720,33.223504
-7.275097,720,41.890106
-7.865307,720,48.89415
-8.330472,720,57.095766
-8.180707,720,65.488052
-7.78902,720,73.930265
-8.083301,720,82.13503
-7.920726,720,88.880572
-7.56949,720,97.236112
-7.661053,720,105.23957
-9.171113,720,113.29367
-8.161959,720,121.35158
-6.786891,720,128.095368
-6.986988,720,136.485642
-7.927697,720,144.691928
-8.158579,720,152.724207
-8.00163,720,160.851634
-8.458522,720,168.893761
-8.831677,720,175.65695
-7.568544,720,183.767436
-6.993805,720,191.947369
-8.097146,720,200.09677
-8.600833,720,208.157974
-8.77988,720,214.820165
-8.388806,720,222.902948
-8.637684,720,230.932208
-8.605772,720,239.061285
-8.105235,720,247.245641
-8.795398,720,253.941904
-7.626989,720,262.132266
-8.616679,720,270.321447
-8.229272,720,278.394134
-8.352457,720,286.549299
-8.729027,720,294.637289
-7.794188,720,301.463629
-7.443546,720,309.690968
-8.172799,720,317.992903
-7.594608,720,326.243431
-9.395069,720,334.379655
-7.602831,720,341.093426
-7.783494,720,349.226058
-6.115924,720,357.637237
-8.746923,720,365.69825
-7.694871,720,373.853381
-7.842824,720,380.469687
-8.515857,720,388.606435
-9.180576,720,396.624329
-7.21731,720,404.714769
-7.600843,720,413.028734
-7.194291,720,421.192673
-8.56392,720,428.123152
-7.626571,720,436.407195
-8.114916,720,444.533049
-7.385212,720,452.629868
-7.259642,720,460.750846
-7.904601,720,467.402807
-8.256413,720,475.441776
-8.179975,720,483.484232
-8.648166,720,491.535579
-7.315231,720,499.672138
-8.505734,720,506.329496
-8.880948,720,514.68167
-8.790052,720,522.853592
-7.716603,720,530.969242
-7.431631,720,539.102003
-6.800808,720,547.558155
-6.625646,720,554.602933
-5.954803,720,563.123418
-7.229061,720,571.504445
-7.142675,720,579.604333
-7.244029,720,587.987561
-7.327341,720,594.674264
-7.189818,720,602.78521
-8.396846,720,610.867459
-8.285106,720,618.966988
