#{"t_start": 1785272198.682423, "env_id": "None"}
r,l,t
-8.921188,720,8.998716
-7.603084,720,17.010285
-9.333261,720,25.386229
-5.435926,720,33.86955
-6.399555,720,42.528349
-7.114316,720,49.544424
-7.865609,720,57.735029
-7.025782,720,66.106233
-6.176907,720,74.570635
-7.795015,720,82.743382
-8.738225,720,89.511967
-7.981518,720,97.855692
-8.035877,720,105.873361
-8.882156,720,113.92344
-8.690974,720,121.984334
-8.074871,720,128.684525
-7.888068,720,137.119748
-7.492364,720,145.328849
-8.06684,720,153.362182
-8.017488,720,161.470533
-8.050594,720,169.519827
-7.973264,720,176.316952
-8.849451,720,184.395581
-8.597538,720,192.570577
-8.01254,720,200.704295
-8.032951,720,208.789283
-8.475938,720,215.446061
-8.797158,720,223.536572
-8.382908,720,231.560573
-7.485175,720,239.746388
-8.964937,720,247.851663
-8.002317,720,254.582113
-7.705292,720,262.773935
-9.295518,720,270.953891
-8.272806,720,279.033027
-7.924599,720,287.181299
-8.486748,720,295.26486
-7.784966,720,302.095895
-6.636069,720,310.299951
-8.180561,720,318.615934
-5.649046,720,326.879429
-8.517464,720,335.010896
-8.117635,720,341.724838
-8.479862,720,349.858463
-6.34876,720,358.247436
-8.044318,720,366.334698
-8.3626,720,374.479759
-7.92237,720,381.106968
-8.542007,720,389.236073
-9.517834,720,397.264281
-8.496731,720,405.341641
-7.456403,720,413.696863
-7.725024,720,421.842301
-8.226468,720,428.756029
-8.314491,720,437.038594
-7.458874,720,445.182274
-8.509401,720,453.260221
-8.509328,720,461.381575
-7.466716,720,468.052307
-7.895995,720,476.085882
-8.420487,720,484.122276
-8.18796,720,492.153625
-8.770929,720,500.209084
-7.887734,720,506.970994
-8.951411,720,515.3
-7.774099,720,523.48617
-7.703315,720,531.59588
-8.39865,720,539.741679
-6.827317,720,548.188225
-5.852529,720,555.239815
-5.786255,720,563.722181
-7.230295,720,572.143953
-6.677992,720,580.245086
-6.700897,720,588.60428
-7.144122,720,595.299166
-7.735771,720,603.414184
-7.406431,720,611.497161
-7.691077,720,619.597715
-8.112195,720,627.650022
-8.117403,720,634.272624
-7.743196,720,642.345727
-7.45847,720,650.427473
-7.979927,720,658.468575
-7.560123,720,666.948289
-6.906995,720,675.154759
-8.186648,720,681.917858
-7.033251,720,689.997207
-8.627888,720,698.170894
-7.39337,720,706.228356
-7.043112,720,714.577437
-7.691628,720,721.333249
-6.297652,720,729.847918
-7.347209,720,738.024716
-7.876201,720,746.623388
-7.137444,720,755.051126
-6.239602,720,762.026584
-7.908173,720,770.467549
-7.938375,720,778.944855
-7.382964,720,787.276095
-7.403726,720,795.402711
-7.533965,720,803.771151
-8.193205,720,810.565403
-7.443847,720,818.645784
-7.466215,720,826.848657
-7.23331,720,835.045377
-6.910787,720,843.418753
-7.192302,720,850.241804
-8.25053,720,858.488547
-7.521812,720,866.614772
-7.697956,720,874.755378
-7.42485,720,882.849976
-7.376839,720,889.857438
-7.954509,720,898.009164
-7.77171,720,906.49142
-7.726853,720,914.868301
-6.169333,720,923.35327
-6.221304,720,931.654182
-7.203343,720,938.434962
-5.749513,720,946.75238
-7.751845,720,955.055534
-5.932526,720,963.402367
-6.161127,720,971.678578
-5.464035,720,978.838266
-7.282326,720,987.140557
-6.686472,720,995.561046
-5.762483,720,1004.197387
-7.021844,720,1012.570236
-6.882002,720,1019.541966
-8.077023,720,1028.072699
