#{"t_start": 1785272199.3331215, "env_id": "None"}
r,l,t
-8.726234,720,8.340171
-8.738316,720,16.368118
-7.31198,720,24.795056
-7.341376,720,33.212696
-7.935775,720,41.877519
-6.731527,720,48.881481
-7.465944,720,57.080763
-6.785809,720,65.450256
-7.534323,720,73.888674
-7.967952,720,82.08485
-7.622151,720,88.918673
-6.950795,720,97.209713
-7.856098,720,105.221183
-8.675556,720,113.281517
-7.679087,720,121.338125
-8.080085,720,128.023928
-6.919273,720,136.458314
-7.357149,720,144.676653
-8.325628,720,152.707838
-8.388363,720,160.828041
-8.727741,720,168.86488
-7.77337,720,175.638867
-9.073437,720,183.741596
-8.344021,720,191.917464
-7.930655,720,200.064557
-8.975089,720,208.13864
-8.174674,720,214.792239
-8.769253,720,222.873084
-9.34063,720,230.904033
-8.362665,720,239.052913
-7.474869,720,247.199611
-8.446265,720,253.923769
-8.329003,720,262.124889
-9.791144,720,270.302825
-7.668489,720,278.375881
-8.519584,720,286.532722
-8.629595,720,294.61754
-8.452502,720,301.442581
-7.63612,720,309.662974
-8.34884,720,317.965933
-8.063016,720,326.225482
-7.382266,720,334.361658
-6.608338,720,341.067794
-8.649546,720,349.216444
-8.426902,720,357.654256
-7.671086,720,365.66766
-8.319894,720,373.825875
-9.205949,720,380.456857
-8.116042,720,388.585919
-8.263025,720,396.613276
-9.189778,720,404.688381
-8.311364,720,413.015787
-7.891167,720,421.16691
-7.011457,720,428.157146
-7.926143,720,436.388163
-7.859791,720,444.522163
-7.587461,720,452.608667
-8.292399,720,460.730361
-8.11003,720,467.374913
-8.717738,720,475.428129
-8.257589,720,483.460542
-7.943086,720,491.510322
-7.909185,720,499.651103
-6.565253,720,506.310013
-7.21124,720,514.656553
-8.530426,720,522.830951
-7.316847,720,530.947253
-7.18201,720,539.114007
-6.558716,720,547.534865
-5.451699,720,554.587354
-6.127152,720,563.062958
-6.245459,720,571.486198
-7.226289,720,579.626083
-7.317874,720,587.946598
-7.777698,720,594.649752
-8.076678,720,602.765511
-8.206892,720,610.838278
-7.406115,720,618.951728
-7.643479,720,627.002495
-6.288211,720,633.619536
-7.527053,720,641.690053
-9.156865,720,649.775541
-8.429687,720,657.815027
-7.290715,720,666.301833
-7.024245,720,674.494798
-7.96321,720,681.274922
-9.116288,720,689.34109
-7.212719,720,697.527907
-7.840826,720,705.585085
-6.159883,720,713.927612
-8.122183,720,720.68562
-7.896609,720,729.19166
-8.228941,720,737.381291
-6.990148,720,745.965336
-6.211958,720,754.402231
-7.762613,720,761.377436
-6.737756,720,769.810094
-5.239537,720,778.311952
-6.089296,720,786.635957
-7.696479,720,794.75129
-7.006806,720,803.119521
-7.658054,720,809.91438
-7.511054,720,818.000168
-8.23427,720,826.198605
-6.747828,720,834.420816
-6.518017,720,842.774177
-8.258474,720,849.59536
-7.534898,720,857.838494
-8.371475,720,865.958681
-7.950914,720,874.096331
-8.33723,720,882.197897
-6.726469,720,889.2065
-7.064912,720,897.364353
-6.876159,720,905.832754
-7.353688,720,914.28658
-8.494044,720,922.703191
-4.679367,720,931.005032
-6.383931,720,937.795289
-6.238581,720,946.14066
-8.260704,720,954.402441
-6.097638,720,962.751284
-6.741799,720,971.050089
-7.215962,720,978.195709
-7.425517,720,986.491049
-6.252536,720,994.916951
-6.870382,720,1003.555146
-6.544003,720,1011.876747
-6.444533,720,1018.898296
-6.344808,720,1027.426716
-7.32871,720,1035.962283
-7.163541,720,1044.242324
-6.625914,720,1052.796884
-6.217305,720,1061.328725
-6.558072,720,1068.206952
-5.118011,720,1077.010624
-8.776798,720,1085.465967
-5.201337,720,1094.103638
-6.959608,720,1102.591357
-6.44968,720,1109.777285
-5.123673,720,1118.186306
-6.108532,720,1126.452712
-8.483762,720,1134.607758
-6.329275,720,1143.055344
-6.888807,720,1149.873277
-8.205958,720,1158.009549
-7.673095,720,1166.129556
-8.287404,720,1174.23546
-7.811466,720,1182.53079
-7.391452,720,1190.760123
-7.495955,720,1197.597184
-7.138043,720,1205.847953
-8.792274,720,1214.030396
-7.143913,720,1222.246901
-7.789544,720,1230.363605
-8.420587,720,1236.950602
-6.758229,720,1245.148407
-7.133658,720,1253.23458
-6.975605,720,1261.532327
-6.005469,720,1269.963311
-5.211102,720,1277.081594
-5.564195,720,1285.722189
-5.22964,720,1294.243195
-6.647725,720,1302.702714
-7.77604,720,1310.832062
-7.100987,720,1319.441896
-5.759413,720,1364.679428
-6.246702,720,1373.080163
-5.915191,720,1381.246962
-7.481254,720,1389.677526
-5.933728,720,1398.213937
-6.742138,720,1405.251259
-7.705469,720,1413.623013
-6.657179,720,1422.052525
-5.858915,720,1430.763887
-7.495643,720,1439.182933
-7.726031,720,1446.12876
-7.110616,720,1454.375228
-6.511153,720,1462.629717
-6.794845,720,1470.907125
-7.566125,720,1479.147057
-6.663732,720,1487.680895
-6.960019,720,1494.33445
-8.048826,720,1502.529489
-5.49106,720,1511.147818
-5.71366,720,1519.821029
-5.9037,720,1528.591094
-6.501942,720,1535.552418
-6.239427,720,1544.462546
-6.532879,720,1553.422102
-5.762347,720,1562.074203
-5.734318,720,1570.895705
-5.890147,720,1578.256007
-6.718737,720,1586.559792
-7.138469,720,1595.104887
-6.896268,720,1603.351722
-7.692379,720,1611.579285
-6.495485,720,1620.103251
-7.300565,720,1626.972761
-6.693604,720,1635.681205
-5.451208,720,1644.112717
-5.500655,720,1652.915241
-6.004034,720,1662.102252
-5.849144,720,1669.693979
-6.367843,720,1678.082422
-5.146672,720,1686.788695
-5.11731,720,1695.527828
-6.039943,720,1704.228183
-6.968656,720,1711.429729
-5.544595,720,1720.12779
-6.11882,720,1729.041109
-5.711512,720,1737.558803
-5.494233,720,1746.268259
-5.508601,720,1755.078678
-5.074456,720,1762.521312
-4.126341,720,1771.497059
-5.760053,720,1780.21371
-5.818767,720,1788.974886
-6.582137,720,1797.34918
-6.84175,720,1804.404608
-7.180228,720,1812.880852
-5.981449,720,1821.229591
-6.576586,720,1829.803821
-6.854414,720,1838.290972
-5.194941,720,1845.341187
-6.21475,720,1854.369903
-7.946351,720,1862.721198
-7.154059,720,1871.324039
-7.67072,720,1880.042759
-5.974,720,1888.555012
-8.379494,720,1895.315661
-6.854857,720,1903.981413
-8.2114,720,1912.675771
-8.66427,720,1921.326427
-7.252421,720,1929.78431
-7.410099,720,1936.955496
-7.135741,720,1945.440272
-6.746783,720,1953.76498
-6.869866,720,1962.357704
-6.980981,720,1971.019715
-6.372492,720,1978.311265
-7.497312,720,1987.163474
-6.296733,720,1995.592094
-7.212403,720,2004.259729
-5.288784,720,2012.993302
-6.393374,720,2021.787246
-7.417056,720,2028.659808
-7.312358,720,2037.410456
-5.818453,720,2046.232702
-6.446786,720,2054.824574
-6.862762,720,2063.461024
-6.774169,720,2070.643646
-7.141718,720,2078.988841
-6.36427,720,2087.398914
-6.341699,720,2095.814213
-7.027944,720,2104.595395
-6.71906,720,2111.865482
-5.927866,720,2120.471404
-7.320153,720,2129.015715
-7.302649,720,2137.387031
-8.355044,720,2145.708628
-7.427788,720,2154.036376
-7.487199,720,2161.044276
-5.81089,720,2169.392395
-6.572775,720,2177.621102
-6.269475,720,2186.641934
-6.630699,720,2195.361917
-8.952827,720,2202.556452
-6.387744,720,2211.056377
-6.734885,720,2219.384123
-6.981591,720,2227.978984
-7.156198,720,2236.525005
-6.84892,720,2243.516791
-6.99303,720,2252.133969
-7.353755,720,2260.496226
-7.02857,720,2269.09589
-7.053473,720,2277.408216
-8.440609,720,2285.64239
-6.905739,720,2292.524799
-7.24796,720,2300.905188
-6.510636,720,2309.10727
-7.994328,720,2317.470437
-8.559155,720,2325.620554
-6.997499,720,2332.616165
-6.36516,720,2340.988455
-6.347715,720,2349.394333
-7.279323,720,2357.681136
-6.188903,720,2366.046198
-6.843805,720,2373.02053
-6.900384,720,2381.38788
-7.549813,720,2389.824804
-6.086114,720,2398.639853
-6.981972,720,2407.172301
-5.883993,720,2415.605409
-5.527551,720,2423.010661
-4.922413,720,2432.022305
-7.551393,720,2440.655965
-4.944464,720,2449.78512
-4.987647,720,2459.060155
-5.884985,720,2466.814721
-7.344565,720,2475.336007
-5.100176,720,2484.199575
-5.947886,720,2492.982455
-5.140331,720,2501.526922
-6.818336,720,2508.804493
-6.97561,720,2517.632517
-5.812964,720,2526.090147
-5.954702,720,2534.856137
-5.359726,720,2543.507231
-5.826922,720,2552.176272
-5.939467,720,2559.508929
-6.029164,720,2568.390447
-6.581239,720,2577.299878
-6.013096,720,2585.914748
-6.257627,720,2594.50558
-5.104852,720,2602.053859
-5.544641,720,2610.777999
-7.271509,720,2619.467593
-6.721488,720,2628.144217
-6.329033,720,2636.91337
-6.664594,720,2643.958155
-6.211865,720,2652.610447
-6.391422,720,2660.936389
-6.636364,720,2669.401766
-7.087042,720,2678.158475
-6.490879,720,2686.686324
-6.658905,720,2693.985808
-5.557733,720,2702.610148
-6.163149,720,2711.082077
-6.814236,720,2719.927514
-5.489541,720,2728.4035
-6.536834,720,2776.47633
-7.132891,720,2785.207977
-6.070361,720,2793.798707
-5.989458,720,2802.736919
-5.496804,720,2811.412856
-5.615211,720,2818.948249
-5.318737,720,2827.263081
-6.02012,720,2836.218502
-5.943922,720,2844.986923
-6.131308,720,2853.398085
-6.369385,720,2861.926008
-6.080535,720,2869.313672
-5.760363,720,2877.74868
-5.59122,720,2886.521347
-5.632745,720,2895.407034
-6.116692,720,2903.87629
-5.943017,720,2911.068807
-6.554661,720,2919.453199
-5.867538,720,2927.781954
-5.55623,720,2936.094492
-6.045237,720,2944.408496
-6.629992,720,2951.27849
-5.835234,720,2959.793022
-6.824892,720,2968.183817
-6.54138,720,2976.597349
-6.199586,720,2985.043008
-6.022367,720,2993.992998
-5.570215,720,3001.296918
-7.256772,720,3009.851623
-5.998602,720,3018.464424
-5.646498,720,3027.316909
-7.814482,720,3035.869592
-6.365855,720,3042.909771
-7.238658,720,3051.480179
-6.627457,720,3060.055504
-6.313853,720,3068.652718
-6.162778,720,3077.40785
-5.41411,720,3084.582208
-6.790663,720,3093.155271
-7.170459,720,3101.852449
-5.986632,720,3110.724332
-5.086037,720,3119.600234
-7.24327,720,3128.082923
-6.518462,720,3135.267025
-6.324602,720,3143.779147
-6.429462,720,3152.178318
-5.897125,720,3160.965679
-5.724052,720,3169.515941
-5.946217,720,3176.677432
-6.619824,720,3184.966873
-6.037672,720,3193.544777
-5.491752,720,3201.891862
-6.578483,720,3210.15651
-6.421961,720,3217.04223
-5.276665,720,3225.773258
-6.585113,720,3234.374249
-6.851442,720,3242.733276
-6.511033,720,3251.36781
-5.148301,720,3259.678177
-6.864486,720,3266.60066
-6.375186,720,3275.219016
-6.304818,720,3283.745461
-6.971907,720,3292.044951
-6.995633,720,3300.427087
-5.760284,720,3307.224512
-6.591099,720,3315.521892
-7.004863,720,3323.696064
-6.499364,720,3331.857058
-6.986988,720,3340.020424
-7.513412,720,3346.858763
-7.163502,720,3355.04933
-6.971522,720,3363.258695
-7.693325,720,3371.494847
-6.263493,720,3379.783548
-7.32565,720,3388.203386
-6.433522,720,3395.074562
-6.403994,720,3403.239036
-7.500737,720,3411.383566
-7.074932,720,3419.502424
-6.885541,720,3427.73352
-6.490781,720,3434.599447
-6.382535,720,3442.98656
-6.082794,720,3451.416793
-5.532792,720,3460.241112
-6.395732,720,3468.762911
-6.534036,720,3475.828581
-6.230937,720,3484.533676
-6.957675,720,3493.143378
-6.568491,720,3501.669005
-7.965225,720,3510.09446
-7.069947,720,3518.47728
-6.806595,720,3525.425811
-7.766437,720,3533.735724
-7.24989,720,3541.861268
-6.360859,720,3550.074311
-7.023111,720,3558.667374
-6.285385,720,3565.813404
-8.022764,720,3574.314806
-6.298846,720,3582.575566
-6.804343,720,3590.965123
-7.645927,720,3599.144324
-8.347842,720,3605.897357
-7.146219,720,3614.028811
-7.241846,720,3622.260071
-7.485996,720,3630.480438
-7.680769,720,3638.663302
-7.318613,720,3646.927485
-6.631857,720,3653.711908
-7.289422,720,3661.848743
-8.160363,720,3669.950769
-7.057577,720,3678.216815
-7.785418,720,3686.450489
-7.870179,720,3693.250669
-8.544697,720,3701.524277
-8.49491,720,3709.692249
-8.556648,720,3717.839106
-6.840814,720,3725.982399
-8.084372,720,3732.688398
-7.470272,720,3740.786171
-7.556299,720,3748.874988
-7.172161,720,3757.108199
-7.782468,720,3765.320318
-6.45685,720,3773.676694
-5.892203,720,3780.733237
-7.652575,720,3788.908617
-7.528015,720,3797.109328
-7.368104,720,3805.293072
-7.122936,720,3813.524235
-5.952499,720,3820.376978
-7.296989,720,3828.511497
-7.680863,720,3836.756141
-7.139225,720,3845.089688
-5.753107,720,3853.370894
-6.186307,720,3860.314078
-5.465891,720,3868.665473
-7.315155,720,3877.038343
-7.183774,720,3885.313681
-6.871095,720,3893.513608
-6.917392,720,3901.664756
-7.875743,720,3908.624552
-7.447184,720,3916.809808
-7.458553,720,3925.12461
-6.977322,720,3933.504335
-6.047459,720,3941.782242
-7.571532,720,3948.860036
-7.048436,720,3957.031893
-6.539987,720,3965.230118
-7.070479,720,3973.427292
-6.585806,720,3981.584101
-8.209298,720,3988.42585
-8.166536,720,3996.614234
-7.327516,720,4004.799494
-7.905576,720,4012.954234
-8.319053,720,4021.088293
-7.774776,720,4029.342495
-8.056625,720,4036.174547
-7.72705,720,4044.570846
-6.723886,720,4052.734123
-7.787848,720,4060.961074
-6.197994,720,4069.606167
-8.58454,720,4076.43219
-8.526733,720,4084.668469
-9.72564,720,4093.013072
-7.848576,720,4101.180845
-7.814008,720,4109.333105
-6.333556,720,4153.260529
-7.626361,720,4161.506773
-6.782154,720,4169.682721
-7.032179,720,4177.9289
-7.795197,720,4185.966999
-6.930879,720,4194.212226
-6.808266,720,4200.885261
-7.33649,720,4209.167505
-7.176473,720,4217.300632
-8.140651,720,4225.386751
-7.776744,720,4233.738003
-7.857575,720,4240.574791
-6.857282,720,4248.733469
-7.568175,720,4257.090714
-6.803033,720,4265.280514
-6.395154,720,4273.561166
-7.211492,720,4280.384691
-6.865206,720,4288.593624
-7.075589,720,4296.739979
-6.905074,720,4304.958586
-7.39007,720,4313.087798
-7.677305,720,4321.320305
-6.704964,720,4328.382687
-7.799897,720,4336.732878
-6.125147,720,4345.126606
-6.617366,720,4353.409904
-6.974107,720,4361.674121
-7.632956,720,4368.648304
-7.34405,720,4376.805145
-8.506821,720,4385.102764
-7.904499,720,4393.370432
-7.454057,720,4401.66418
-7.944065,720,4408.669446
-6.463802,720,4416.922992
-6.261774,720,4425.376594
-7.374012,720,4433.578367
-7.573704,720,4441.701658
-7.374961,720,4449.970715
-7.069306,720,4456.992335
-7.672094,720,4465.198291
-7.784773,720,4473.419304
-7.943376,720,4481.584467
-7.724737,720,4489.772238
-6.287612,720,4496.563881
-7.822631,720,4504.754071
-6.848415,720,4512.867479
-6.973734,720,4520.950323
-7.12769,720,4529.207691
-7.854406,720,4535.844096
-8.072283,720,4543.909546
-6.883626,720,4552.117324
-8.236279,720,4560.340527
-7.272555,720,4568.684242
-7.917818,720,4576.966088
-6.282718,720,4583.927114
-7.735933,720,4592.074053
-6.995011,720,4600.295503
-7.224411,720,4608.617812
-8.153626,720,4616.66396
-7.304139,720,4623.551163
-5.318439,720,4631.734248
-7.725224,720,4640.10598
-5.943226,720,4648.475891
-6.274446,720,4656.82036
-6.511195,720,4663.943305
-5.612256,720,4672.437283
-7.719053,720,4680.683139
-7.329844,720,4688.955431
-6.310854,720,4697.270053
-5.337739,720,4706.011254
-5.034285,720,4713.319464
-5.331039,720,4721.663567
-5.48399,720,4730.028726
-7.421674,720,4738.20625
-7.484805,720,4746.524364
-8.300343,720,4753.334795
-6.089328,720,4761.771005
-8.46979,720,4769.872691
-7.154377,720,4778.177262
-6.311688,720,4786.513496
-7.301793,720,4793.442657
-7.047229,720,4801.821961
-6.916908,720,4810.321283
-5.77306,720,4818.695004
-6.865614,720,4827.252248
-7.150464,720,4835.882689
-6.886313,720,4843.214631
-7.483226,720,4851.934209
-6.637699,720,4860.522118
-6.814592,720,4868.81867
-7.868314,720,4877.119923
-5.760306,720,4884.204823
-7.680231,720,4892.605323
-6.739286,720,4900.832686
-6.90258,720,4909.137891
-7.911837,720,4917.356707
-7.482147,720,4924.264533
-7.948371,720,4932.402148
-8.123069,720,4940.489559
-7.632862,720,4948.704969
-7.523601,720,4957.099125
-7.976309,720,4965.277555
-7.842991,720,4972.182775
-7.632835,720,4980.44459
-6.508772,720,4988.898546
-7.145954,720,4996.967669
-7.666668,720,5005.130279
-8.14937,720,5011.84274
-7.984048,720,5019.98443
-8.08296,720,5028.236878
-9.160945,720,5036.355207
-6.936961,720,5044.510017
-7.114074,720,5051.26175
-8.16674,720,5059.597949
-7.977727,720,5067.76857
-6.93341,720,5076.054115
-7.718791,720,5084.207215
