#{"t_start": 1785272198.4518974, "env_id": "None"}
r,l,t
-9.224321,720,9.211102
-8.534211,720,17.288644
-7.443029,720,25.618955
-7.705405,720,34.097235
-8.047099,720,42.730395
-8.357775,720,49.788164
-7.435154,720,57.974494
-7.906873,720,66.327296
-8.276963,720,74.765362
-8.334771,720,82.968496
-7.442081,720,89.744204
-8.188428,720,98.088275
-8.036009,720,106.105986
-8.924311,720,114.158539
-8.198038,720,122.212238
-8.323486,720,128.91206
-6.009416,720,137.355817
-8.283488,720,145.567048
-8.253575,720,153.599051
-8.034798,720,161.700016
-8.159554,720,169.742024
-8.7113,720,176.524415
-8.102881,720,184.618718
-8.030958,720,192.805679
-8.842304,720,200.934444
-8.421172,720,209.03428
-8.420424,720,215.668657
-8.061934,720,223.754457
-8.457241,720,231.793682
-8.585867,720,239.981402
-9.387563,720,248.084165
-9.180867,720,254.798556
-7.675784,720,263.014297
-8.68586,720,271.179649
-8.710368,720,279.256431
-9.157445,720,287.400099
-8.764222,720,295.503972
-7.833235,720,302.344811
-8.168182,720,310.554373
-6.485032,720,318.838791
-6.130022,720,327.095417
-7.152328,720,335.246708
-8.926304,720,341.963927
-7.435494,720,350.089092
-7.578729,720,358.46035
-8.893375,720,366.556881
-7.856318,720,374.712291
-8.783349,720,381.331913
-8.027456,720,389.458932
-7.683301,720,397.496104
-8.461062,720,405.566837
-6.972385,720,413.891423
-8.298172,720,422.047608
-6.335723,720,428.98729
-8.842423,720,437.275727
-8.009604,720,445.398195
-8.468319,720,453.50714
-8.253518,720,461.607686
-8.350139,720,468.265933
-9.223849,720,476.303444
-8.615967,720,484.348257
-8.521553,720,492.392831
-7.914985,720,500.446723
-7.490827,720,507.203197
-9.373471,720,515.53039
-7.219871,720,523.719709
-7.802765,720,531.825027
-7.617393,720,539.964847
-7.327505,720,548.432383
-7.192977,720,555.479696
-7.520148,720,563.952909
-6.741322,720,572.368572
-6.537604,720,580.477892
-7.027599,720,588.826524
-7.463949,720,595.5297
-8.836441,720,603.643959
-6.570791,720,611.719088
-8.569483,720,619.8299
-7.950922,720,627.887212
-7.422932,720,634.499074
-7.724226,720,642.571386
-8.150148,720,650.656605
-7.886583,720,658.73343
-7.225134,720,667.182964
-4.827876,720,675.379072
-8.54204,720,682.148901
-8.214568,720,690.2194
-7.840348,720,698.395874
-8.567696,720,706.459236
-6.87486,720,714.816207
-6.662855,720,721.563743
-8.11358,720,730.067466
-8.297318,720,738.245295
-6.217893,720,746.867082
-7.00426,720,755.278373
-7.276309,720,762.264175
-8.122136,720,770.688929
-6.963678,720,779.182844
-6.40134,720,787.508076
-7.893227,720,795.653946
-7.710621,720,804.009479
-6.585168,720,810.795609
-8.510958,720,818.874746
-8.260112,720,827.072597
-7.537297,720,835.275054
-7.449776,720,843.65528
-6.068029,720,850.477988
-7.816947,720,858.713718
-6.867459,720,866.838149
-7.215253,720,874.983115
-7.587681,720,883.07886
-8.178932,720,890.091358
-7.624699,720,898.238137
-5.919003,720,906.695434
-6.69643,720,915.122279
-6.548036,720,923.592762
-6.367378,720,931.879944
-7.997273,720,938.66631
-7.315185,720,946.943072
-6.343624,720,955.301826
-7.540041,720,963.631869
-6.56043,720,971.91703
-6.147053,720,979.07584
-6.76068,720,987.377438
-6.50317,720,995.80079
-5.048285,720,1004.471229
-5.603138,720,1012.779872
-7.643668,720,1019.772584
-5.547709,720,1028.30309
-5.73415,720,1036.798694
-7.232169,720,1045.125882
-5.688991,720,1053.666628
-6.195135,720,1062.256279
-6.080376,720,1069.103122
-7.32007,720,1077.844037
-6.542795,720,1086.361688
-7.093539,720,1094.999117
-6.841036,720,1103.497952
-5.94337,720,1110.651597
-7.46889,720,1119.071466
-7.066036,720,1127.322085
-7.211541,720,1135.488784
-7.140793,720,1143.942624
-7.21301,720,1150.750187
-8.059742,720,1158.888078
-7.847575,720,1167.009412
-8.474673,720,1175.107711
-8.032333,720,1183.419164
-6.915857,720,1191.630806
-6.57877,720,1198.487304
-7.200504,720,1206.71835
-7.063429,720,1214.913888
-7.105224,720,1223.117529
-7.792439,720,1231.238459
-8.092911,720,1237.828874
-7.407251,720,1246.014374
-6.182244,720,1254.123957
-6.064397,720,1262.415229
-7.710867,720,1270.837382
-8.056699,720,1277.96225
-5.82192,720,1286.576937
-6.566373,720,1295.153374
-6.982896,720,1303.598541
-6.378516,720,1311.751778
-5.820388,720,1320.318869
-6.346484,720,1365.549381
-6.54082,720,1373.939065
-7.016727,720,1382.150556
-6.98518,720,1390.580972
-7.105547,720,1399.115494
-7.257728,720,1406.10612
-5.947225,720,1414.496578
-5.649512,720,1422.934518
-5.426559,720,1431.622551
-8.31209,720,1440.044968
-6.043972,720,1447.009894
-6.223555,720,1455.242851
-7.869111,720,1463.510946
-7.470128,720,1471.769958
-7.071942,720,1479.956808
-6.524197,720,1488.56437
-8.194624,720,1495.209074
-6.023844,720,1503.409332
-6.529109,720,1512.000927
-6.092059,720,1520.68217
-8.097911,720,1529.443462
-7.173159,720,1536.450774
-4.9957,720,1545.28117
-5.745474,720,1554.331296
-6.93226,720,1563.008867
-5.180698,720,1571.781065
-7.394961,720,1579.132673
-6.090577,720,1587.493962
-6.781492,720,1595.980336
-7.231022,720,1604.20248
-7.716051,720,1612.45682
-7.307273,720,1620.96669
-7.31332,720,1627.854275
-6.669768,720,1636.571349
-6.725605,720,1644.980047
-6.104728,720,1653.82914
-5.698242,720,1662.971836
-5.424661,720,1670.543294
-5.734453,720,1678.956794
-5.27087,720,1687.686896
-6.189087,720,1696.383325
-6.421581,720,1705.113542
-5.982635,720,1712.30959
-6.996408,720,1721.006526
-7.495662,720,1729.905354
-7.798774,720,1738.425575
-5.177382,720,1747.191956
-5.659673,720,1755.921426
-4.827919,720,1763.386709
-5.803091,720,1772.363309
-5.108408,720,1781.091701
-5.609864,720,1789.863987
-6.277786,720,1798.199809
-6.827611,720,1805.35571
-7.110295,720,1813.69704
-8.069597,720,1822.11377
-6.320678,720,1830.691221
-6.002122,720,1839.222045
-5.924351,720,1846.222872
-6.030152,720,1855.271654
-7.330138,720,1863.603431
-6.167486,720,1872.194761
-6.015624,720,1880.894869
-6.368327,720,1889.426912
-7.08254,720,1896.200256
-7.662363,720,1904.856073
-7.068133,720,1913.550486
-6.551492,720,1922.192871
-5.836792,720,1930.669753
-6.167913,720,1937.806121
-6.782942,720,1946.316425
-4.924778,720,1954.65337
-6.748646,720,1963.223833
-7.909336,720,1971.942255
-7.284726,720,1979.211243
-5.93281,720,1988.034732
-5.892965,720,1996.448995
-6.572284,720,2005.131688
-6.254747,720,2013.888973
-5.695866,720,2022.592018
-7.276822,720,2029.590719
-7.255122,720,2038.34595
-5.438359,720,2047.05647
-6.138724,720,2055.716103
-7.036001,720,2064.373834
-5.90626,720,2071.530275
-8.232728,720,2079.867516
-6.380611,720,2088.277892
-7.767343,720,2096.685097
-6.716663,720,2105.492323
-6.868163,720,2112.713407
-7.930217,720,2121.340426
