#{"t_start": 1785272198.5953426, "env_id": "None"}
r,l,t
-8.469719,720,9.100373
-7.648428,720,17.108359
-7.977089,720,25.477723
-8.192824,720,33.944319
-7.678828,720,42.620971
-7.574768,720,49.638995
-8.138318,720,57.817453
-7.388974,720,66.196318
-8.370485,720,74.634816
-7.478211,720,82.819919
-7.437333,720,89.597255
-8.937067,720,97.939332
-8.598195,720,105.953765
-7.559479,720,114.006994
-8.06254,720,122.067665
-8.50066,720,128.788636
-6.643297,720,137.210367
-7.537905,720,145.410184
-8.216652,720,153.455607
-7.546611,720,161.562888
-8.235966,720,169.614153
-8.275355,720,176.37681
-8.02791,720,184.501286
-8.557237,720,192.660461
-9.12576,720,200.789687
-8.99593,720,208.885106
-8.539516,720,215.525281
-7.943001,720,223.607817
-8.229131,720,231.65031
-8.271917,720,239.783282
-7.949819,720,247.985208
-7.189814,720,254.658171
-7.819742,720,262.861753
-8.601594,720,271.046282
-9.447973,720,279.118124
-8.39538,720,287.270243
-8.148794,720,295.350793
-7.880098,720,302.198189
-8.227797,720,310.396924
-6.872013,720,318.693801
-7.333603,720,326.964174
-7.01051,720,335.109936
-7.61397,720,341.833257
-7.649396,720,349.940269
-7.78782,720,358.316871
-7.506317,720,366.408768
-9.573128,720,374.559678
-8.495862,720,381.200816
-8.49902,720,389.313449
-8.488217,720,397.343743
-8.849642,720,405.428279
-7.705524,720,413.743178
-7.525601,720,421.981295
-7.865062,720,428.848475
-7.971602,720,437.122517
-9.184872,720,445.247329
-8.142168,720,453.346549
-8.032648,720,461.464393
-9.48207,720,468.128946
-8.459429,720,476.155684
-8.93404,720,484.196874
-8.994077,720,492.248192
-7.493069,720,500.298747
-8.168316,720,507.052994
-7.834861,720,515.371543
-8.601815,720,523.563608
-7.709206,720,531.67888
-7.628632,720,539.867669
-7.560204,720,548.282511
-7.227241,720,555.327051
-7.938344,720,563.794041
-7.280089,720,572.212803
-7.46035,720,580.321832
-8.087821,720,588.685746
-7.583998,720,595.38752
-7.237063,720,603.504673
-7.479768,720,611.576403
-6.928947,720,619.688323
-7.667085,720,627.734051
-8.546779,720,634.355739
-7.535522,720,642.425663
-7.987765,720,650.510391
-7.710065,720,658.548298
-8.048379,720,667.036308
-7.517802,720,675.231211
-8.41889,720,682.008244
-8.332532,720,690.076866
-7.830747,720,698.262538
-7.688609,720,706.311547
