controller,model_seed,test_seed,horizon_hours,scenario_hours,event_count,override_events,episode_wall_time_s,episode_total_cost_eur,terminal_cleanup_operating_cost_eur,total_cost_eur,normalized_cost_eur_per_720h,captured_t,stored_t,vented_t,normalized_vented_t_per_720h,storage_rate,unit_cost_eur_per_captured_t
fixed_assignment,,9000045,2160,8928,,,10.214691802859306,8826527.339897564,275042.664709344,9101570.004606908,3033856.6682023024,390482.6775701306,310685.10696364485,58464.4882367313,19488.1627455771,0.7956437629882976,23.30851156123889
fixed_assignment,,9000046,2160,8928,,,7.811871740035713,8796411.627606994,296136.24470956705,9092547.87231656,3030849.2907721866,381721.6934856551,307804.5097075962,59834.95348604856,19944.98449534952,0.8063584411378583,23.819835307993184
fixed_assignment,,9000047,2160,8928,,,11.694178458303213,7669201.62611741,240419.91478780168,7909621.540905212,2636540.5136350705,377318.0752541105,313582.95081002347,43939.41905386833,14646.473017956112,0.8310838292038788,20.962742205176255
fixed_assignment,,9000048,2160,8928,,,10.055012583266944,9415766.969147544,248532.792701295,9664299.761848839,3221433.253949613,392705.3888261524,311401.94405811164,65941.459135549,21980.486378516332,0.7929658031659118,24.609542004851754
fixed_assignment,,9000049,2160,8928,,,11.242681202013046,8593429.079768606,292319.514517072,8885748.594285678,2961916.1980952257,391117.69548405823,308684.1096956477,57362.96367953388,19120.98789317796,0.7892358572874377,22.718861091898248
fixed_assignment,,9000050,2160,8928,,,12.20565493684262,9004261.922125936,248066.9516620072,9252328.873787943,3084109.624595981,390501.10058907396,312862.9662499679,60875.0974157293,20291.699138576434,0.8011833149202696,23.693477072998597
fixed_assignment,,9000051,2160,8928,,,13.349604741670191,8922481.636244103,260053.51602105086,9182535.152265154,3060845.0507550514,384109.6365932407,304171.7289930151,60600.30195684864,20200.100652282883,0.7918877841513848,23.9060265025039
fixed_assignment,,9000052,2160,8928,,,8.656058526132256,8915548.821117742,248418.64122441525,9163967.462342158,3054655.820780719,397928.83196711226,320898.43553031556,59175.35354037686,19725.117846792287,0.8064216758157322,23.029161815295492
fixed_assignment,,9000053,2160,8928,,,13.028295474126935,8934679.2843326,267684.4006384023,9202363.684971001,3067454.5616570003,387473.59864409367,306054.9737611315,61479.54832779912,20493.18277593304,0.7898731031794823,23.749653440062257
fixed_assignment,,9000054,2160,8928,,,13.279595013707876,8821992.195082722,284574.2742991112,9106566.469381833,3035522.156460611,388748.58741330734,311207.79325551447,58713.27806349968,19571.092687833225,0.8005374252965362,23.425336487975375
