horizon_hours,horizon_days,paired_records,mean_receding_cost_saving_eur,cost_saving_95pct_ci_low_eur,cost_saving_95pct_ci_high_eur,mean_receding_cost_saving_percent,cost_saving_95pct_ci_low_percent,cost_saving_95pct_ci_high_percent,mean_receding_vent_decrease_t_per_720h,vent_decrease_95pct_ci_low_t_per_720h,vent_decrease_95pct_ci_high_t_per_720h,receding_lower_cost_rate_percent,lower_cost_rate_95pct_ci_low_percent,lower_cost_rate_95pct_ci_high_percent
720,30.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,90.0,90,37244.33552688154,-167635.3433264602,242223.58232381832,0.6171063462060847,-2.838829305843616,3.839212426011675,115.38505859706646,-860.9837239449713,1048.939388283406,44.44444444444444,30.0,60.0
4320,180.0,90,37437.820286922055,-229272.19836736383,321739.68589025055,0.30091349508414766,-1.835880546579537,2.5764006843097245,37.09728536098191,-554.7677511692165,695.1560079554705,50.0,33.33333333333333,66.66666666666666
8760,365.0,90,23920.35969615529,-420022.9546385432,405350.34355077974,0.09364967928367174,-1.5975533807140188,1.57600880134179,7.300244275802864,-468.0792700788896,430.0312844884544,48.888888888888886,33.33333333333333,64.44444444444444
