seed,fixed_scenario,controller,scenario_signature,solve_time_s,horizon_hours,storage_target_rate,elapsed_hours,captured_t,stored_t,vented_t,in_transit_t,in_transit_growth_t,loss_rate,storage_rate,annual_storage_gap_t,operating_cost,vent_penalty,storage_shortfall_penalty,total_cost,net,cost_per_stored_t,throttle_hours,well_switch_count,berth_wait_vessel_hours,pressure_risk_hours,min_pressure_margin_fraction,longest_venting_streak_hours,total_reward
1,northern_lights_phase1,rolling_milp,658302b6eed3,899.7472525000339,720.0,0.9,720.0,123335.41842300013,93255.30133963133,211.0535239999994,29869.06355936869,29869.06355936869,0.0017112158591472474,0.7561112819984618,17746.575241068786,1503443.8069520134,16884.28191999995,1774657.5241068786,3294985.612978892,-3294985.612978892,16.121805252406435,190,17,18,0,0.9993217796266208,3,-3294.9856129788877
