controller,episodes,elapsed_hours_mean,elapsed_hours_std,solve_time_s_mean,solve_time_s_std,captured_t_mean,captured_t_std,stored_t_mean,stored_t_std,vented_t_mean,vented_t_std,in_transit_growth_t_mean,in_transit_growth_t_std,loss_rate_mean,loss_rate_std,storage_rate_mean,storage_rate_std,vent_penalty_mean,vent_penalty_std,storage_shortfall_penalty_mean,storage_shortfall_penalty_std,operating_cost_mean,operating_cost_std,total_cost_mean,total_cost_std,cost_per_stored_t_mean,cost_per_stored_t_std,throttle_hours_mean,throttle_hours_std,well_switch_count_mean,well_switch_count_std,berth_wait_vessel_hours_mean,berth_wait_vessel_hours_std,pressure_risk_hours_mean,pressure_risk_hours_std,longest_venting_streak_hours_mean,longest_venting_streak_hours_std
rolling_milp,1,720.0,0.0,899.7472525000339,0.0,123335.41842300013,0.0,93255.30133963133,0.0,211.0535239999994,0.0,29869.06355936869,0.0,0.0017112158591472474,0.0,0.7561112819984618,0.0,16884.28191999995,0.0,1774657.5241068786,0.0,1503443.8069520134,0.0,3294985.612978892,0.0,16.121805252406435,0.0,190.0,0.0,17.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0
