epoch,train_loss,train_mae,train_rmse,validation_loss,validation_mae,validation_rmse,best_validation_mae,epochs_without_improvement
1,0.7003953977318232,0.7495607019170042,1.0185399907645463,0.7621530615019075,0.7829000617751332,1.059036661008666,0.7829000617751332,0
2,0.6612425227397181,0.7270746152508155,0.9897864284212564,0.8056388997162381,0.8003734279544706,1.0903890565171424,0.7829000617751332,1
3,0.5982100938267896,0.6938923705296545,0.9414066890287575,0.841551036150618,0.8216390838989586,1.1126521634629252,0.7829000617751332,2
4,0.4987486013637975,0.6361706002420224,0.8596360720833826,0.9360129376873374,0.8610421426494663,1.172501659650599,0.7829000617751332,3
5,0.40247867182998237,0.5747854481112847,0.7722135176759881,1.006355728897633,0.9002412490230235,1.215403742184722,0.7829000617751332,4
6,0.33057137591571645,0.5244916187007691,0.6998384249899934,1.1075105537575753,0.937137576571221,1.2754332185814077,0.7829000617751332,5
7,0.2537991621444378,0.46136903053790224,0.6132204337745554,1.1507893998006529,0.9434166062610945,1.2995438242576256,0.7829000617751332,6
8,0.20567298842034318,0.41619180293503494,0.5520009713395491,1.1220989463229973,0.942544530049478,1.284542392386219,0.7829000617751332,7
9,0.19682348077300146,0.4053893553489067,0.5399960121850986,1.1061171364942284,0.9304232116673345,1.2750229574755152,0.7829000617751332,8
