algorithm,model_seed,test_seed,episode_hours,decision_count,episode_wall_time_s,total_cost_eur,vented_t,stored_t
iterative_action_q_g60_p4,1,9000031,720,411,3.1956542748957872,1913989.8271122896,0.0,122674.91620391243
iterative_action_q_g60_p4,1,9000032,720,397,1.9540039338171482,1701578.6798627474,0.0,98686.31701822206
iterative_action_q_g60_p4,1,9000033,720,455,2.7514571230858564,1787819.2690444763,0.0,114626.8045058215
iterative_action_q_g60_p4,1,9000034,720,410,2.536702412646264,1742615.9803595634,0.0,109397.9911372567
iterative_action_q_g60_p4,1,9000035,720,449,2.88677273504436,1684131.0526104178,0.0,113402.99275560056
iterative_action_q_g60_p4,1,9000036,720,420,2.8215585430152714,1917131.8168060558,2157.905707659641,107663.37248416228
iterative_action_q_g60_p4,1,9000037,720,411,1.9167969389818609,1817902.9774757095,0.0,114809.2065911876
iterative_action_q_g60_p4,1,9000038,720,355,2.713498195633292,1906086.6872271355,514.510270534282,118911.23122101344
iterative_action_q_g60_p4,1,9000039,720,540,3.363668914884329,1803361.8497313927,0.0,114636.42845931611
iterative_action_q_g60_p4,1,9000040,720,498,3.0079484209418297,1773039.1559607543,0.0,109655.3933369713
iterative_action_q_g60_p4,1,9000041,720,378,2.8112620869651437,1858400.1193098193,0.0,109328.3971739621
iterative_action_q_g60_p4,1,9000042,720,454,2.6543059768155217,1719691.7271486518,0.0,107084.10356355274
iterative_action_q_g60_p4,1,9000043,720,375,2.1359810400754213,1807804.0395392203,0.0,107716.84944906723
iterative_action_q_g60_p4,1,9000044,720,479,2.156444420106709,1798978.2122311871,0.0,117743.25100045903
iterative_action_q_g60_p4,1,9000045,720,430,2.7812421708367765,1787149.5663100497,0.0,112068.90209470643
iterative_action_q_g60_p4,1,9000046,720,520,2.6958258217200637,1806504.875942822,0.0,122214.73075544147
iterative_action_q_g60_p4,1,9000047,720,462,3.1688841809518635,1815114.7430251793,0.0,122413.50490706132
iterative_action_q_g60_p4,1,9000048,720,406,2.616069118026644,2143095.4668572578,3552.1671980236542,111540.29234147504
iterative_action_q_g60_p4,1,9000049,720,542,3.0994610730558634,1646645.649287363,0.0,107056.51660348156
iterative_action_q_g60_p4,1,9000050,720,422,3.024337586015463,1997561.653253193,2003.2358937162194,114019.91203738075
iterative_action_q_g60_p4,1,9000051,720,410,3.281978781335056,1883085.4862353462,0.0,116278.04803204448
iterative_action_q_g60_p4,1,9000052,720,443,2.637970802374184,1834350.086154717,0.0,116204.93016440661
iterative_action_q_g60_p4,1,9000053,720,496,3.3443267378024757,1727581.1498821224,0.0,104273.67897066643
iterative_action_q_g60_p4,1,9000054,720,359,3.0453534428961575,2014621.821250335,1235.3349728375274,109328.53514834373
iterative_action_q_g60_p4,1,9000055,720,504,3.113818075042218,2226125.3638115805,6436.461695952713,100176.09390371655
iterative_action_q_g60_p4,1,9000056,720,376,2.772341714706272,1861122.0864683636,0.0,111771.44199660774
iterative_action_q_g60_p4,1,9000057,720,485,2.463660500012338,1884409.2891991504,2228.345598905893,108805.27724076135
iterative_action_q_g60_p4,1,9000058,720,392,2.6066824072040617,1791318.6389287112,467.6915370382694,111003.32126638574
iterative_action_q_g60_p4,1,9000059,720,470,2.938354780897498,1759486.2329443833,0.0,112238.13566956352
iterative_action_q_g60_p4,1,9000060,720,400,2.3961566439829767,2020181.989088728,3463.441126195866,106560.76828479754
