algorithm,model_seed,test_seed,episode_hours,decision_count,episode_wall_time_s,total_cost_eur,vented_t,stored_t
ppo_hourly,0,9000031,720,720,1.2933398028835654,6972542.421672701,66872.45921971012,41147.24381633658
ppo_hourly,0,9000032,720,720,1.1187767260707915,5139879.288395717,43293.452888780404,37097.18802602362
ppo_hourly,0,9000033,720,720,1.09298484493047,6178055.671810435,56701.59809581609,31461.955144770032
ppo_hourly,0,9000034,720,720,1.2249732320196927,4710278.051379148,36875.00669046229,42074.03409793127
ppo_hourly,0,9000035,720,720,1.2884545680135489,5419592.361462044,46864.30199912623,43841.47619192415
ppo_hourly,0,9000036,720,720,1.3752980758436024,5649009.603691991,49632.20740743282,33402.79302466765
ppo_hourly,0,9000037,720,720,1.0853144442662597,6065474.474213838,55013.13903966712,35709.20659118793
ppo_hourly,0,9000038,720,720,1.298263139091432,6184253.660001736,56579.5486342088,38919.72589524438
ppo_hourly,0,9000039,720,720,1.1366553860716522,6950889.56240636,67597.99847404205,20477.585719731378
ppo_hourly,0,9000040,720,720,1.1885956986807287,6200609.9989056755,56828.56858100152,39882.22470033502
ppo_hourly,0,9000041,720,720,1.3228459847159684,5766182.872370005,51229.92029673541,40689.90806941569
ppo_hourly,0,9000042,720,720,1.136348542291671,5982500.606999046,54206.7228684509,25479.8499475495
ppo_hourly,0,9000043,720,720,1.0831510317511857,5249091.597083684,43914.03022278897,36508.87624527475
ppo_hourly,0,9000044,720,720,1.034098339267075,6256089.576404129,56904.743190000736,30231.28342453604
ppo_hourly,0,9000045,720,720,1.1594154369086027,5781703.493475839,50882.66258478075,37775.727377728246
ppo_hourly,0,9000046,720,720,1.1181738558225334,5915188.007837086,52045.820666639884,42526.99008221402
ppo_hourly,0,9000047,720,720,1.2666619820520282,6679548.212073898,63100.19807915548,38042.5967384005
ppo_hourly,0,9000048,720,720,1.1943725626915693,6297296.215077233,57911.62118836664,34824.76731388538
ppo_hourly,0,9000049,720,720,1.3339902027510107,5231782.171473533,43951.70145674047,41686.395073582375
ppo_hourly,0,9000050,720,720,1.4255060628056526,5931755.585620446,52501.51222280221,40850.36415324245
ppo_hourly,0,9000051,720,720,1.5341062787920237,6152150.041839471,55283.91917061224,37178.04803204444
ppo_hourly,0,9000052,720,720,1.1072892104275525,6785221.755597274,64276.65513785247,34504.9301644068
ppo_hourly,0,9000053,720,720,1.5217161159962416,5191200.0507631125,43924.406379953885,46624.31142051368
ppo_hourly,0,9000054,720,720,1.414668345823884,7346064.153349529,71976.99430686032,34970.88424947431
ppo_hourly,0,9000055,720,720,1.2721899766474962,6575965.480422153,62314.20745306551,33056.8860064934
ppo_hourly,0,9000056,720,720,1.2670618002302945,5891536.2621737905,52592.69332070119,41322.91696324353
ppo_hourly,0,9000057,720,720,1.114713761024177,5385160.221487473,46045.330400558436,51263.48814330746
ppo_hourly,0,9000058,720,720,1.1553565431386232,5621626.301548267,49169.892623693544,35546.935130038364
ppo_hourly,0,9000059,720,720,1.1835942976176739,5722653.3991713,50282.867427695724,34349.14674811274
ppo_hourly,0,9000060,720,720,1.1815153397619724,5233306.278597445,43506.75607517566,39891.672027333785
