algorithm,model_seed,test_seed,episode_hours,decision_count,episode_wall_time_s,total_cost_eur,vented_t,stored_t
ppo_hourly,2,9000031,720,720,1.5639676116406918,6056988.286690486,54654.79552542309,53170.89188286137
ppo_hourly,2,9000032,720,720,1.0843134098686278,5192257.975789768,44724.38483504191,41593.42078239283
ppo_hourly,2,9000033,720,720,1.4044515830464661,5104132.093107736,42975.92872386363,55104.66851254193
ppo_hourly,2,9000034,720,720,1.2444245535880327,4988990.121916136,41502.74131131169,54374.0340979313
ppo_hourly,2,9000035,720,720,1.2227570093236864,5458799.914485553,47758.41567715158,43685.56940329905
ppo_hourly,2,9000036,720,720,1.4409471959806979,5671713.848574384,50400.38439084733,48659.72523406843
ppo_hourly,2,9000037,720,720,1.1181248468346894,5628260.080715502,49824.98033007731,46990.02850899623
ppo_hourly,2,9000038,720,720,1.2518481728620827,6366958.402058382,59376.35101471606,34372.635540558935
ppo_hourly,2,9000039,720,720,1.5115386261604726,5741519.701170684,50993.53611283254,44331.86268480135
ppo_hourly,2,9000040,720,720,1.345809848047793,5218201.522077248,43591.76512992655,51074.86778410884
ppo_hourly,2,9000041,720,720,1.3159568943083286,6003105.112416886,54649.64740253819,33378.50885648397
ppo_hourly,2,9000042,720,720,1.140148282982409,5358085.140568278,46471.677990278025,39667.20858638387
ppo_hourly,2,9000043,720,720,1.1701709600165486,5053481.961165546,42164.583662523866,51439.69709173874
ppo_hourly,2,9000044,720,720,1.1363108833320439,6500100.410037733,60741.73053438672,32631.283424536054
ppo_hourly,2,9000045,720,720,1.3559079198166728,5206620.84026167,44061.35683153476,53298.377476185604
ppo_hourly,2,9000046,720,720,1.2329187979921699,5645967.233314361,49206.16599978339,62290.17331592486
ppo_hourly,2,9000047,720,720,1.4824506719596684,5984429.356465658,54946.52108892577,50898.76112196217
ppo_hourly,2,9000048,720,720,1.2763662771321833,6526837.7006936865,61211.05404318554,44807.280820941916
ppo_hourly,2,9000049,720,720,1.382616925984621,4976301.268510433,41118.39734402443,46786.39507358237
ppo_hourly,2,9000050,720,720,1.6009781379252672,5427243.399864575,46096.98495309402,53759.934603569454
ppo_hourly,2,9000051,720,720,1.75135427294299,4941564.162098394,39131.427191113406,59127.98265630891
ppo_hourly,2,9000052,720,720,1.2330395099706948,5728877.741343665,50715.08807742459,49817.2589315302
ppo_hourly,2,9000053,720,720,1.581750487908721,5086350.647957808,42537.51418859379,44998.001336863126
ppo_hourly,2,9000054,720,720,1.3052783170714974,7547409.592552453,74865.85823809862,31740.40944397126
ppo_hourly,2,9000055,720,720,1.696532130241394,4903890.823198868,39303.51998328026,60326.963507876324
ppo_hourly,2,9000056,720,720,1.5332247079350054,5278811.63730697,43961.2501766119,51223.59993151607
ppo_hourly,2,9000057,720,720,1.18824889883399,5410760.953269967,46657.06564131608,41962.56306719065
ppo_hourly,2,9000058,720,720,1.4460122799500823,4813654.451172398,38400.388811821766,45296.49501599386
ppo_hourly,2,9000059,720,720,1.4702855781652033,5058690.67092078,42007.90414554192,55313.291901599594
ppo_hourly,2,9000060,720,720,1.1002201889641583,6027795.187525278,54892.940490492714,37087.73698189651
