horizon_hours,storage_target_rate,elapsed_hours,captured_t,stored_t,vented_t,in_transit_t,in_transit_growth_t,emitter_inventory_t,vessel_inventory_t,terminal_inventory_t,loss_rate,storage_rate,annual_storage_gap_t,vessel_fuel,conditioning,reconditioning,loading,unloading,operating_cost,vent_penalty,storage_shortfall_penalty,total_cost,net,cost_per_stored_t,total_cost_per_stored_t,vessel_sailing_hours,vessel_waiting_hours,vessel_loading_hours,vessel_unloading_hours,loaded_t,unloaded_t,throttle_hours,well_switch_count,berth_wait_vessel_hours,pressure_risk_hours,min_pressure_margin_fraction,longest_venting_streak_hours,total_reward,controller,seed,wall_clock_seconds,controller_decision_calls,simulator_step_calls,simulator_simulated_hours,simulator_hour_steps,episode_operating_cost,episode_total_cost,terminal_cleanup_operating_cost,terminal_cleanup_included,evaluation_role,online_comparable,run_status,error_type,error_message,executed_action_count
720.0,0.9,720.0,126854.31280836993,86064.58738799115,16084.771339397339,36277.410787623056,24704.954080981526,14967.740393513533,21309.670394109526,0.0,0.12679719737787312,0.6784521982946138,28104.294139541787,497752.860000008,818041.4015619858,35286.48082907635,3193.1859057135066,2542.708216933316,1631865.103068878,1286781.7071517867,0.0,2918646.810220665,-2643598.343665504,18.960935648389302,33.912284933906655,1199.0000000000193,726.114900792494,130.7610936000617,104.12400560742493,104608.87488004936,83299.20448593982,376,22,13,0,0.6510549955263878,57,-2643.5983436654997,fixed_assignment,9000056,1.6674796999996033,720,720,720.0,720.0,1356816.6365137172,2643598.343665504,275048.46655516076,True,online_controller,True,completed,,,720
