algorithm,model_seed,test_seed,episode_hours,decision_count,episode_wall_time_s,total_cost_eur,vented_t,stored_t
ppo_high_level,1,9000031,720,173,1.4696639110334218,3065609.4762266707,14843.896739802149,99219.35595694103
ppo_high_level,1,9000032,720,250,0.7786369463428855,1836914.3198723174,0.0,100224.12866529285
ppo_high_level,1,9000033,720,194,1.2416249220259488,2056166.253081227,2040.1334009002321,112635.01450550061
ppo_high_level,1,9000034,720,261,1.1499688122421503,2270641.100795126,5539.838756993525,102166.58036834125
ppo_high_level,1,9000035,720,219,1.3783188653178513,1824863.512611527,0.0,108895.76410321072
ppo_high_level,1,9000036,720,174,1.5004996582865715,1958481.8461314777,1101.9782303621541,108249.20535117111
ppo_high_level,1,9000037,720,210,0.7150644930079579,1905497.5174746625,0.0,114809.20659118792
ppo_high_level,1,9000038,720,196,1.5424686488695443,1928971.855961028,0.0,121218.15276726666
ppo_high_level,1,9000039,720,216,1.5727403983473778,1913789.0897297692,0.0,113350.64508046194
ppo_high_level,1,9000040,720,227,1.4235739610157907,2272946.938574762,5130.36744541261,107182.22470033498
ppo_high_level,1,9000041,720,178,1.4602750320918858,2092939.0502311874,2801.7784519517795,105778.50885648395
ppo_high_level,1,9000042,720,228,1.2473919629119337,2076023.1564382366,2775.0144060180846,102452.8831632428
ppo_high_level,1,9000043,720,187,0.9784029223956168,1921137.259541887,0.0,106823.52997415984
ppo_high_level,1,9000044,720,252,0.7349670329131186,2244934.298615921,4053.7997890890047,108231.28342453604
ppo_high_level,1,9000045,720,191,1.2670070538297296,2012225.1074863784,1054.612306754216,110216.58619498927
ppo_high_level,1,9000046,720,218,1.1074212342500687,2008262.9159456168,0.0,117249.00802815215
ppo_high_level,1,9000047,720,203,1.590866342652589,2082479.0333051132,1650.129171866891,117322.71070420364
ppo_high_level,1,9000048,720,208,1.089584925211966,3541111.2352666347,21913.17134617321,91878.98628887202
ppo_high_level,1,9000049,720,245,1.4264301448129117,1867084.9892870537,0.0,109286.39507358232
ppo_high_level,1,9000050,720,189,1.7741311648860574,2114371.024773678,2080.65791034273,117106.31139975214
ppo_high_level,1,9000051,720,208,1.9438994731754065,2001786.561268845,566.9411563435615,117543.90586528451
ppo_high_level,1,9000052,720,216,1.0221567419357598,2314955.152715472,5909.037666293739,114776.81852687357
ppo_high_level,1,9000053,720,202,1.7750457008369267,1818081.669882484,0.0,105685.19796623576
ppo_high_level,1,9000054,720,169,1.7992881457321346,2578815.7620259356,7569.01913326762,108208.59920637972
ppo_high_level,1,9000055,720,193,1.5714531261473894,2019741.997222029,901.1327503953185,107556.88600649338
ppo_high_level,1,9000056,720,177,1.462963068857789,2482551.8894155994,7160.799355583105,101688.49883211595
ppo_high_level,1,9000057,720,216,0.9013969129882753,1902166.6182910674,930.2502996769728,109604.11557860603
ppo_high_level,1,9000058,720,187,1.2381829391233623,1847036.0698831105,0.0,111878.58565150174
ppo_high_level,1,9000059,720,209,1.3063103733584285,2275650.2595392237,5339.697298566938,104844.09136723343
ppo_high_level,1,9000060,720,190,1.0376479029655457,2644030.615668717,10142.729647095788,98563.30205181081
