controller,model_seed,test_seed,horizon_hours,scenario_hours,event_count,override_events,episode_wall_time_s,episode_total_cost_eur,terminal_cleanup_operating_cost_eur,total_cost_eur,normalized_cost_eur_per_720h,captured_t,stored_t,vented_t,normalized_vented_t_per_720h,storage_rate,unit_cost_eur_per_captured_t
iterative_q_direct,0,9000046,8760,8928,4835,143,276.6403643139638,25330613.907771315,211783.00727111552,25542396.91504243,2099375.088907597,1585781.4742947912,1505123.741002699,66629.81852099957,5476.423440082157,0.9491369179174189,16.10713539606794
iterative_q_direct,0,9000047,8760,8928,4891,140,327.74106405489147,23844984.72746682,191046.85467568072,24036031.582142502,1975564.2396281508,1594467.8944917,1532135.1159905999,45254.54962627337,3719.5520240772635,0.9609068462799176,15.074641305214202
iterative_q_direct,0,9000048,8760,8928,4435,138,306.88834922015667,23243562.693994306,239247.9484315659,23482810.642425872,1930094.0254048663,1582400.7805992449,1535588.455512666,36214.6169856918,2976.543861837682,0.9704168971220734,14.839989293694032
iterative_q_direct,0,9000049,8760,8928,4648,142,316.0110977469012,25240729.577791892,227615.99215252278,25468345.569944415,2093288.6769817327,1589194.9178221277,1504865.0341373715,65160.805112064576,5355.682611950513,0.9469354685576745,16.025941993853635
iterative_q_direct,0,9000050,8760,8928,4388,142,320.3257850622758,27038524.375954892,202280.31965452892,27240804.69560942,2238970.248954199,1591981.4895955909,1486455.5940211301,88498.46775580027,7273.846664860296,0.9337141189994191,17.111257180841573
