seed,stage,time_limit_s,wall_time_s,status,objective_value,best_bound,relative_gap,termination_reason,warm_start_requested,warm_start_accepted,total_variables,initialized_variables,missing_variable_count,bound_violation_count,integrality_violation_count,total_constraints,evaluated_constraints,partial_constraint_count,violated_constraint_count,max_constraint_violation,top_violations
9000051,mip_start_audit,,,,,,,,,,138343,103783,34560,0,0,243794,181118,62676,2,4.934703019898734e-05,"[{""constraint"": ""_C243589"", ""residual"": 4.934703019898734e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_celsio"", ""tail_topup_northern_pathfinder_celsio"", ""tail_shipped_northern_phoenix_celsio"", ""tail_topup_northern_phoenix_celsio"", ""tail_shipped_northern_pioneer_celsio"", ""tail_topup_northern_pioneer_celsio"", ""source_stock_celsio_720""], ""violation"": 4.934703019898734e-05}, {""constraint"": ""_C243590"", ""residual"": -1.2197149771964177e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_720""], ""violation"": 1.2197149771964177e-05}]"
9000052,weighted,18000.0,18017.361626311205,Integer Feasible,2247524.964631711,-193852.07307,1.0862513547660484,"Time limit exceeded, integer feasible",True,True,,,,,,,,,,,
9000052,mip_start_audit,,,,,,,,,,138343,103783,34560,0,0,243958,181282,62676,1,5.16557975061005e-06,"[{""constraint"": ""_C243753"", ""residual"": 5.16557975061005e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_celsio"", ""tail_topup_northern_pathfinder_celsio"", ""tail_shipped_northern_phoenix_celsio"", ""tail_topup_northern_phoenix_celsio"", ""tail_shipped_northern_pioneer_celsio"", ""tail_topup_northern_pioneer_celsio"", ""source_stock_celsio_720""], ""violation"": 5.16557975061005e-06}]"
9000053,weighted,18000.0,18017.59935644595,Integer Feasible,1896455.7981853208,-194285.52,1.1024466376626905,"Time limit exceeded, integer feasible",True,True,,,,,,,,,,,
9000053,mip_start_audit,,,,,,,,,,138343,103783,34560,0,0,243914,181238,62676,2,3.1273195418179967e-05,"[{""constraint"": ""_C243710"", ""residual"": 3.1273195418179967e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_720""], ""violation"": 3.1273195418179967e-05}, {""constraint"": ""_C243709"", ""residual"": 7.5708985605160706e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_celsio"", ""tail_topup_northern_pathfinder_celsio"", ""tail_shipped_northern_phoenix_celsio"", ""tail_topup_northern_phoenix_celsio"", ""tail_shipped_northern_pioneer_celsio"", ""tail_topup_northern_pioneer_celsio"", ""source_stock_celsio_720""], ""violation"": 7.5708985605160706e-06}]"
9000054,weighted,18000.0,18015.35673398385,Integer Feasible,3352607.098522702,-194285.52,1.057950578248674,"Time limit exceeded, integer feasible",True,True,,,,,,,,,,,
9000054,mip_start_audit,,,,,,,,,,138343,103783,34560,0,0,243894,181218,62676,1,2.7275935281068087e-05,"[{""constraint"": ""_C243690"", ""residual"": -2.7275935281068087e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_720""], ""violation"": 2.7275935281068087e-05}]"
9000055,weighted,18000.0,18015.66421737196,Integer Feasible,2379682.168790795,1606609.512,0.3248638271654663,"Time limit exceeded, integer feasible",True,True,,,,,,,,,,,
9000055,mip_start_audit,,,,,,,,,,138343,103783,34560,0,0,243794,181118,62676,2,6.03770422458183e-06,"[{""constraint"": ""_C243590"", ""residual"": 6.03770422458183e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_720""], ""violation"": 6.03770422458183e-06}, {""constraint"": ""_C243588"", ""residual"": 3.3220012483070605e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_720""], ""violation"": 3.3220012483070605e-06}]"
9000056,weighted,18000.0,18017.04555922607,Integer Feasible,2271381.0938156573,1627218.8594,0.2835993643556922,"Time limit exceeded, integer feasible",True,True,,,,,,,,,,,
9000056,mip_start_audit,,,,,,,,,,138343,103783,34560,0,0,243886,181210,62676,2,4.2404177293065004e-05,"[{""constraint"": ""_C243680"", ""residual"": 4.2404177293065004e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_720""], ""violation"": 4.2404177293065004e-05}, {""constraint"": ""_C243681"", ""residual"": 5.890475222258829e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_celsio"", ""tail_topup_northern_pathfinder_celsio"", ""tail_shipped_northern_phoenix_celsio"", ""tail_topup_northern_phoenix_celsio"", ""tail_shipped_northern_pioneer_celsio"", ""tail_topup_northern_pioneer_celsio"", ""source_stock_celsio_720""], ""violation"": 5.890475222258829e-06}]"
9000057,weighted,18000.0,18015.393516378943,Integer Feasible,2380858.3660164173,1542668.5073,0.3520536419471487,"Time limit exceeded, integer feasible",True,True,,,,,,,,,,,
9000057,mip_start_audit,,,,,,,,,,138343,103783,34560,0,0,243958,181282,62676,1,1.9647545286716195e-05,"[{""constraint"": ""_C243754"", ""residual"": 1.9647545286716195e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_720""], ""violation"": 1.9647545286716195e-05}]"
9000058,weighted,18000.0,18017.244178405963,Integer Feasible,2172493.48185491,1589871.7011,0.2681811409889516,"Time limit exceeded, integer feasible",True,True,,,,,,,,,,,
9000058,mip_start_audit,,,,,,,,,,138343,103783,34560,0,0,243902,181226,62676,2,3.215099422959611e-05,"[{""constraint"": ""_C243696"", ""residual"": -3.215099422959611e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_720""], ""violation"": 3.215099422959611e-05}, {""constraint"": ""_C243698"", ""residual"": 4.735302127301111e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_720""], ""violation"": 4.735302127301111e-06}]"
9000059,weighted,18000.0,18016.535144976806,Integer Feasible,2212831.209493321,1590175.2067,0.2813843189313533,"Time limit exceeded, integer feasible",True,True,,,,,,,,,,,
9000059,mip_start_audit,,,,,,,,,,138343,103783,34560,0,0,243894,181218,62676,2,4.9500586101203226e-05,"[{""constraint"": ""_C243690"", ""residual"": 4.9500586101203226e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_720""], ""violation"": 4.9500586101203226e-05}, {""constraint"": ""_C243688"", ""residual"": -4.846733008889714e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_720""], ""violation"": 4.846733008889714e-05}]"
9000060,weighted,18000.0,18015.407170984894,Integer Feasible,2521676.1576234107,1549161.0434,0.38566217604245073,"Time limit exceeded, integer feasible",True,True,,,,,,,,,,,
9000060,mip_start_audit,,,,,,,,,,138343,103783,34560,0,0,243958,181282,62676,2,4.21790255131782e-05,"[{""constraint"": ""_C243754"", ""residual"": 4.21790255131782e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_720""], ""violation"": 4.21790255131782e-05}, {""constraint"": ""_C243752"", ""residual"": 3.0126529964036308e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_720""], ""violation"": 3.0126529964036308e-05}]"
