seed,controller,scenario_signature,solve_time_s,horizon_hours,storage_target_rate,elapsed_hours,captured_t,stored_t,vented_t,in_transit_t,in_transit_growth_t,loss_rate,storage_rate,annual_storage_gap_t,operating_cost,vent_penalty,storage_shortfall_penalty,total_cost,net,cost_per_stored_t,throttle_hours,well_switch_count,berth_wait_vessel_hours,pressure_risk_hours,min_pressure_margin_fraction,longest_venting_streak_hours,total_reward
1,rolling_milp,c52b94e5c623,12.021626900008414,720.0,0.9,720.0,100800.0,55262.92034999988,12300.0,33237.07965,33237.07965,0.12202380952380952,0.548243257440475,35457.07965000012,876994.5003435047,984000.0,3545707.9650000124,5406702.465343517,-5406702.465343517,15.869492505810122,373,21,14,0,0.994473707965,49,-5406.702465343514
