controller,episodes,elapsed_hours_mean,elapsed_hours_std,solve_time_s_mean,solve_time_s_std,captured_t_mean,captured_t_std,stored_t_mean,stored_t_std,vented_t_mean,vented_t_std,in_transit_growth_t_mean,in_transit_growth_t_std,loss_rate_mean,loss_rate_std,storage_rate_mean,storage_rate_std,vent_penalty_mean,vent_penalty_std,storage_shortfall_penalty_mean,storage_shortfall_penalty_std,operating_cost_mean,operating_cost_std,total_cost_mean,total_cost_std,cost_per_stored_t_mean,cost_per_stored_t_std,throttle_hours_mean,throttle_hours_std,well_switch_count_mean,well_switch_count_std,berth_wait_vessel_hours_mean,berth_wait_vessel_hours_std,pressure_risk_hours_mean,pressure_risk_hours_std,longest_venting_streak_hours_mean,longest_venting_streak_hours_std
rolling_milp,1,720.0,0.0,12.021626900008414,0.0,100800.0,0.0,55262.92034999988,0.0,12300.0,0.0,33237.07965,0.0,0.12202380952380952,0.0,0.548243257440475,0.0,984000.0,0.0,3545707.9650000124,0.0,876994.5003435047,0.0,5406702.465343517,0.0,15.869492505810122,0.0,373.0,0.0,21.0,0.0,14.0,0.0,0.0,0.0,49.0,0.0
