algorithm,model_seed,test_seed,episode_hours,decision_count,episode_wall_time_s,total_cost_eur,vented_t,stored_t
ppo_high_level,2,9000031,720,208,1.8771726321429014,2206038.129118938,2393.811400071094,113653.68072168586
ppo_high_level,2,9000032,720,181,0.7952423240058124,1838574.87986104,0.0,99529.19377536101
ppo_high_level,2,9000033,720,162,1.337841476779431,1933533.409044014,0.0,112635.01450550064
ppo_high_level,2,9000034,720,161,1.1905976990237832,1881272.7403627143,0.0,106215.58660934669
ppo_high_level,2,9000035,720,199,1.335513083729893,1932889.6811738345,1031.7357674337866,102156.34565900681
ppo_high_level,2,9000036,720,148,1.5817408435977995,1899802.004309935,0.0,113040.42685728424
ppo_high_level,2,9000037,720,155,0.4644737849012017,3519531.8194623943,23880.17788558827,80574.04677383623
ppo_high_level,2,9000038,720,176,1.3949706391431391,2772152.7521914295,11208.400014657118,101793.53238192074
ppo_high_level,2,9000039,720,153,1.5714388289488852,2014090.8426497735,1879.2406376007893,109075.95303428562
ppo_high_level,2,9000040,720,193,1.2339766062796116,2374540.175173278,5759.775581860223,99682.22470033483
ppo_high_level,2,9000041,720,142,1.4339454309083521,2227439.386630515,4602.160641354115,105253.4270692301
ppo_high_level,2,9000042,720,209,1.1735629877075553,2174895.2725487747,4171.179544540938,102928.98719036025
ppo_high_level,2,9000043,720,189,0.9409874160774052,2121171.374567199,3107.9358298633424,108108.87624527465
ppo_high_level,2,9000044,720,192,0.7624884797260165,2257338.1619892446,4562.550556949024,108231.28342453578
ppo_high_level,2,9000045,720,199,1.3617625418119133,1923730.6263115879,0.0,108916.15629962356
ppo_high_level,2,9000046,720,183,0.9983976199291646,1981278.8159431582,0.0,124033.73545424963
ppo_high_level,2,9000047,720,178,1.465281173121184,2329890.9043630753,5239.2938585329775,107124.97841286559
ppo_high_level,2,9000048,720,180,1.329221511259675,2311667.16489149,4941.9303731144955,108907.2808209419
ppo_high_level,2,9000049,720,216,1.4484338220208883,1892078.2401979356,336.95892788139264,106297.77169240497
ppo_high_level,2,9000050,720,179,1.6793822380714118,2092518.9177394712,2019.0724732101617,112378.89979324843
ppo_high_level,2,9000051,720,154,1.9750723810866475,1951168.4462344493,0.0,122614.19562112987
ppo_high_level,2,9000052,720,182,1.098425974138081,2462074.6458692374,6988.065781388737,110407.70287899612
ppo_high_level,2,9000053,720,212,1.6705495407804847,2031045.106210497,2315.6470193406803,99591.80237630247
ppo_high_level,2,9000054,720,173,1.8050339352339506,2655342.849077943,8948.82802814287,104539.91851042147
ppo_high_level,2,9000055,720,196,1.4464482120238245,2947807.4685331215,14555.323633285303,90884.40146060749
ppo_high_level,2,9000056,720,173,1.4872424430213869,2286309.7668308006,5170.963183306518,107489.79637075293
ppo_high_level,2,9000057,720,187,0.9380039013922215,1896069.7860675147,0.0,108462.5630671906
ppo_high_level,2,9000058,720,209,1.185254709329456,2075437.7779094079,1662.5524153711372,97746.93513003839
ppo_high_level,2,9000059,720,191,1.378681453410536,1940902.4129414358,0.0,106749.14674811265
ppo_high_level,2,9000060,720,199,1.0515155550092459,2514431.1487274277,8775.413197185533,101221.73756620956
