seed,state_hour,planning_horizon_h,status,solver_is_valid,execution_replay_is_valid,execution_replay_mismatches,model_replay_is_exact,model_replay_mismatches,solve_wall_s,replan_wall_s,best_bound,relative_gap,termination_reason,requested_mip_gap_rel,solver_threads,warm_start_accepted,mip_start_audit,warm_start_source,cplex_root_algorithm,warm_start_score,mpc_warm_start_score,shifted_warm_start_score,terminal_cleanup_cost,terminal_cleanup_headroom_risk,augmented_objective_value
9000032,600.0,168,Integer Feasible,True,True,,True,,301.9102686829865,310.20529416110367,485341.72997,0.06272929803665946,"Time limit exceeded, integer feasible",,4,True,"{""bound_violation_count"": 0, ""evaluated_constraints"": 42349, ""initialized_variables"": 23895, ""integrality_violation_count"": 0, ""max_constraint_violation"": 2.1757411559519824e-05, ""missing_variable_count"": 7664, ""partial_constraint_count"": 13927, ""top_violations"": [{""constraint"": ""_C56072"", ""residual"": -2.1757411559519824e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_168""], ""violation"": 2.1757411559519824e-05}, {""constraint"": ""_C56070"", ""residual"": 1.1916407402168261e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_168""], ""violation"": 1.1916407402168261e-05}], ""total_constraints"": 56276, ""total_variables"": 31559, ""violated_constraint_count"": 2}",greedy,automatic,"[521560.7571842262, 21586.430377127905]",,,170062.13910148095,0.0,517824.4971845745
9000032,624.0,168,Integer Feasible,True,True,,True,,302.02960433997214,310.42603190708905,460124.56022,0.08170784067757933,"Time limit exceeded, integer feasible",,4,True,"{""bound_violation_count"": 0, ""evaluated_constraints"": 42328, ""initialized_variables"": 23847, ""integrality_violation_count"": 0, ""max_constraint_violation"": 3.8796513763372786e-05, ""missing_variable_count"": 7616, ""partial_constraint_count"": 13840, ""top_violations"": [{""constraint"": ""_C55962"", ""residual"": -3.8796513763372786e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_168""], ""violation"": 3.8796513763372786e-05}, {""constraint"": ""_C55964"", ""residual"": 3.32908030031831e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_168""], ""violation"": 3.32908030031831e-05}], ""total_constraints"": 56168, ""total_variables"": 31463, ""violated_constraint_count"": 2}",greedy,automatic,"[503556.3838454054, 19445.80211462621]",,,207075.5127767578,0.0,501065.54384555743
9000032,648.0,168,Optimal,True,True,,True,,5.366147415712476,14.519053114112467,544776.2893541333,0.0,Integer optimal solution,,4,True,"{""bound_violation_count"": 0, ""evaluated_constraints"": 42496, ""initialized_variables"": 24231, ""integrality_violation_count"": 0, ""max_constraint_violation"": 1.9626231733127497e-05, ""missing_variable_count"": 8000, ""partial_constraint_count"": 14536, ""top_violations"": [{""constraint"": ""_C56826"", ""residual"": -1.9626231733127497e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_168""], ""violation"": 1.9626231733127497e-05}, {""constraint"": ""_C56828"", ""residual"": -4.579243977786973e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_168""], ""violation"": 4.579243977786973e-06}], ""total_constraints"": 57032, ""total_variables"": 32231, ""violated_constraint_count"": 2}",greedy,automatic,"[544776.2893534066, 19348.23706555212]",,,197027.677724722,0.0,544776.2893541333
9000032,672.0,168,Integer Feasible,True,True,,True,,302.0427320199087,311.57449156884104,494542.17584000004,0.09493078865355613,"Time limit exceeded, integer feasible",,4,True,"{""bound_violation_count"": 0, ""evaluated_constraints"": 42118, ""initialized_variables"": 23367, ""integrality_violation_count"": 0, ""max_constraint_violation"": 3.8395170577132376e-05, ""missing_variable_count"": 7136, ""partial_constraint_count"": 12970, ""top_violations"": [{""constraint"": ""_C54882"", ""residual"": 3.8395170577132376e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_168""], ""violation"": 3.8395170577132376e-05}, {""constraint"": ""_C54884"", ""residual"": 3.081370778090786e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_168""], ""violation"": 3.081370778090786e-06}], ""total_constraints"": 55088, ""total_variables"": 30503, ""violated_constraint_count"": 2}",greedy,automatic,"[547243.9350456321, 18826.532575691956]",,,166051.7297903435,0.0,546413.655044441
9000032,696.0,168,Integer Feasible,True,True,,True,,302.6960912682116,312.3219082346186,471108.49243,0.11284100406571032,"Time limit exceeded, integer feasible",,4,True,"{""bound_violation_count"": 0, ""evaluated_constraints"": 42412, ""initialized_variables"": 24039, ""integrality_violation_count"": 0, ""max_constraint_violation"": 2.508337342987943e-05, ""missing_variable_count"": 7808, ""partial_constraint_count"": 14188, ""top_violations"": [{""constraint"": ""_C56394"", ""residual"": -2.508337342987943e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_168""], ""violation"": 2.508337342987943e-05}, {""constraint"": ""_C56395"", ""residual"": 3.2145829891305766e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_celsio"", ""tail_topup_northern_pathfinder_celsio"", ""tail_shipped_northern_phoenix_celsio"", ""tail_topup_northern_phoenix_celsio"", ""tail_shipped_northern_pioneer_celsio"", ""tail_topup_northern_pioneer_celsio"", ""source_stock_celsio_168""], ""violation"": 3.2145829891305766e-06}], ""total_constraints"": 56600, ""total_variables"": 31847, ""violated_constraint_count"": 2}",greedy,automatic,"[531030.5081596416, 22671.586059459736]",,,127562.71378345045,0.0,531030.5081603368
9000033,0.0,168,Integer Feasible,True,True,,True,,301.9855880779214,305.3550881613046,477263.12068,0.12202686320082351,"Time limit exceeded, integer feasible",,4,True,"{""bound_violation_count"": 0, ""evaluated_constraints"": 42476, ""initialized_variables"": 24295, ""integrality_violation_count"": 0, ""max_constraint_violation"": 2.4351818410650594e-05, ""missing_variable_count"": 8064, ""partial_constraint_count"": 14652, ""top_violations"": [{""constraint"": ""_C56923"", ""residual"": -2.4351818410650594e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_celsio"", ""tail_topup_northern_pathfinder_celsio"", ""tail_shipped_northern_phoenix_celsio"", ""tail_topup_northern_phoenix_celsio"", ""tail_shipped_northern_pioneer_celsio"", ""tail_topup_northern_pioneer_celsio"", ""source_stock_celsio_168""], ""violation"": 2.4351818410650594e-05}, {""constraint"": ""_C56922"", ""residual"": -3.328787045120407e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_168""], ""violation"": 3.328787045120407e-06}, {""constraint"": ""_C56924"", ""residual"": -2.1013092919019982e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_168""], ""violation"": 2.1013092919019982e-06}], ""total_constraints"": 57128, ""total_variables"": 32359, ""violated_constraint_count"": 3}",greedy,barrier,"[544841.9159237428, 31620.162099781915]",,,248262.4124773649,0.0,543596.4959246435
9000033,24.0,168,Integer Feasible,True,True,,True,,301.8736653183587,305.22821700340137,426935.12883999996,0.17037075283819192,"Time limit exceeded, integer feasible",,4,True,"{""bound_violation_count"": 0, ""evaluated_constraints"": 42126, ""initialized_variables"": 23495, ""integrality_violation_count"": 0, ""max_constraint_violation"": 3.357410560056451e-05, ""missing_variable_count"": 7264, ""partial_constraint_count"": 13202, ""top_violations"": [{""constraint"": ""_C55123"", ""residual"": 3.357410560056451e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_celsio"", ""tail_topup_northern_pathfinder_celsio"", ""tail_shipped_northern_phoenix_celsio"", ""tail_topup_northern_phoenix_celsio"", ""tail_shipped_northern_pioneer_celsio"", ""tail_topup_northern_pioneer_celsio"", ""source_stock_celsio_168""], ""violation"": 3.357410560056451e-05}, {""constraint"": ""_C55122"", ""residual"": -3.295909459666291e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_168""], ""violation"": 3.295909459666291e-05}, {""constraint"": ""_C55124"", ""residual"": 3.874227331834845e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_168""], ""violation"": 3.874227331834845e-06}], ""total_constraints"": 55328, ""total_variables"": 30759, ""violated_constraint_count"": 3}",greedy,automatic,"[516685.2443244296, 29775.126624140903]",,,261401.75948798083,0.0,514609.54432423954
9000033,48.0,168,Integer Feasible,True,True,,True,,302.381058590021,305.7951076775789,448652.4989,0.13948609427119377,"Time limit exceeded, integer feasible",,4,True,"{""bound_violation_count"": 0, ""evaluated_constraints"": 42294, ""initialized_variables"": 23879, ""integrality_violation_count"": 0, ""max_constraint_violation"": 4.181442636763677e-05, ""missing_variable_count"": 7648, ""partial_constraint_count"": 13898, ""top_violations"": [{""constraint"": ""_C55988"", ""residual"": 4.181442636763677e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_168""], ""violation"": 4.181442636763677e-05}, {""constraint"": ""_C55987"", ""residual"": -1.0791457498271484e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_celsio"", ""tail_topup_northern_pathfinder_celsio"", ""tail_shipped_northern_phoenix_celsio"", ""tail_topup_northern_phoenix_celsio"", ""tail_shipped_northern_pioneer_celsio"", ""tail_topup_northern_pioneer_celsio"", ""source_stock_celsio_168""], ""violation"": 1.0791457498271484e-05}, {""constraint"": ""_C55986"", ""residual"": 6.698636980217998e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_168""], ""violation"": 6.698636980217998e-06}], ""total_constraints"": 56192, ""total_variables"": 31527, ""violated_constraint_count"": 3}",greedy,automatic,"[523868.23543099244, 27004.613044982667]",,,291046.70947032707,0.0,521377.39542978903
9000033,72.0,168,Integer Feasible,True,True,,True,,301.94130754005164,305.3989177038893,457281.88070000004,0.12458534624685115,"Time limit exceeded, integer feasible",,4,True,"{""bound_violation_count"": 0, ""evaluated_constraints"": 42462, ""initialized_variables"": 24263, ""integrality_violation_count"": 0, ""max_constraint_violation"": 2.9992818781465758e-05, ""missing_variable_count"": 8032, ""partial_constraint_count"": 14594, ""top_violations"": [{""constraint"": ""_C56852"", ""residual"": -2.9992818781465758e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_168""], ""violation"": 2.9992818781465758e-05}, {""constraint"": ""_C56851"", ""residual"": -2.7208271603740286e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_celsio"", ""tail_topup_northern_pathfinder_celsio"", ""tail_shipped_northern_phoenix_celsio"", ""tail_topup_northern_phoenix_celsio"", ""tail_shipped_northern_pioneer_celsio"", ""tail_topup_northern_pioneer_celsio"", ""source_stock_celsio_168""], ""violation"": 2.7208271603740286e-05}, {""constraint"": ""_C56850"", ""residual"": -1.131424869527109e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_168""], ""violation"": 1.131424869527109e-05}], ""total_constraints"": 57056, ""total_variables"": 32295, ""violated_constraint_count"": 3}",greedy,automatic,"[532738.8223200036, 23686.81807567051]",,,314568.10084038094,0.0,522360.32232211786
9000033,96.0,168,Integer Feasible,True,True,,True,,301.8856289102696,305.3935288931243,487168.04391,0.14392503587088498,"Time limit exceeded, integer feasible",,4,True,"{""bound_violation_count"": 0, ""evaluated_constraints"": 42056, ""initialized_variables"": 23335, ""integrality_violation_count"": 0, ""max_constraint_violation"": 2.4083755306492094e-05, ""missing_variable_count"": 7104, ""partial_constraint_count"": 12912, ""top_violations"": [{""constraint"": ""_C54763"", ""residual"": 2.4083755306492094e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_celsio"", ""tail_topup_northern_pathfinder_celsio"", ""tail_shipped_northern_phoenix_celsio"", ""tail_topup_northern_phoenix_celsio"", ""tail_shipped_northern_pioneer_celsio"", ""tail_topup_northern_pioneer_celsio"", ""source_stock_celsio_168""], ""violation"": 2.4083755306492094e-05}, {""constraint"": ""_C54762"", ""residual"": 5.299725216900697e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_168""], ""violation"": 5.299725216900697e-06}, {""constraint"": ""_C54764"", ""residual"": 1.1908391570614185e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_168""], ""violation"": 1.1908391570614185e-06}], ""total_constraints"": 54968, ""total_variables"": 30439, ""violated_constraint_count"": 3}",greedy,automatic,"[569486.8502168506, 22071.2925194185]",,,235698.52248085575,0.0,569071.7102159342
9000033,120.0,168,Integer Feasible,True,True,,True,,302.06880118418485,306.0329820001498,502437.57329000003,0.12471174623158458,"Time limit exceeded, integer feasible",,4,True,"{""bound_violation_count"": 0, ""evaluated_constraints"": 42440, ""initialized_variables"": 24103, ""integrality_violation_count"": 0, ""max_constraint_violation"": 1.0879827641474549e-05, ""missing_variable_count"": 7872, ""partial_constraint_count"": 14304, ""top_violations"": [{""constraint"": ""_C56538"", ""residual"": -1.0879827641474549e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_168""], ""violation"": 1.0879827641474549e-05}], ""total_constraints"": 56744, ""total_variables"": 31975, ""violated_constraint_count"": 1}",greedy,automatic,"[574025.2666780247, 25446.953471363253]",,,217227.28302567956,0.0,574025.2666785306
9000033,144.0,168,Optimal,True,True,,True,,2.7817205050960183,6.756480266805738,513822.9113958022,0.0,Integer optimal solution,,4,True,"{""bound_violation_count"": 0, ""evaluated_constraints"": 42036, ""initialized_variables"": 23207, ""integrality_violation_count"": 0, ""max_constraint_violation"": 3.1636310268368106e-05, ""missing_variable_count"": 6976, ""partial_constraint_count"": 12680, ""top_violations"": [{""constraint"": ""_C54511"", ""residual"": -3.1636310268368106e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_celsio"", ""tail_topup_northern_pathfinder_celsio"", ""tail_shipped_northern_phoenix_celsio"", ""tail_topup_northern_phoenix_celsio"", ""tail_shipped_northern_pioneer_celsio"", ""tail_topup_northern_pioneer_celsio"", ""source_stock_celsio_168""], ""violation"": 3.1636310268368106e-05}, {""constraint"": ""_C54510"", ""residual"": 2.1560732420766726e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_168""], ""violation"": 2.1560732420766726e-05}], ""total_constraints"": 54716, ""total_variables"": 30183, ""violated_constraint_count"": 2}",greedy,automatic,"[513822.9113954568, 23731.023357576338]",,,196587.6352617531,0.0,513822.9113958022
9000033,168.0,168,Integer Feasible,True,True,,True,,302.01199261425063,306.2451537917368,481213.88789,0.07354409748303976,"Time limit exceeded, integer feasible",,4,True,"{""bound_violation_count"": 0, ""evaluated_constraints"": 42232, ""initialized_variables"": 23655, ""integrality_violation_count"": 0, ""max_constraint_violation"": 2.1099697733006906e-05, ""missing_variable_count"": 7424, ""partial_constraint_count"": 13492, ""top_violations"": [{""constraint"": ""_C55518"", ""residual"": -2.1099697733006906e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_168""], ""violation"": 2.1099697733006906e-05}, {""constraint"": ""_C55519"", ""residual"": 1.2461343430913985e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_celsio"", ""tail_topup_northern_pathfinder_celsio"", ""tail_shipped_northern_phoenix_celsio"", ""tail_topup_northern_phoenix_celsio"", ""tail_shipped_northern_pioneer_celsio"", ""tail_topup_northern_pioneer_celsio"", ""source_stock_celsio_168""], ""violation"": 1.2461343430913985e-05}], ""total_constraints"": 55724, ""total_variables"": 31079, ""violated_constraint_count"": 2}",greedy,automatic,"[525225.6596509204, 26863.69906720904]",,,208601.85880414126,0.0,519413.69965117215
9000033,192.0,168,Integer Feasible,True,True,,True,,302.1194664211944,306.6439843280241,512580.31363,0.10564809630311657,"Time limit exceeded, integer feasible",,4,True,"{""bound_violation_count"": 0, ""evaluated_constraints"": 42246, ""initialized_variables"": 23687, ""integrality_violation_count"": 0, ""max_constraint_violation"": 3.2880144090086105e-05, ""missing_variable_count"": 7456, ""partial_constraint_count"": 13550, ""top_violations"": [{""constraint"": ""_C55592"", ""residual"": -3.2880144090086105e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_168""], ""violation"": 3.2880144090086105e-05}, {""constraint"": ""_C55591"", ""residual"": -1.6713313016225584e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_celsio"", ""tail_topup_northern_pathfinder_celsio"", ""tail_shipped_northern_phoenix_celsio"", ""tail_topup_northern_phoenix_celsio"", ""tail_shipped_northern_pioneer_celsio"", ""tail_topup_northern_pioneer_celsio"", ""source_stock_celsio_168""], ""violation"": 1.6713313016225584e-05}], ""total_constraints"": 55796, ""total_variables"": 31143, ""violated_constraint_count"": 2}",greedy,automatic,"[575206.1551483142, 25308.746625730844]",,,194109.644093064,0.0,573130.4551499287
9000033,216.0,168,Optimal,True,True,,True,,6.362416663672775,11.511520389933139,636831.3610938571,0.0,Integer optimal solution,,4,True,"{""bound_violation_count"": 0, ""evaluated_constraints"": 42253, ""initialized_variables"": 23703, ""integrality_violation_count"": 0, ""max_constraint_violation"": 4.897298822470475e-05, ""missing_variable_count"": 7472, ""partial_constraint_count"": 13579, ""top_violations"": [{""constraint"": ""_C55628"", ""residual"": -4.897298822470475e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_168""], ""violation"": 4.897298822470475e-05}, {""constraint"": ""_C55626"", ""residual"": -4.514926445153833e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_168""], ""violation"": 4.514926445153833e-06}], ""total_constraints"": 55832, ""total_variables"": 31175, ""violated_constraint_count"": 2}",greedy,automatic,"[636831.361091174, 27164.091863487913]",,,209116.94884477634,0.0,636831.3610938571
9000033,240.0,168,Integer Feasible,True,True,,True,,302.0357954329811,307.8845491912216,529218.59138,0.13600868275204897,"Time limit exceeded, integer feasible",,4,True,"{""bound_violation_count"": 0, ""evaluated_constraints"": 42316, ""initialized_variables"": 23847, ""integrality_violation_count"": 0, ""max_constraint_violation"": 3.866080987791065e-05, ""missing_variable_count"": 7616, ""partial_constraint_count"": 13840, ""top_violations"": [{""constraint"": ""_C55952"", ""residual"": -3.866080987791065e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_168""], ""violation"": 3.866080987791065e-05}, {""constraint"": ""_C55950"", ""residual"": 1.5214849554467946e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_168""], ""violation"": 1.5214849554467946e-05}, {""constraint"": ""_C55951"", ""residual"": 2.678995542737539e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_celsio"", ""tail_topup_northern_pathfinder_celsio"", ""tail_shipped_northern_phoenix_celsio"", ""tail_topup_northern_phoenix_celsio"", ""tail_shipped_northern_pioneer_celsio"", ""tail_topup_northern_pioneer_celsio"", ""source_stock_celsio_168""], ""violation"": 2.678995542737539e-06}], ""total_constraints"": 56156, ""total_variables"": 31463, ""violated_constraint_count"": 3}",greedy,automatic,"[615018.5133859473, 26124.93947259491]",,,209870.69039693373,0.0,612527.6733864712
