controller,episodes,elapsed_hours_mean,elapsed_hours_std,solve_time_s_mean,solve_time_s_std,captured_t_mean,captured_t_std,stored_t_mean,stored_t_std,vented_t_mean,vented_t_std,in_transit_growth_t_mean,in_transit_growth_t_std,loss_rate_mean,loss_rate_std,storage_rate_mean,storage_rate_std,vent_penalty_mean,vent_penalty_std,storage_shortfall_penalty_mean,storage_shortfall_penalty_std,operating_cost_mean,operating_cost_std,total_cost_mean,total_cost_std,cost_per_stored_t_mean,cost_per_stored_t_std,throttle_hours_mean,throttle_hours_std,well_switch_count_mean,well_switch_count_std,berth_wait_vessel_hours_mean,berth_wait_vessel_hours_std,pressure_risk_hours_mean,pressure_risk_hours_std,longest_venting_streak_hours_mean,longest_venting_streak_hours_std
rolling_milp,1,720.0,0.0,35.233665699954145,0.0,123335.41842300013,0.0,69515.01686326101,0.0,23908.99017000001,0.0,29911.411389739005,0.0,0.19385339974280538,0.0,0.5636257431328222,0.0,1912719.2136000001,0.0,4148685.9717439106,0.0,1342133.6361756786,0.0,7403538.821519589,0.0,19.307103655253545,0.0,335.0,0.0,51.0,0.0,26.0,0.0,0.0,0.0,119.0,0.0
