seed,fixed_scenario,controller,scenario_signature,solve_time_s,horizon_hours,storage_target_rate,elapsed_hours,captured_t,stored_t,vented_t,in_transit_t,in_transit_growth_t,loss_rate,storage_rate,annual_storage_gap_t,operating_cost,vent_penalty,storage_shortfall_penalty,total_cost,net,cost_per_stored_t,throttle_hours,well_switch_count,berth_wait_vessel_hours,pressure_risk_hours,min_pressure_margin_fraction,longest_venting_streak_hours,total_reward
1,northern_lights_phase1,rolling_milp,658302b6eed3,35.233665699954145,720.0,0.9,720.0,123335.41842300013,69515.01686326101,23908.99017000001,29911.411389739005,29911.411389739005,0.19385339974280538,0.5636257431328222,41486.8597174391,1342133.6361756786,1912719.2136000001,4148685.9717439106,7403538.821519589,-7403538.821519589,19.307103655253545,335,51,26,0,0.9994944362409941,119,-7403.538821519587
