algorithm,model_seed,test_seed,episode_hours,decision_count,episode_wall_time_s,total_cost_eur,vented_t,stored_t
ppo_event_residual,0,9000031,720,133,3.0225169346667826,2620880.144938406,9411.99861144346,109721.18512150914
ppo_event_residual,0,9000032,720,106,1.085927302017808,1924931.4041130268,2570.5238223668675,95250.98854906714
ppo_event_residual,0,9000033,720,110,2.129091347102076,2016053.8277076553,2534.3960364491445,102191.00737459814
ppo_event_residual,0,9000034,720,118,2.182427156250924,1853272.9504657683,1311.570872305562,101181.91404727027
ppo_event_residual,0,9000035,720,95,2.369915770832449,1736853.832611129,0.0,106348.17824385338
ppo_event_residual,0,9000036,720,108,2.576862570364028,2369099.3796873125,7794.949101569888,92700.5650439661
ppo_event_residual,0,9000037,720,111,1.0636043059639633,1873861.3622811413,1307.1746944611755,115106.60750576475
ppo_event_residual,0,9000038,720,121,2.5620175329968333,2380094.4513202524,6511.013135049195,107404.80968266347
ppo_event_residual,0,9000039,720,97,2.5248730811290443,2443632.608511818,8465.603788372653,98369.01918954044
ppo_event_residual,0,9000040,720,107,2.3592581590637565,2065553.0713013527,3743.407138712696,103381.02942182832
ppo_event_residual,0,9000041,720,107,2.5924388198181987,2524484.9472794533,9253.991140155247,92225.0666364824
ppo_event_residual,0,9000042,720,99,2.129050571937114,1866815.5289368748,1605.9086318898082,100925.64469869348
ppo_event_residual,0,9000043,720,120,1.383640598040074,2621112.840538147,10143.431482363567,94672.82672808242
ppo_event_residual,0,9000044,720,103,1.1322560282424092,2289292.951177393,6704.4144273421,108067.8151321722
ppo_event_residual,0,9000045,720,98,2.2502758628688753,1893812.4207513826,2130.0464508349282,105075.72737772821
ppo_event_residual,0,9000046,720,112,1.7089307880960405,2322929.5970516694,6142.247252366754,113370.47080095152
ppo_event_residual,0,9000047,720,105,2.711638384964317,2196525.8381270594,5214.670903707337,108497.78805779899
ppo_event_residual,0,9000048,720,112,2.186937415972352,2781104.18172691,12819.876108436163,101571.83037442378
ppo_event_residual,0,9000049,720,106,2.4319053450599313,1738798.664145261,497.7617836848734,106913.69630834638
ppo_event_residual,0,9000050,720,119,3.118647110182792,2172768.9982221294,3612.8980762934175,111049.77195757283
ppo_event_residual,0,9000051,720,120,3.150090073235333,2682535.385030954,10175.945663538458,95246.67291798517
ppo_event_residual,0,9000052,720,109,1.8686636118218303,1935874.527850068,1537.3587494572423,108234.28194862914
ppo_event_residual,0,9000053,720,89,3.165629558265209,1668631.2698831079,0.0,104264.4416838243
ppo_event_residual,0,9000054,720,94,3.1400072067044675,3348954.8889808725,20207.67925789816,87605.18411513502
ppo_event_residual,0,9000055,720,109,2.7585265240631998,2224201.7107207747,4910.223853914651,104530.70104191874
ppo_event_residual,0,9000056,720,112,2.756236588116735,1914458.0780817517,709.0488930001774,104837.16075328244
ppo_event_residual,0,9000057,720,96,1.6023543081246316,2068950.5115165338,3771.3371267048024,107175.37235904485
ppo_event_residual,0,9000058,720,93,2.2308414708822966,2193624.412881477,5939.008770838967,100768.11059873305
ppo_event_residual,0,9000059,720,109,2.4885024027898908,2202016.0080517908,5187.023030011227,103017.69520894473
ppo_event_residual,0,9000060,720,104,1.8935987697914243,2453427.2632105025,9534.105584722864,100394.76265483469
