#{"t_start": 1785272198.6317763, "env_id": "None"}
r,l,t
-9.059804,720,9.561544
-7.074851,720,17.698821
-8.96546,720,26.799529
-5.435917,720,35.976435
-5.285607,720,45.801535
-5.238315,720,54.229408
-7.140739,720,62.944175
-5.770552,720,72.508952
-6.98355,720,80.970205
-6.430663,720,89.215878
-7.561897,720,96.474145
-6.66774,720,105.058214
-7.704864,720,113.228452
-8.26519,720,121.385528
-7.716027,720,129.649055
-7.8845,720,136.472691
-8.213774,720,144.72674
-6.986928,720,153.035987
-7.347033,720,161.317033
-5.312773,720,170.023862
-7.732381,720,178.287448
-8.150829,720,185.49275
-7.303823,720,193.686198
-7.728466,720,202.044534
-6.989217,720,210.388963
-7.330015,720,218.60889
-7.825388,720,225.556287
-8.015264,720,233.880928
-7.319728,720,242.119216
-6.378787,720,250.637764
-7.303177,720,259.342066
-7.441743,720,266.256122
-7.299309,720,274.427034
-8.173388,720,282.78027
-8.009135,720,290.948151
-7.944111,720,299.128244
-7.887827,720,307.495241
-6.297308,720,314.39196
-7.89398,720,322.75241
-7.192525,720,331.373784
-6.797598,720,339.609326
-8.053052,720,348.231534
-5.712727,720,355.235252
-6.562038,720,363.541862
-6.656261,720,372.126042
-6.230005,720,380.832606
-7.191406,720,389.351425
-6.223411,720,396.52933
-7.47094,720,405.043373
-6.538609,720,413.403091
-6.619354,720,421.775098
-6.443236,720,430.368098
-6.331273,720,438.895704
-5.575812,720,446.031076
-5.424365,720,454.695703
-6.783971,720,462.862189
-7.592455,720,471.204654
-7.129763,720,479.634184
-6.443971,720,486.65902
-6.667915,720,494.910548
-7.518393,720,503.147016
-7.196613,720,511.421613
-8.225768,720,519.637753
-6.609051,720,526.643061
-8.08103,720,534.882207
-7.766059,720,543.166252
-6.849187,720,551.7455
-7.993347,720,560.171632
-8.073904,720,568.628571
-6.038526,720,575.524272
-7.094019,720,583.811251
-6.765449,720,592.313917
-6.480789,720,600.604545
-7.109187,720,608.950688
-7.814484,720,615.825232
-5.784316,720,624.08926
-5.976841,720,632.684495
-6.405719,720,641.235593
-7.916202,720,649.676181
-7.870204,720,656.694185
-7.185377,720,665.040032
-6.989079,720,673.502608
-7.462893,720,681.978293
-7.570225,720,690.247965
-6.568516,720,698.421859
-8.38784,720,705.397236
-8.104738,720,713.689606
-8.351573,720,721.828078
-7.205,720,730.057722
-7.54092,720,738.219067
-8.363543,720,744.909564
-7.256966,720,753.141396
-7.796976,720,761.255951
-7.896127,720,769.467133
-7.345791,720,777.583009
-7.01519,720,784.352079
-8.78238,720,792.575014
-8.34133,720,800.765413
-8.711744,720,809.00103
-7.257727,720,817.381691
-7.814026,720,825.693014
-6.666862,720,832.537961
-7.428071,720,840.658975
-7.470717,720,848.88227
-7.408733,720,857.05859
-7.211444,720,865.128364
-7.170747,720,871.879373
-8.203957,720,879.93541
-8.075404,720,887.979184
-7.736489,720,896.104172
-8.514599,720,904.243379
-6.462853,720,911.403421
-6.862968,720,919.826582
-7.193156,720,928.022036
-6.900089,720,936.323506
-7.690079,720,944.449926
-7.028269,720,952.672663
-7.6696,720,959.365088
-6.777849,720,967.543467
-6.818476,720,975.776993
-6.876952,720,984.284829
-7.633143,720,992.469733
-6.960091,720,999.444517
-7.910491,720,1007.885906
-6.119375,720,1016.146551
-7.614947,720,1024.339621
-7.863178,720,1032.448867
-6.685404,720,1039.196448
-8.155977,720,1047.51108
-7.898218,720,1055.812954
-5.974833,720,1064.134595
-8.12432,720,1072.361792
-6.665602,720,1080.931162
-6.910095,720,1087.773958
-7.57141,720,1096.011624
-7.16156,720,1104.167648
-6.786687,720,1112.436794
-6.440055,720,1120.977709
-8.273878,720,1127.987422
-8.056205,720,1136.126829
-5.650947,720,1144.409111
-6.377576,720,1152.936214
-6.042464,720,1161.338473
-5.217794,720,1168.86589
-5.727744,720,1177.48407
-6.268619,720,1186.29016
-6.589504,720,1194.987464
-6.287819,720,1203.530506
-6.790802,720,1211.858283
-6.703422,720,1218.88616
-6.644565,720,1227.647454
-6.511112,720,1236.610637
-6.95428,720,1245.004335
-7.301629,720,1253.512868
-5.35033,720,1260.786325
-5.445345,720,1269.533638
-6.295982,720,1278.389146
-6.522202,720,1286.983123
-5.13756,720,1295.65211
-5.616284,720,1302.665475
-5.974335,720,1311.85646
-5.004384,720,1320.61877
-6.726013,720,1329.452037
-6.097343,720,1337.899067
-5.421289,720,1346.97772
-7.174014,720,1397.017425
-5.143776,720,1406.121015
-5.461401,720,1414.704431
-7.20382,720,1423.467907
-5.853359,720,1432.31472
-5.82017,720,1439.397597
-5.850211,720,1448.239776
-6.620705,720,1456.841645
-5.369581,720,1465.818665
-6.358082,720,1474.975682
-5.866943,720,1482.085107
-6.371603,720,1490.422606
-6.956697,720,1498.722242
-6.828486,720,1506.900905
-5.318825,720,1515.093213
-5.978185,720,1523.544011
-6.699063,720,1530.702756
-7.032904,720,1539.674153
-6.874341,720,1548.300522
-5.338298,720,1557.353537
-4.376237,720,1566.114546
-4.822875,720,1573.05212
-6.209663,720,1581.8931
-5.509968,720,1590.795226
-6.325339,720,1599.209532
-4.930705,720,1608.086691
-5.578246,720,1615.233194
-6.344576,720,1623.643585
-7.467801,720,1631.963821
-5.53859,720,1640.513541
-6.989205,720,1649.082308
-6.378804,720,1658.326625
-7.275042,720,1665.366809
-6.776758,720,1673.996056
-7.126036,720,1682.329065
-7.086117,720,1690.814932
-7.200516,720,1699.124258
-6.687383,720,1706.209198
-6.33124,720,1714.650797
-8.132953,720,1723.28527
-5.089661,720,1732.105937
-5.451542,720,1741.294439
-5.268043,720,1748.60615
-6.205513,720,1757.098429
-6.148982,720,1765.940643
-6.926622,720,1774.720644
-7.093004,720,1783.082091
-7.695892,720,1791.638921
-6.484292,720,1798.535179
-6.834214,720,1807.121741
-6.694811,720,1815.993556
-7.291054,720,1824.506975
-7.104382,720,1833.093498
-6.68323,720,1840.263566
-5.689435,720,1848.944063
-6.159682,720,1857.772303
-7.078934,720,1866.273002
-6.875282,720,1874.713345
-6.820964,720,1881.919937
-5.866642,720,1890.912896
-6.568175,720,1899.458043
-6.000452,720,1907.924703
-5.822332,720,1916.808644
-6.643081,720,1925.427698
-6.593192,720,1932.333577
-6.742309,720,1940.784547
-7.511711,720,1949.254482
-6.85951,720,1957.903205
-6.732425,720,1966.540824
-5.920886,720,1973.678427
-6.272503,720,1982.174485
-6.140092,720,1990.635448
-5.806586,720,1999.307075
-5.779382,720,2007.766473
-5.484336,720,2014.910298
-5.958027,720,2023.401015
-7.068391,720,2031.818369
-7.131049,720,2040.166257
-8.060006,720,2048.515033
-6.924159,720,2057.021438
-8.073136,720,2064.185266
-5.629754,720,2072.594571
-5.524037,720,2081.331803
-5.206012,720,2089.902262
-6.019883,720,2098.646769
-6.040871,720,2105.958991
-5.960024,720,2114.27673
-6.157623,720,2122.777064
-5.969666,720,2131.23277
-6.849083,720,2140.226965
-5.766015,720,2147.398364
-5.934497,720,2155.730086
-6.814986,720,2164.299
-7.595935,720,2172.698012
-5.938569,720,2181.257591
-6.147452,720,2189.80095
-6.905841,720,2196.746964
-6.612105,720,2205.353903
-6.558151,720,2214.185616
-5.834879,720,2223.004255
-5.940115,720,2231.815043
-6.993318,720,2238.969667
-6.757299,720,2247.70815
-5.360624,720,2256.168891
-5.014481,720,2264.849808
-6.199306,720,2274.066099
-5.897579,720,2281.37743
-5.087725,720,2290.606748
-5.914115,720,2299.677278
-5.614715,720,2308.562556
-6.013321,720,2317.306495
-5.085213,720,2325.989697
-5.975521,720,2333.255918
-4.734257,720,2342.369754
-5.632848,720,2351.231489
-4.541426,720,2360.330357
-4.65777,720,2369.134408
-4.546888,720,2377.019986
-4.58271,720,2385.836743
-6.253906,720,2394.613416
-4.560452,720,2403.698545
-5.600899,720,2412.526875
-6.421392,720,2419.836623
-5.488348,720,2428.549411
-5.969845,720,2437.254992
-6.681496,720,2445.793575
-6.778774,720,2454.439115
-6.250123,720,2462.997562
-6.460049,720,2470.02627
-5.114059,720,2478.661786
-6.3225,720,2487.132421
-6.807805,720,2495.999546
-5.198901,720,2505.052068
-5.870407,720,2512.17949
-6.259053,720,2520.597894
-5.838007,720,2529.362908
-5.749579,720,2538.030432
-5.617,720,2546.628679
-5.200062,720,2553.885617
-5.146994,720,2562.888423
-6.147602,720,2571.530216
-6.392923,720,2580.253811
-6.930972,720,2588.644419
-5.864133,720,2597.352757
-6.203459,720,2604.69117
-5.572859,720,2613.365189
-6.89352,720,2622.482452
-5.533032,720,2631.339959
-6.030525,720,2640.15823
-5.684577,720,2647.542515
-4.847997,720,2656.301647
-5.861295,720,2664.869697
-7.438001,720,2673.633417
-5.566955,720,2682.323293
-6.159933,720,2689.436705
-6.418012,720,2697.96497
-5.979777,720,2706.55383
-5.840947,720,2715.260041
-5.711762,720,2724.35056
-5.254149,720,2732.804698
-6.148937,720,2739.987893
-6.346763,720,2748.740703
-6.443314,720,2757.21118
-6.409688,720,2765.903537
-6.985503,720,2774.375913
