#{"t_start": 1785272198.5866914, "env_id": "None"}
r,l,t
-9.821512,720,9.624235
-8.641569,720,17.758155
-8.717298,720,26.82128
-5.605175,720,35.952193
-5.583576,720,45.845216
-6.102305,720,54.243406
-6.617931,720,62.998203
-6.384716,720,72.542258
-7.348154,720,81.008749
-7.957157,720,89.244657
-6.876797,720,96.514322
-7.531902,720,105.116472
-7.268272,720,113.291335
-7.366908,720,121.416454
-7.443289,720,129.688164
-7.538923,720,136.511704
-7.486593,720,144.781714
-7.15402,720,153.08111
-6.251254,720,161.367514
-7.280248,720,170.004199
-7.925796,720,178.349262
-7.36594,720,185.537641
-8.355285,720,193.740064
-7.600484,720,202.147668
-8.799434,720,210.431051
-6.538332,720,218.651829
-7.595136,720,225.564418
-7.504958,720,233.952621
-7.024405,720,242.153689
-7.882934,720,250.665555
-7.003864,720,259.382548
-7.254925,720,266.301216
-9.044457,720,274.471118
-7.433012,720,282.81983
-8.040843,720,290.982279
-8.801489,720,299.175689
-7.326612,720,307.552393
-7.875407,720,314.380769
-8.310269,720,322.810781
-7.116384,720,331.414371
-7.841096,720,339.665111
-6.793703,720,348.267622
-7.955698,720,355.262401
-6.557556,720,363.576921
-7.378701,720,372.1749
-6.179027,720,380.892117
-6.803084,720,389.427823
-6.201376,720,396.56904
-7.016591,720,405.080058
-7.681221,720,413.421839
-6.260642,720,421.820234
-6.490239,720,430.451593
-5.841537,720,438.936987
-6.5058,720,446.024962
-7.388997,720,454.750147
-5.996529,720,462.91348
-8.482516,720,471.208731
-7.309293,720,479.675547
-7.003125,720,486.704781
-7.725496,720,494.968098
-7.380268,720,503.178589
-7.801945,720,511.453321
-8.414312,720,519.689088
-7.461059,720,526.690289
-8.320399,720,534.914955
-8.067099,720,543.206058
-7.612595,720,551.799985
-7.029311,720,560.21384
-7.742517,720,568.711041
-7.106447,720,575.557916
-6.881071,720,583.847068
-5.743112,720,592.330757
-6.836516,720,600.639537
-7.701426,720,608.967357
-6.667393,720,615.874642
-7.666485,720,624.120317
-6.896846,720,632.725715
-6.754646,720,641.270229
-7.81873,720,649.775574
-6.482648,720,656.732387
-8.066927,720,665.100716
-6.826621,720,673.5389
-7.307964,720,681.984289
-7.424417,720,690.2989
-8.76355,720,698.451941
-8.266205,720,705.453669
-5.987098,720,713.724229
-8.313612,720,721.865341
-7.619176,720,730.145037
-6.821145,720,738.268338
-8.06269,720,744.953387
-8.296293,720,753.179471
-8.538591,720,761.298269
-7.776635,720,769.511657
-8.104498,720,777.621305
-6.883427,720,784.418904
-7.54646,720,792.618414
-7.742723,720,800.802863
-7.271967,720,809.035267
-6.220773,720,817.427265
-10.020781,720,825.7392
-6.604972,720,832.578181
-8.344034,720,840.69686
-7.787027,720,848.933331
-7.814182,720,857.106645
-8.517802,720,865.173974
-6.905339,720,871.921317
-7.627555,720,879.987343
-7.342692,720,888.022676
-7.479669,720,896.147841
-6.915015,720,904.30791
-7.811749,720,911.441753
-7.375729,720,919.859078
-8.985135,720,928.062053
-7.393337,720,936.353799
-7.349866,720,944.497116
-7.812878,720,952.715924
-7.871351,720,959.411526
-7.355553,720,967.594413
-6.785412,720,975.814849
-6.090301,720,984.342856
-6.98922,720,992.510082
-6.862449,720,999.497505
-8.421997,720,1007.936468
-7.741575,720,1016.19046
-8.150112,720,1024.386208
-8.035838,720,1032.494121
-8.233554,720,1039.249911
-7.895579,720,1047.558012
-6.735034,720,1055.84956
-7.604921,720,1064.140824
-7.067983,720,1072.404508
-6.436315,720,1080.956068
-7.055395,720,1087.814119
-6.511056,720,1096.079482
-8.696695,720,1104.206284
-7.469765,720,1112.480953
-5.977432,720,1121.013074
-7.491263,720,1128.027503
-6.08475,720,1136.16843
-5.921184,720,1144.435966
-6.384583,720,1152.981552
-5.471614,720,1161.391533
-5.964961,720,1168.971616
-5.562613,720,1177.510872
-5.880543,720,1186.308271
-7.206285,720,1195.015442
-7.686414,720,1203.570331
-6.902158,720,1211.91463
-6.918573,720,1218.93697
-5.701171,720,1227.686355
-4.930492,720,1236.639731
-7.0595,720,1245.076826
-5.641077,720,1253.59765
-4.84358,720,1260.776654
-6.412587,720,1269.570181
-5.381039,720,1278.511397
-6.483911,720,1287.040441
-7.001297,720,1295.686268
-5.277346,720,1302.682144
-6.059744,720,1311.926182
-6.561022,720,1320.658671
-6.660203,720,1329.493711
-6.287332,720,1337.934027
-5.910055,720,1347.033747
-5.81491,720,1397.045107
-4.712582,720,1406.155077
-5.554828,720,1414.743641
-5.833517,720,1423.534824
-6.806416,720,1432.412253
-5.677038,720,1439.444379
-5.735799,720,1448.281455
-5.554665,720,1456.887069
-4.623096,720,1465.942088
-5.802562,720,1475.044275
-6.568819,720,1482.114527
-6.566896,720,1490.463309
-6.815141,720,1498.749852
-7.009711,720,1506.933118
-8.087758,720,1515.148553
-5.971612,720,1523.6066
-5.706959,720,1530.748387
-5.33513,720,1539.716893
-5.62904,720,1548.387263
-6.15193,720,1557.370632
-5.935172,720,1566.156311
-6.675808,720,1573.090578
-5.669947,720,1581.944566
-5.44299,720,1590.798612
-6.292671,720,1599.215938
-4.87805,720,1608.13727
-6.671181,720,1615.244836
-7.605679,720,1623.674752
-7.035817,720,1631.995227
-5.456814,720,1640.560731
-6.313387,720,1649.121489
-6.182144,720,1658.386159
-6.887173,720,1665.398066
-6.339728,720,1674.029429
-7.674194,720,1682.332007
-5.864102,720,1690.881581
-6.837952,720,1699.169484
-6.682261,720,1706.313437
-6.611182,720,1714.675442
-5.149682,720,1723.278759
-6.323196,720,1732.109195
-4.835407,720,1741.320858
-5.931681,720,1748.653367
-6.105805,720,1757.123031
-6.494254,720,1765.983108
-6.358461,720,1774.74789
-7.135558,720,1783.116596
-5.593678,720,1791.691836
-7.049542,720,1798.582491
-7.030045,720,1807.159279
-6.016784,720,1815.981101
-7.840985,720,1824.560158
-6.415141,720,1833.205889
-6.893671,720,1840.315407
-6.549482,720,1849.029338
-5.823385,720,1857.81617
-6.216597,720,1866.350292
-5.995191,720,1874.804623
-7.676875,720,1881.937386
-5.872561,720,1890.985233
-7.047319,720,1899.542686
-7.28545,720,1908.00848
-6.937404,720,1916.85032
-6.360412,720,1925.490887
-7.551594,720,1932.366828
-7.921637,720,1940.816511
-6.769305,720,1949.292865
-6.617111,720,1957.957413
-6.185984,720,1966.598063
-6.566816,720,1973.707197
-6.288161,720,1982.204258
-6.143987,720,1990.679677
-6.336927,720,1999.354944
-6.171236,720,2007.815167
-6.960027,720,2014.951485
-6.98279,720,2023.449078
-7.468954,720,2031.912558
-6.127307,720,2040.224326
-7.411383,720,2048.523929
-6.809437,720,2057.091691
-7.723704,720,2064.276499
-6.673309,720,2072.635199
-6.928443,720,2081.336868
-6.659674,720,2090.004575
-6.134047,720,2098.664268
-7.344918,720,2105.99088
-6.328792,720,2114.324339
-5.650328,720,2122.864789
-5.375893,720,2131.222803
-5.440489,720,2140.235482
-7.233787,720,2147.425706
-6.357525,720,2155.764145
-5.981842,720,2164.301397
-6.149461,720,2172.7706
-5.43753,720,2181.281915
-6.487073,720,2189.844298
-6.064154,720,2196.774177
-6.921492,720,2205.399431
