#{"t_start": 1785272199.2808697, "env_id": "None"}
r,l,t
-8.344894,720,8.906623
-8.282529,720,17.06474
-8.026516,720,26.139409
-6.573812,720,35.267668
-6.503897,720,45.167373
-5.608269,720,53.567381
-7.116138,720,62.298548
-5.734633,720,71.919216
-7.257863,720,80.320717
-6.44488,720,88.547367
-7.586351,720,95.848388
-7.274994,720,104.405258
-7.561512,720,112.59417
-7.932454,720,120.705175
-7.276838,720,129.001896
-6.805768,720,135.820523
-7.805055,720,144.084172
-6.790323,720,152.390502
-6.709655,720,160.669069
-6.829453,720,169.377544
-7.304128,720,177.632108
-8.028796,720,184.872056
-6.76444,720,193.079421
-7.424429,720,201.437698
-7.293974,720,209.776974
-7.726792,720,217.950003
-7.76063,720,224.950503
-7.54314,720,233.186496
-7.520799,720,241.501745
-7.206143,720,249.995805
-7.507734,720,258.680045
-8.133713,720,265.608321
-8.406576,720,273.795782
-7.2641,720,282.123211
-8.269203,720,290.286706
-7.566756,720,298.48047
-7.922981,720,306.846549
-7.106109,720,313.684319
-8.422195,720,322.095696
-8.864842,720,330.732293
-8.596318,720,338.953568
-7.609888,720,347.586783
-6.574647,720,354.557752
-8.122935,720,362.884199
-5.441932,720,371.457162
-7.416131,720,380.183301
-5.660731,720,388.688569
-6.297556,720,395.878057
-7.721509,720,404.397092
-6.743496,720,412.765714
-6.376506,720,421.13571
-6.295239,720,429.735715
-6.052987,720,438.223315
-6.922403,720,445.355553
-7.003191,720,454.051138
-7.149492,720,462.212713
-7.65046,720,470.525913
-7.129622,720,478.983611
-7.487745,720,486.017164
-6.913891,720,494.262672
-7.424239,720,502.497367
-7.438708,720,510.776942
-6.977434,720,518.987328
-7.471887,720,525.980396
-7.217714,720,534.217445
-7.796898,720,542.504044
-7.248003,720,551.100296
-6.412089,720,559.538306
-7.695934,720,567.974519
-7.021729,720,574.871438
-5.504063,720,583.161513
-7.322292,720,591.69654
-7.783936,720,599.945377
-7.40292,720,608.271466
-7.677884,720,615.172864
-6.901209,720,623.431146
-6.019558,720,632.013633
-7.724878,720,640.590425
-6.28308,720,649.07847
-7.207266,720,656.048125
-6.649788,720,664.434579
-7.636418,720,672.895429
-8.302671,720,681.291879
-8.65737,720,689.624309
-6.979081,720,697.772429
-6.73252,720,704.756047
-8.528327,720,713.007005
-8.194862,720,721.214279
-7.332119,720,729.424043
-8.185094,720,737.572505
-7.459426,720,744.261679
-8.417248,720,752.483974
-7.213235,720,760.602819
-7.859321,720,768.842756
-7.652733,720,776.935053
-7.275706,720,783.696388
-6.986261,720,791.921217
