algorithm,algorithm_display_name,method_class,model_seed,test_seed,episode_hours,decision_count,mean_decision_interval_h,episode_vessel_fuel_eur,episode_conditioning_eur,episode_reconditioning_eur,episode_loading_eur,episode_unloading_eur,episode_operating_cost_eur,episode_vent_penalty_eur,episode_storage_shortfall_penalty_eur,episode_total_cost_eur,terminal_cleanup_operating_cost_eur,operating_cost_eur,total_cost_eur,captured_t,stored_t,vented_t,storage_rate,loss_rate,unit_total_cost_eur_per_t,greedy_total_cost_eur,delta_total_cost_vs_greedy_eur,paired_outcome_vs_greedy,hard_violations,override_events,proposed_override_events,selected_interventions,effective_intervention_rate,solver_replan_count,solver_failure_count,solver_timeout_count,fallback_used,wall_clock_seconds,source_file
fixed_assignment,Fixed-Assignment Heuristic,heuristic,,9000045,720,720,1,442954.3800000058,820727.5861372908,39380.15223424319,3203.671300107518,3072.413800107524,1309338.203471755,770403.7160667949,0,2079741.9195385498,291277.1862131698,1600615.3896849249,2371019.10575172,125440.6630420947,96049.15179083704,9630.046450834938,0.765693910264213,0.07676973492720889,24.6854767745894,2356429.90438643,14589.201365289744,loss,,,,,,,,,,1.4093591999999262,formal_fixed_assignment_seeds_9000031-9000060_run01/seed_9000045/per_controller.csv
fixed_assignment,Fixed-Assignment Heuristic,heuristic,,9000046,720,720,1,456238.86000000715,927662.1421104099,44558.65109502343,3621.0852797852026,3181.1939163863044,1435261.9324016117,949203.0415727674,0,2384464.9739743792,254603.16005621836,1689865.09245783,2639068.1340305978,132406.07380064274,108679.63681713025,11865.038019659594,0.8208055242296799,0.08961097991262994,24.283004722137825,1951286.679850844,687781.4541797538,loss,,,,,,,,,,0.9731910000000425,formal_fixed_assignment_seeds_9000031-9000060_run01/seed_9000046/per_controller.csv
fixed_assignment,Fixed-Assignment Heuristic,heuristic,,9000047,720,720,1,454993.4400000074,850924.6514995429,41104.57682879316,3321.544115987671,3092.606615987675,1353436.8190603186,914090.2434933741,0,2267527.0625536926,295954.38504963706,1649391.2041099556,2563481.4476033296,128277.74695956499,100255.06543608087,11426.128043667177,0.7815468217389469,0.08907334525659277,25.56959527633759,1831302.291207332,732179.1563959976,loss,,,,,,,,,,1.7189776999994137,formal_fixed_assignment_seeds_9000031-9000060_run01/seed_9000047/per_controller.csv
fixed_assignment,Fixed-Assignment Heuristic,heuristic,,9000048,720,720,1,479486.7000000057,830309.7013201807,37498.60694215676,3241.0746333501943,2672.5472697927885,1353208.6301654861,1499132.8866915859,0,2852341.516857072,249858.5151957627,1603067.1453612489,3102200.0320528345,131010.22127700872,91460.01693208975,18739.161083644805,0.6981135978597136,0.1430358707968489,33.91864703410517,2588329.1383681437,513870.8936846908,loss,,,,,,,,,,1.330895999999484,formal_fixed_assignment_seeds_9000031-9000060_run01/seed_9000048/per_controller.csv
fixed_assignment,Fixed-Assignment Heuristic,heuristic,,9000049,720,720,1,437972.70000000607,826787.1999891542,40759.615486421986,3227.324716070198,2903.760870191176,1311650.6010618438,493182.69585658854,0,1804833.2969184322,249841.0383441723,1561491.639406016,2054674.3352626045,124881.76991963951,99413.69630834635,6164.783698207362,0.7960625187512823,0.04936496097208067,20.667920131344143,1840479.7749794757,214194.56028312887,loss,,,,,,,,,,1.5583691000001636,formal_fixed_assignment_seeds_9000031-9000060_run01/seed_9000049/per_controller.csv
fixed_assignment,Fixed-Assignment Heuristic,heuristic,,9000050,720,720,1,470353.62000000617,845747.339158091,41220.51692025567,3301.3347222251573,3021.592887858384,1363644.4036884364,1298092.5445224338,0,2661736.94821087,263989.48963300075,1627633.893321437,2925726.437843871,132171.66508378548,100537.84614696493,16226.156806530416,0.7606611150977978,0.12276577431512592,29.100747131255243,2332346.0574296084,593380.3804142624,loss,,,,,,,,,,1.9435412000002543,formal_fixed_assignment_seeds_9000031-9000060_run01/seed_9000050/per_controller.csv
fixed_assignment,Fixed-Assignment Heuristic,heuristic,,9000051,720,720,1,508131.36000000674,856353.2377227873,42484.135582396775,3342.734345458832,3098.3445207801597,1413409.8121714299,1082822.55410051,0,2496232.36627194,275671.3948490918,1689081.2070205216,2771903.761121032,128981.17360926494,103619.84288389466,13535.281926256393,0.8033718408998216,0.10493998114221013,26.750704150622305,1932977.2340705122,838926.5270505196,loss,,,,,,,,,,2.121595399999933,formal_fixed_assignment_seeds_9000031-9000060_run01/seed_9000051/per_controller.csv
fixed_assignment,Fixed-Assignment Heuristic,heuristic,,9000052,720,720,1,445445.22000000766,862036.1403449958,41494.02136740677,3364.9172869604818,2976.1875000000036,1355316.4864993705,936273.4249930049,0,2291589.9114923757,264100.2174007699,1619416.7039001405,2555690.1288931454,130292.35070980627,101204.9301644068,11703.417812412557,0.7767526613271071,0.08982428936660299,25.252624795466406,2247524.9646282806,308165.16426486475,loss,,,,,,,,,,1.0875505000003614,formal_fixed_assignment_seeds_9000031-9000060_run01/seed_9000052/per_controller.csv
fixed_assignment,Fixed-Assignment Heuristic,heuristic,,9000053,720,720,1,461220.54000000743,820951.0721109475,39808.137744437474,3204.543667031545,2945.3858342351486,1328129.679356659,422190.12784455804,0,1750319.8072012172,253987.17728271146,1582116.8566393706,2004306.9844839287,119353.23535741051,97093.01888887188,5277.376598056978,0.8134929782013948,0.044216451965072866,20.643162684826645,1896455.7981864524,107851.18629747629,loss,,,,,,,,,,2.054980899999464,formal_fixed_assignment_seeds_9000031-9000060_run01/seed_9000053/per_controller.csv
fixed_assignment,Fixed-Assignment Heuristic,heuristic,,9000054,720,720,1,489034.9200000062,881725.7472476391,38988.50302896415,3441.7747358995034,2872.345807742837,1416063.2908202517,1438009.4791104037,0,2854072.769930655,245532.43048974688,1661595.7213099985,3099605.200420402,132093.2010707144,95093.90982674174,17975.118488880053,0.7199001088317516,0.13607905890067198,32.595202006814,3352607.0985221015,-253001.89810169954,win,,,,,,,,,,2.093372199999976,formal_fixed_assignment_seeds_9000031-9000060_run01/seed_9000054/per_controller.csv
fixed_assignment,Fixed-Assignment Heuristic,heuristic,,9000055,720,720,1,482392.68000000546,805542.0156453592,37835.46618480138,3144.3951441911195,2821.7071157460155,1331736.2640901033,1450208.9872965203,0,2781945.251386624,260122.68949882395,1591858.9535889272,3042067.940885448,124998.78160566899,92281.62484097907,18127.612341206514,0.7382601946641205,0.14502231228455736,32.96504527447994,2379682.1687872596,662385.7720981883,loss,,,,,,,,,,1.6497621999997136,formal_fixed_assignment_seeds_9000031-9000060_run01/seed_9000055/per_controller.csv
