controller,seed,evaluation_role,online_comparable,run_status,error_type,error_message,wall_clock_seconds,controller_decision_calls,simulator_step_calls,simulator_simulated_hours,simulator_hour_steps,solver_status,solver_is_valid,solver_validation_error,solver_incumbent_objective,solver_augmented_objective,solver_best_bound,solver_relative_gap,solver_termination_reason,solver_warm_start_accepted,solver_solve_wall_seconds,solver_time_limit_seconds,solver_threads,solver_executable,warm_start_mode,fallback_used,replay_is_executable,replay_is_exact,replay_mismatches,planning_horizon_hours,evaluation_horizon_hours,episode_operating_cost,episode_total_cost,terminal_cleanup_operating_cost,solver_terminal_cleanup_operating_cost,operating_cost,total_cost,replay_minus_solver_objective,cost_per_stored_t,total_cost_per_stored_t,vessel_fuel,conditioning,reconditioning,loading,unloading,vent_penalty,storage_shortfall_penalty,stored_t,vented_t,captured_t,in_transit_t,vessel_sailing_hours,vessel_loading_hours,vessel_unloading_hours,vessel_waiting_hours,loaded_t,unloaded_t,executed_action_count
full_milp,9000036,offline_reference,False,completed,,,18111.243876213208,1,3599,3599.0,3599.0,Integer Feasible,True,,3533761.5295618232,3533761.5295618232,1566358.9254,0.5567445872347181,"Time limit exceeded, integer feasible",True,18016.100496932864,18000.0,4,/scratch_root/hx721/software/CPLEX_Studio2220/cplex/bin/x86-64_linux/cplex,greedy,False,True,,,720,720,1264487.7896998518,3320325.946865122,213435.5826975821,213435.58269731703,1477923.372397434,3533761.529562704,8.805654942989349e-07,18.215104504039854,43.552891006064264,508131.36000000505,717852.1628473271,33266.2698997174,2802.1019528023844,2435.8950000000013,2055838.1571652698,0.0,81137.24365784733,25697.976964565867,124518.9993117014,27594.037366646575,1224.0000000000123,114.74618971344738,99.75000000000007,721.5038102865402,91796.95177075797,79800.00000000001,720
