algorithm,algorithm_display_name,method_class,test_seed,model_instance_count,mean_total_cost_eur,fixed_assignment_total_cost_eur,delta_total_cost_vs_fixed_assignment_eur
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000034,3,1936335.156396145,2204230.046881304,-267894.8904851591
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000035,3,1924019.7807489918,1835118.653119177,88901.1276298146
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000036,3,2255988.814744167,2856437.4452236663,-600448.6304794995
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000037,3,2033700.74609562,2528976.512061367,-495275.76596574666
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000038,3,2198849.6712369015,2943299.018402233,-744449.3471653312
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000039,3,2009656.5707242559,2643753.485066,-634096.914341744
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000040,3,2036502.123170793,2654718.876257158,-618216.7530863647
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000041,3,2327925.116904463,2951265.1991328495,-623340.0822283864
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000042,3,2090823.5992077119,2060234.8639605404,30588.735247171408
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000043,3,2028861.3426114875,2612647.8813048154,-583786.5386933278
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000044,3,2078109.871863754,2845721.5142642595,-767611.6424005056
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000045,3,2153570.650227145,2371019.10575172,-217448.45552457488
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000046,3,2171040.7722593024,2639068.1340305978,-468027.3617712951
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000047,3,2380020.1815051953,2563481.4476033296,-183461.26609813437
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000048,3,2282501.3606578563,3102200.0320528345,-819698.6713949783
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000049,3,2019570.638999868,2054674.3352626045,-35103.69626273649
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000050,3,2461381.905298542,2925726.437843871,-464344.53254532843
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000051,3,2320237.002844339,2771903.761121032,-451666.7582766929
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000052,3,2099440.27061968,2555690.1288931454,-456249.85827346495
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000053,3,1907590.4803968573,2004306.9844839287,-96716.50408707147
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000054,3,2536301.957603953,3099605.200420402,-563303.2428164493
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000055,3,2351152.4645865974,3042067.940885448,-690915.4762988506
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000056,3,2194956.4483431173,2918646.810220665,-723690.3618775476
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000057,3,2085394.9228865448,2128115.441468709,-42720.51858216423
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000058,3,2030145.2467649083,2052759.8787102632,-22614.631945354788
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000059,3,2257496.8276312076,2368517.4439496975,-111020.61631848989
masked_double_dqn,Masked Double DQN,reinforcement_learning,9000060,3,2227951.317169808,2730085.5891911555,-502134.27202134766
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000031,3,1929392.73080144,3088117.723315256,-1158724.992513816
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000032,3,1687740.6798623935,2246922.083572707,-559181.4037103135
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000033,3,1805116.7690450507,2808943.3452227814,-1003826.5761777306
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000034,3,1726840.6603613647,2204230.046881304,-477389.3865199394
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000035,3,1681542.8377577923,1835118.653119177,-153575.81536138486
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000036,3,1859837.656260827,2856437.4452236663,-996599.7889628393
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000037,3,1806002.2974750954,2528976.512061367,-722974.2145862713
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000038,3,1970837.734935971,2943299.018402233,-972461.2834662618
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000039,3,1859630.1233901447,2643753.485066,-784123.3616758551
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000040,3,1753112.4359617992,2654718.876257158,-901606.4402953588
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000041,3,1879425.3075042602,2951265.1991328495,-1071839.8916285892
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000042,3,1747937.005982342,2060234.8639605404,-312297.8579781985
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000043,3,1794519.5595390159,2612647.8813048154,-818128.3217657994
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000044,3,1814807.961911729,2845721.5142642595,-1030913.5523525305
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000045,3,1785765.76631122,2371019.10575172,-585253.3394405
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000046,3,1898942.236998973,2639068.1340305978,-740125.8970316248
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000047,3,1904377.889036683,2563481.4476033296,-659103.5585666468
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000048,3,2035653.546324373,3102200.0320528345,-1066546.4857284615
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000049,3,1675013.5492868093,2054674.3352626045,-379660.78597579524
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000050,3,1894184.1248919386,2925726.437843871,-1031542.3129519323
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000051,3,1995108.341410297,2771903.761121032,-776795.4197107349
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000052,3,1834425.0717182308,2555690.1288931454,-721265.0571749144
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000053,3,1692709.3898815704,2004306.9844839287,-311597.59460235835
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000054,3,2151896.683359469,3099605.200420402,-947708.517060933
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000055,3,2148260.2262716987,3042067.940885448,-893807.7146137493
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000056,3,1934612.1531679034,2918646.810220665,-984034.6570527615
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000057,3,1909081.287618357,2128115.441468709,-219034.15385035216
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000058,3,1824053.7335677277,2052759.8787102632,-228706.14514253553
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000059,3,1783237.0695464122,2368517.4439496975,-585280.3744032853
iterative_action_q_g60_p4,Iterative Action-Q,reinforcement_learning,9000060,3,2157489.4096179307,2730085.5891911555,-572596.1795732247
rolling_milp,Rolling MILP (600 s/replan),optimization,9000031,1,2047400.10499098,3088117.723315256,-1040717.6183242763
rolling_milp,Rolling MILP (600 s/replan),optimization,9000032,1,2119138.625970045,2246922.083572707,-127783.45760266203
rolling_milp,Rolling MILP (600 s/replan),optimization,9000033,1,2563985.1772702606,2808943.3452227814,-244958.16795252077
rolling_milp,Rolling MILP (600 s/replan),optimization,9000034,1,1935952.9860899067,2204230.046881304,-268277.06079139747
rolling_milp,Rolling MILP (600 s/replan),optimization,9000035,1,2030261.0445873856,1835118.653119177,195142.39146820852
rolling_milp,Rolling MILP (600 s/replan),optimization,9000036,1,1923094.823839663,2856437.4452236663,-933342.6213840032
rolling_milp,Rolling MILP (600 s/replan),optimization,9000037,1,1821431.6603343585,2528976.512061367,-707544.8517270084
rolling_milp,Rolling MILP (600 s/replan),optimization,9000038,1,1810656.9559609732,2943299.018402233,-1132642.0624412596
rolling_milp,Rolling MILP (600 s/replan),optimization,9000039,1,2437563.728051424,2643753.485066,-206189.75701457588
rolling_milp,Rolling MILP (600 s/replan),optimization,9000040,1,2617199.479188901,2654718.876257158,-37519.39706825698
rolling_milp,Rolling MILP (600 s/replan),optimization,9000041,1,2050671.2118801554,2951265.1991328495,-900593.9872526941
rolling_milp,Rolling MILP (600 s/replan),optimization,9000042,1,1704683.0519553637,2060234.8639605404,-355551.8120051767
rolling_milp,Rolling MILP (600 s/replan),optimization,9000043,1,1848406.8849600037,2612647.8813048154,-764240.9963448117
rolling_milp,Rolling MILP (600 s/replan),optimization,9000044,1,1749991.6922290896,2845721.5142642595,-1095729.82203517
rolling_milp,Rolling MILP (600 s/replan),optimization,9000045,1,2356014.76438643,2371019.10575172,-15004.341365289874
rolling_milp,Rolling MILP (600 s/replan),optimization,9000046,1,1951286.679850844,2639068.1340305978,-687781.4541797538
rolling_milp,Rolling MILP (600 s/replan),optimization,9000047,1,1849746.8683753524,2563481.4476033296,-713734.5792279772
rolling_milp,Rolling MILP (600 s/replan),optimization,9000048,1,2238322.68021427,3102200.0320528345,-863877.3518385645
rolling_milp,Rolling MILP (600 s/replan),optimization,9000049,1,1874198.1505790306,2054674.3352626045,-180476.1846835739
rolling_milp,Rolling MILP (600 s/replan),optimization,9000050,1,2309098.2174299285,2925726.437843871,-616628.2204139424
rolling_milp,Rolling MILP (600 s/replan),optimization,9000051,1,2062598.9039833313,2771903.761121032,-709304.8571377005
rolling_milp,Rolling MILP (600 s/replan),optimization,9000052,1,1773739.6461533632,2555690.1288931454,-781950.4827397822
rolling_milp,Rolling MILP (600 s/replan),optimization,9000053,1,1901437.4781864525,2004306.9844839287,-102869.50629747612
rolling_milp,Rolling MILP (600 s/replan),optimization,9000054,1,2743967.0885134107,3099605.200420402,-355638.11190699134
rolling_milp,Rolling MILP (600 s/replan),optimization,9000055,1,2023126.2839932581,3042067.940885448,-1018941.6568921898
rolling_milp,Rolling MILP (600 s/replan),optimization,9000056,1,1928589.6410331812,2918646.810220665,-990057.1691874836
rolling_milp,Rolling MILP (600 s/replan),optimization,9000057,1,2600976.848755597,2128115.441468709,472861.407286888
rolling_milp,Rolling MILP (600 s/replan),optimization,9000058,1,2359117.3438523225,2052759.8787102632,306357.4651420594
rolling_milp,Rolling MILP (600 s/replan),optimization,9000059,1,1834132.930825844,2368517.4439496975,-534384.5131238536
rolling_milp,Rolling MILP (600 s/replan),optimization,9000060,1,2225062.8827922978,2730085.5891911555,-505022.70639885776
