test_year,validation_year,train_years,train_samples,validation_samples,test_samples,lstm_mae,lstm_rmse,persistence_mae,persistence_rmse,seasonal_mae,seasonal_rmse,best_validation_mae,epochs
2010,2014,2011 2012 2013,103876,33700,33700,0.7266121030308625,0.9574195337662648,0.8617920972868814,1.2213299311127568,0.9340883168306853,1.239492812914791,0.7827431306169248,9
2011,2010,2012 2013 2014,103876,33700,33700,0.8349955747139998,1.210021843711885,0.9974865409280429,1.389109844196504,0.9755002701506803,1.3270217304243133,0.7463373362460479,13
2012,2011,2010 2013 2014,102440,33700,33796,0.7466838145438925,1.0162231627984135,0.9648853526343771,1.3405584927253915,0.925472830111766,1.2079499269421272,0.7807125121846077,9
2013,2012,2010 2011 2014,102440,33796,33700,0.7744953935490299,1.0841747016422796,0.9428434379507076,1.3322757126658609,0.9429475922232711,1.2706934007619992,0.7456220982836357,11
2014,2013,2010 2011 2012,103876,33700,33700,0.7866205114278649,1.0859104494110665,0.9572322192376431,1.3344069675781127,0.943190290343918,1.257416883684673,0.7804962980974625,9
