algorithm,model_seed,test_seed,episode_hours,decision_count,episode_wall_time_s,total_cost_eur,vented_t,stored_t
ppo_event_residual,1,9000031,720,131,2.9824347705580294,2742195.3974297047,10987.98672024159,109074.09490042455
ppo_event_residual,1,9000032,720,95,1.112855227664113,2175543.1646658904,6215.890273159236,95553.41048716256
ppo_event_residual,1,9000033,720,111,2.0682229371741414,2320457.165180989,6090.4608997656,98316.70719193386
ppo_event_residual,1,9000034,720,117,2.169778991024941,2078991.3522523928,3996.1339817855537,100576.40147537962
ppo_event_residual,1,9000035,720,95,2.437427496071905,1750968.592612282,0.0,107416.50947780263
ppo_event_residual,1,9000036,720,98,2.5288757560774684,2722025.3822580674,13272.360813399955,95699.90362434387
ppo_event_residual,1,9000037,720,96,1.0160584589466453,2082364.4249002016,3375.365103338174,101198.74441391896
ppo_event_residual,1,9000038,720,123,2.4799988488666713,2278085.1006515045,5343.19251209684,107795.00148447152
ppo_event_residual,1,9000039,720,100,2.453376980032772,2745877.9250660012,12506.816448080672,95871.93582325192
ppo_event_residual,1,9000040,720,103,2.2283617723733187,2520496.4843198825,10961.886185143845,101424.37761538857
ppo_event_residual,1,9000041,720,97,2.438949760980904,2999391.6407943415,16032.998133248697,92327.98571023344
ppo_event_residual,1,9000042,720,94,2.035861453972757,2184658.1912803715,6229.352181708629,96750.10850194952
ppo_event_residual,1,9000043,720,105,1.5243929489515722,2426284.096483988,8098.045180480686,98509.67598488416
ppo_event_residual,1,9000044,720,113,1.1664213221520185,2256586.3140354855,5304.66645803712,109722.90097909575
ppo_event_residual,1,9000045,720,101,2.2105659879744053,1949893.8046930432,2472.1340694947517,98574.82727679293
ppo_event_residual,1,9000046,720,122,1.677244046702981,2107866.4234742066,2917.355051658512,115686.20333279116
ppo_event_residual,1,9000047,720,98,2.673553311266005,2060951.2226014803,3926.1280436671777,106495.30084225598
ppo_event_residual,1,9000048,720,97,2.047327239997685,2772158.467928683,12973.009102286793,95567.16363424274
ppo_event_residual,1,9000049,720,94,2.3496329351328313,2100339.7352626044,6164.783698207362,99413.69630834636
ppo_event_residual,1,9000050,720,104,2.8839302831329405,2862597.7761782375,13609.04050982791,101372.02342402237
ppo_event_residual,1,9000051,720,104,3.1926154787652194,2607108.124511595,10189.312188716465,106801.31031486811
ppo_event_residual,1,9000052,720,101,1.7982713389210403,2380054.5843983567,7760.511599230812,108990.31829226068
ppo_event_residual,1,9000053,720,85,3.0598488496616483,1852986.3710628068,2026.6918031812181,99394.18448945088
ppo_event_residual,1,9000054,720,99,3.051200068090111,3166603.79042491,18237.87997140454,94821.8529009365
ppo_event_residual,1,9000055,720,121,2.7232945431023836,2152826.527305881,4215.918562811979,100214.89935798077
ppo_event_residual,1,9000056,720,110,2.758307183161378,1948934.128319922,1114.5663386556678,106120.27247998804
ppo_event_residual,1,9000057,720,96,1.5512930089607835,2050440.4430455032,3825.828114635474,107175.37235904485
ppo_event_residual,1,9000058,720,89,2.213862690143287,2076007.718710264,5196.144816324869,98524.152333236
ppo_event_residual,1,9000059,720,100,2.4748461097478867,1933296.9881234043,1740.7064973388567,99648.79461159653
ppo_event_residual,1,9000060,720,97,1.8350802436470985,2607258.977766214,11841.427537658528,93721.73756620967
