seed,decisions,mean_decision_interval_h,episode_reward,captured_t,stored_t,vented_t,storage_rate,episode_vessel_fuel_eur,episode_conditioning_eur,episode_reconditioning_eur,episode_loading_eur,episode_unloading_eur,episode_operating_cost_eur,episode_vent_penalty_eur,episode_storage_shortfall_penalty_eur,terminal_cleanup_operating_cost_eur,operating_cost_eur,episode_total_cost_eur,total_cost_eur,unit_total_cost_eur_per_t,hard_violations,wall_clock_seconds
9000041,178,4.044943820224719,-2.0929390502311875,125444.62651394652,105778.50885648395,2801.7784519517795,0.8432286961667812,666299.7000000074,938400.0000000002,43369.18863115845,3663.0000000000027,3205.1250000000027,1654937.0136311662,224142.2761561424,0.0,213859.7604438789,1868796.774075045,1879079.2897873085,2092939.0502311874,19.786051749612042,0,1.458526457194239
9000042,228,3.1578947368421053,-2.0760231564382368,122590.33961068436,102452.8831632428,2775.0144060180846,0.8357337412442695,678338.7600000072,879749.9999999998,42005.682096929544,3434.062500000004,3205.1250000000036,1606733.6295969365,222001.15248144677,0.0,247288.3743598534,1854022.0039567898,1828734.7820783833,2076023.1564382366,20.26319896854845,0,1.2469804449938238
9000043,187,3.8502673796791442,-1.921137259541887,122999.51700733569,106823.52997415984,0.0,0.8684873938796759,687056.7000000082,938399.9999999999,43797.64728940555,3663.0000000000055,3424.905000000005,1676342.2522894137,0.0,0.0,244795.00725247333,1921137.259541887,1676342.2522894137,1921137.259541887,17.984214339355777,0,0.9653797526843846
9000044,252,2.857142857142857,-2.2449342986159215,129859.10158151455,108231.28342453604,4053.7997890890047,0.8334516572686868,677923.6200000078,995766.518888958,44374.82620405971,3886.9274922104178,3205.125000000004,1725157.0175852359,324303.9831271204,0.0,195473.29790356438,1920630.3154888002,2049461.0007123563,2244934.298615921,20.742009404158964,0,0.7331164991483092
9000045,191,3.769633507853403,-2.0122251074863784,125440.6630420947,110216.58619498927,1054.612306754216,0.8786352329627226,676678.2000000083,970348.4200232176,45188.80033994559,3787.709145934622,3434.0625000000036,1699437.192009106,84368.98454033729,0.0,228418.9309369351,1927856.1229460412,1783806.1765494433,2012225.1074863784,18.257008105172645,0,1.2612968548201025
9000046,218,3.302752293577982,-2.008262915945615,132406.07380064274,117249.00802815215,0.0,0.8855259027217147,688302.1200000078,1055699.9999999995,48072.093291542325,4120.875000000005,3458.4825000000046,1799653.5707915495,0.0,0.0,208609.3451540672,2008262.9159456168,1799653.5707915495,2008262.9159456168,17.12818683688498,0,1.1046707378700376
9000047,203,3.5467980295566504,-2.082479033305113,128277.74695956499,117322.71070420364,1650.129171866891,0.9145990905280357,691208.1000000086,982957.4594386916,48102.311388723545,3836.9279347015467,3580.5825000000045,1729685.3812621254,132010.3337493513,0.0,220783.3182936364,1950468.6995557619,1861695.7150114768,2082479.0333051132,17.750007827175942,0,1.5862557510845363
9000048,208,3.4615384615384617,-3.5411112352666336,131010.22127700872,91878.98628887202,21913.17134617321,0.7013115877012572,720683.0400000073,787474.0,37670.384378437484,3073.867500000003,2747.250000000003,1551648.5418784446,1753053.7076938557,0.0,236408.9856943342,1788057.5275727788,3304702.2495723004,3541111.2352666347,38.54103509733127,0,1.0703128832392395
9000049,245,2.938775510204082,-1.8670849892870536,124881.76991963951,109286.39507358232,0.0,0.8751188835961189,675432.7800000071,912934.5445340486,44807.42198016881,3563.5967994759435,3205.125000000004,1639943.4683137005,0.0,0.0,227141.5209733533,1867084.9892870537,1639943.4683137005,1867084.9892870537,17.084331384798162,0,1.3974250108003616
9000050,189,3.8095238095238093,-2.1143710247736784,132171.66508378548,117106.31139975214,2080.65791034273,0.8860167670999438,689962.6800000077,997050.0000000001,48013.58767389833,3891.937500000006,3663.0000000000055,1742581.2051739062,166452.6328274184,0.0,205337.18677235334,1947918.3919462594,1909033.8380013246,2114371.024773678,18.055141516293656,0,1.7532032220624387
9000051,208,3.4615384615384617,-2.001786561268845,128981.17360926494,117543.90586528451,566.9411563435615,0.9113260685731668,686226.4200000083,997049.9999999998,48193.00140476658,3891.937500000003,3663.000000000006,1739024.3589047748,45355.29250748492,0.0,217406.9098565853,1956431.26876136,1784379.6514122598,2001786.561268845,17.030117780525906,0,1.937878361903131
9000052,216,3.3333333333333335,-2.314955152715472,130292.35070980627,114776.81852687357,5909.037666293739,0.8809175511961582,647618.4000000072,983712.052742649,47058.49559601811,3839.873453960283,3434.062500000005,1685662.8842926347,472723.0133034993,0.0,156569.25511933814,1842232.1394119728,2158385.897596134,2314955.152715472,20.169187318721978,0,1.0266620642505586
9000053,202,3.5643564356435644,-1.8180816698824842,119353.23535741051,105685.19796623576,0.0,0.885482472676631,649278.9600000071,928724.0338422692,43330.93116615676,3625.2303239175553,3416.722770614006,1628375.8781029645,0.0,0.0,189705.7917795195,1818081.669882484,1628375.8781029645,1818081.669882484,17.202803276796846,0,1.776513742748648
9000054,169,4.260355029585799,-2.5788157620259344,132093.2010707144,108208.59920637972,7569.01913326762,0.8191837152046276,690792.9600000085,957167.9999999998,44365.52567461567,3736.260000000007,3434.062500000003,1699496.808174624,605521.5306614095,0.0,273797.42318990163,1973294.2313645259,2305018.338836034,2578815.7620259356,23.83189303751651,0,1.796074289828539
9000055,193,3.7305699481865284,-2.0197419972220283,124998.78160566899,107556.88600649338,901.1327503953185,0.8604634751225081,717361.9200000083,938400.0,44098.32326266228,3663.0000000000055,3205.1250000000045,1706728.3682626705,72090.62003162547,0.0,240923.00892773303,1947651.3771904034,1778818.988294296,2019741.997222029,18.778360663027133,0,1.5623034951277077
9000056,177,4.067796610169491,-2.4825518894155985,126854.31280836993,101688.49883211595,7160.799355583105,0.8016164100445663,680829.6000000072,842501.4730447129,41692.28452116759,3288.664637428373,3205.125000000003,1571517.1472033162,572863.9484466488,0.0,338170.7937656344,1909687.9409689507,2144381.095649965,2482551.8894155994,24.413300598666552,0,1.4701183470897377
9000057,216,3.3333333333333335,-1.9021666182910668,122972.65226763315,109604.11557860603,930.2502996769728,0.8912885390165259,632673.3600000062,942818.6341185519,44937.68738722848,3680.247929215962,3302.805000000005,1627412.7344350023,74420.02397415783,0.0,200333.85988190712,1827746.5943169096,1701832.7584091602,1902166.6182910674,17.354883146945966,0,0.9023744272999465
9000058,187,3.8502673796791442,-1.84703606988311,126103.88537882672,111878.58565150174,0.0,0.8871938030728318,656751.4800000063,995113.4371603953,45870.22011711572,3884.3782185832615,3663.000000000004,1705282.5154961005,0.0,0.0,141753.55438700994,1847036.0698831105,1705282.5154961005,1847036.0698831105,16.509290487784405,0,1.2397999232634902
9000059,209,3.444976076555024,-2.2756502595392245,125978.9416694392,104844.09136723343,5339.697298566938,0.8322350543500969,656751.4800000073,879750.0000000002,42986.07746056574,3434.062500000002,3426.276934498667,1586347.896895072,427175.78388535517,0.0,262126.5787587967,1848474.4756538686,2013523.680780427,2275650.2595392237,21.70508828741135,0,1.326314089819789
9000060,190,3.789473684210526,-2.6440306156687177,126857.6135473692,98563.30205181081,10142.729647095788,0.7769600837951034,703247.1600000086,869360.4865104688,40410.95384124242,3393.5075256690643,2976.1875000000036,1619388.295377389,811418.3717676633,0.0,213223.94852366432,1832612.2439010534,2430806.6671450525,2644030.615668717,26.825710590325546,0,1.0425377720966935
