#{"t_start": 1785272198.006851, "env_id": "None"}
r,l,t
-8.456917,720,11.744938
-8.272286,720,20.611874
-6.858924,720,30.268914
-6.449108,720,39.975954
-5.488577,720,49.918746
-6.757409,720,57.582958
-5.610664,720,67.008674
-3.736599,720,77.136243
-5.670625,720,86.945108
-6.267163,720,96.533937
-4.950342,720,104.45354
-6.694264,720,113.238868
-6.205534,720,122.046466
-6.099217,720,131.166895
-6.332479,720,140.417554
-5.886609,720,148.010728
-6.084701,720,156.830028
-5.616341,720,165.840295
-5.742683,720,174.924357
-5.900627,720,184.125144
-6.527686,720,193.399925
-7.448492,720,200.976561
-6.429764,720,210.031839
-6.686436,720,218.940088
-6.827612,720,227.824972
-7.71108,720,236.59325
-7.921033,720,243.92723
-7.513328,720,252.667849
-7.581072,720,261.597356
-7.326748,720,270.465061
-7.938078,720,279.216597
-9.24671,720,286.345806
-8.318268,720,295.074482
-8.166534,720,303.697
-7.965684,720,312.322376
-6.79456,720,321.03199
-8.283449,720,329.890428
-7.385145,720,336.926077
-7.856296,720,345.629096
-8.359237,720,354.30291
-6.77778,720,363.362213
-8.98493,720,372.239027
-7.517494,720,379.618953
-7.120084,720,388.278185
-6.841881,720,396.996831
-7.862581,720,405.590661
-6.655016,720,414.366585
-6.108651,720,421.732688
-7.013818,720,430.605321
-7.59158,720,439.394965
-7.5512,720,447.973911
-7.807401,720,456.630627
-6.808912,720,465.426882
-7.87974,720,472.518731
-7.922574,720,481.251184
-8.195531,720,489.850439
-6.822483,720,498.513134
-7.349391,720,507.085725
-8.337307,720,514.16534
-7.79672,720,522.683268
-7.72817,720,531.265298
-8.322304,720,539.880983
-7.039046,720,548.463157
-8.328158,720,555.474964
-8.245226,720,564.130915
-8.319373,720,572.718489
-8.117794,720,581.272139
-7.721863,720,589.809686
-7.154381,720,598.462682
-7.297861,720,605.533555
-6.892888,720,614.302327
-7.016358,720,623.105473
-6.309788,720,631.796802
-7.011771,720,640.715738
-7.794844,720,647.814662
-7.682449,720,656.386637
-7.223839,720,665.089704
-8.272236,720,673.740708
-6.579459,720,682.374209
-6.970149,720,689.453745
-7.312464,720,698.172911
-8.461472,720,706.789811
-8.462005,720,715.367101
-8.593786,720,723.991395
-7.924279,720,732.535532
-7.458704,720,739.522635
-8.431671,720,748.161533
-8.113795,720,756.764697
-7.638738,720,765.339444
-8.221441,720,773.897859
-6.957803,720,780.901754
-8.388396,720,789.49486
-7.862465,720,798.127716
-8.744457,720,806.680805
-7.48295,720,815.335285
-7.304161,720,822.375449
-7.320916,720,831.041556
-7.129265,720,839.898786
-7.652994,720,848.484955
-6.076433,720,857.453633
-7.236939,720,866.501407
-8.390805,720,873.679588
-7.918878,720,882.472647
-7.644621,720,891.159721
-8.193118,720,899.906081
-7.856545,720,908.599091
-7.858999,720,915.660217
-6.928289,720,924.248859
-7.270825,720,932.873896
-7.848078,720,941.465663
-7.689223,720,950.100415
-8.109257,720,957.267967
-7.19087,720,965.901673
-7.57017,720,974.650203
-7.473603,720,983.299283
-7.474673,720,992.006386
-8.044092,720,1000.675831
-6.260649,720,1007.812441
-8.146072,720,1016.616894
-7.797538,720,1025.299776
-7.0274,720,1034.059953
-7.381756,720,1042.654438
-8.501134,720,1049.751579
-7.928907,720,1058.373176
-7.898298,720,1066.949975
-7.924553,720,1075.522162
-7.336348,720,1084.325256
-6.113735,720,1091.753641
-6.418987,720,1100.711643
-7.078064,720,1109.623765
-6.523557,720,1118.361892
-7.285615,720,1127.147387
-7.396044,720,1135.9986
-8.014184,720,1143.084585
-8.17744,720,1151.736111
-7.409511,720,1160.368119
-8.068708,720,1169.008822
-7.491912,720,1177.586871
-7.314457,720,1184.619895
-8.431468,720,1193.195696
-7.929263,720,1201.756459
-7.80532,720,1210.333155
-8.042693,720,1218.918654
-6.833701,720,1225.979199
-6.618737,720,1234.628815
-7.689547,720,1243.390846
-7.640912,720,1252.012709
-6.854873,720,1260.792378
-6.847408,720,1269.538349
-7.419569,720,1276.781026
-7.728369,720,1285.563481
-6.972829,720,1294.291002
-7.372502,720,1302.896233
-7.358523,720,1311.523436
-6.406444,720,1318.765669
-8.058028,720,1327.505473
-7.340899,720,1336.150497
-8.272352,720,1344.823677
-7.887947,720,1353.7003
-6.696913,720,1360.862353
-6.407918,720,1369.771526
-7.357692,720,1378.711915
-7.501975,720,1387.841802
-5.447492,720,1396.781908
-4.884053,720,1406.280091
-5.428406,720,1455.713685
-6.627843,720,1464.974747
-7.29572,720,1473.948335
-6.885772,720,1482.76556
-7.501595,720,1491.68484
-7.145649,720,1499.066832
-6.734888,720,1508.110839
-6.276179,720,1516.769164
-7.586413,720,1525.672343
-5.828381,720,1535.130615
-4.92819,720,1542.955965
-6.766079,720,1552.057895
-5.304984,720,1561.550579
-6.057843,720,1570.52116
-6.421549,720,1579.479688
-4.582658,720,1589.048468
-6.678737,720,1596.615318
-5.410969,720,1605.588586
-7.244372,720,1614.402493
-6.792191,720,1623.278327
-5.838454,720,1632.021189
-6.347383,720,1639.172699
-6.941091,720,1648.134275
-6.469515,720,1657.038868
-6.128582,720,1665.711211
-5.604038,720,1674.57064
-6.127593,720,1682.004046
-6.098287,720,1691.17236
-7.202317,720,1700.087687
-6.462929,720,1709.148991
-7.428705,720,1718.129525
-7.280713,720,1726.902395
-7.245305,720,1734.272648
-6.481273,720,1743.041578
-6.513156,720,1751.866229
-6.301672,720,1760.739901
-6.345238,720,1770.027095
-5.81633,720,1777.50596
-5.877285,720,1786.629356
-5.471844,720,1795.766823
-6.418793,720,1805.150499
-6.043906,720,1814.57179
-6.237038,720,1822.052841
-5.677811,720,1831.272173
-6.847855,720,1840.222959
-5.735833,720,1849.374157
-6.318373,720,1858.440762
-5.946059,720,1867.598524
-5.545498,720,1874.871251
-6.76669,720,1883.825455
-6.587927,720,1892.597534
-5.600763,720,1901.941212
-6.262262,720,1911.139256
-6.603206,720,1918.868221
-6.656275,720,1927.753128
-6.161647,720,1936.962917
-4.640163,720,1945.801112
-6.452267,720,1955.024307
-7.287228,720,1962.705288
-6.927888,720,1971.864641
-4.711764,720,1981.22698
-6.005096,720,1990.348179
-5.546929,720,1999.643822
-5.991742,720,2008.820271
-5.308948,720,2016.366821
-6.076887,720,2025.867022
-6.911291,720,2035.228032
-7.669249,720,2044.21219
-7.791572,720,2052.990403
-6.854277,720,2060.193966
-6.46218,720,2069.033139
-5.650497,720,2078.202425
-4.696766,720,2087.701805
-4.138558,720,2097.057897
-4.998455,720,2104.873768
-5.705802,720,2114.499912
-6.530315,720,2123.655263
-4.830127,720,2132.805676
-6.986451,720,2142.09384
-6.868694,720,2151.192795
-7.850994,720,2158.37626
-6.160565,720,2167.342118
-5.467039,720,2176.5241
-6.604336,720,2185.523097
-5.649556,720,2194.705921
-5.737014,720,2202.636235
-5.642595,720,2211.57537
-5.997216,720,2220.572853
-6.711099,720,2229.532857
-7.054402,720,2238.486507
-6.484943,720,2245.712623
-7.598081,720,2254.409535
-5.145227,720,2263.22078
-7.133583,720,2272.160354
-6.428527,720,2281.00546
-7.672262,720,2290.09999
-5.739238,720,2297.327125
-6.68776,720,2306.1728
-7.267179,720,2315.172769
-4.844103,720,2324.368916
-5.952086,720,2333.21479
-6.815416,720,2340.991917
-7.235885,720,2350.238868
-6.152953,720,2359.086087
-5.641421,720,2368.09655
-6.982356,720,2377.296201
-6.408673,720,2384.706845
-7.139851,720,2393.968983
-6.917378,720,2403.181579
-6.137749,720,2412.458586
-5.348358,720,2421.613071
-6.052688,720,2430.733547
-6.893358,720,2438.424503
-6.095418,720,2447.650676
-5.506167,720,2456.616047
-7.489679,720,2465.490295
-5.80324,720,2474.373887
-7.606161,720,2481.873984
-5.615038,720,2490.648982
-5.544835,720,2499.772875
-5.965496,720,2509.230803
-6.963978,720,2518.488513
-5.815859,720,2526.367422
-5.782168,720,2535.74885
-5.505221,720,2545.008319
-6.488972,720,2554.359804
-5.487771,720,2563.675661
-6.543968,720,2573.054958
-4.923502,720,2580.759942
-5.079206,720,2590.284994
-4.961001,720,2599.543106
-6.055048,720,2609.097873
-5.636976,720,2618.334923
-5.428131,720,2625.936911
-7.233173,720,2634.844712
-5.499524,720,2644.186551
-6.02141,720,2653.661093
-6.267301,720,2662.894804
-5.497431,720,2670.379351
-5.1036,720,2679.737705
-6.593867,720,2688.827578
-5.364392,720,2698.093059
-7.544498,720,2707.118362
-7.069107,720,2716.138502
-7.413213,720,2723.536523
-5.800045,720,2732.650713
-5.888489,720,2742.042187
-6.089726,720,2751.390601
-6.057475,720,2760.444535
-6.916475,720,2767.633177
-6.975405,720,2776.37085
-5.832632,720,2785.338727
-6.679662,720,2794.736732
-5.280931,720,2803.78895
-6.280094,720,2810.993023
-6.312722,720,2820.351265
-6.206154,720,2829.475096
-7.310806,720,2838.443524
-6.731555,720,2847.443913
-6.882953,720,2856.519433
-6.759981,720,2864.222155
-6.020943,720,2873.137177
-6.567951,720,2882.195119
-5.513816,720,2891.358512
-4.73653,720,2900.613024
-4.86781,720,2951.240623
-7.068681,720,2960.281355
-6.472821,720,2969.452861
-5.382555,720,2978.803827
-5.114973,720,2988.096364
-5.980157,720,2995.567217
-4.804871,720,3004.401337
-6.438436,720,3013.505143
-6.490429,720,3022.769573
-5.887095,720,3032.037585
