#{"t_start": 1785272200.1907773, "env_id": "None"}
r,l,t
-8.699129,720,9.556758
-7.505863,720,18.421863
-7.97276,720,28.071181
-4.933024,720,37.804687
-5.264294,720,47.709359
-5.362775,720,55.392085
-6.614436,720,64.805002
-4.604574,720,74.941979
-4.48362,720,84.843461
-4.74492,720,94.341158
-5.52295,720,102.265012
-6.821117,720,111.028454
-7.161628,720,119.829778
-5.476587,720,128.991603
-5.603227,720,138.222934
-5.312777,720,145.817972
-7.205626,720,154.620607
-6.639588,720,163.676843
-7.265004,720,172.705568
-5.486939,720,181.951716
-5.748322,720,191.266884
-6.227493,720,198.772318
-7.055437,720,207.828439
-7.360209,720,216.754158
-6.416096,720,225.633524
-6.174185,720,234.416038
-5.910571,720,241.745324
-7.755823,720,250.460988
-6.742221,720,259.43302
-7.38007,720,268.277154
-7.363791,720,277.0399
-7.598972,720,284.160875
-6.866179,720,292.874034
-8.776797,720,301.499279
-7.611545,720,310.159675
-7.140783,720,318.83988
-6.792323,720,327.723551
-7.626902,720,334.771769
-8.075032,720,343.46179
-7.668898,720,352.111285
-6.599045,720,361.145669
-6.848444,720,370.044617
-6.920349,720,377.422968
-6.893959,720,386.092446
-7.495704,720,394.79809
-7.619912,720,403.39892
-8.141434,720,412.180362
-6.737661,720,419.508757
-5.715407,720,428.411473
-8.175706,720,437.201634
-7.978425,720,445.778513
-7.503983,720,454.442819
-7.639714,720,463.245197
-8.082596,720,470.370342
-7.762066,720,479.061747
-8.151912,720,487.666517
-8.362775,720,496.328468
-7.060035,720,504.89905
-7.067841,720,511.973508
-7.37769,720,520.5077
-8.124592,720,529.07973
-7.803148,720,537.686725
-8.34382,720,546.277551
-7.039493,720,553.282084
-8.244827,720,561.95121
-7.75534,720,570.530083
-7.727052,720,579.085222
-8.795661,720,587.623339
-8.443068,720,596.278736
-6.771761,720,603.342537
-6.855667,720,612.103423
-8.004638,720,620.891855
-6.990151,720,629.603301
-6.462587,720,638.538654
-7.10253,720,645.626254
-7.693842,720,654.196668
-5.788775,720,662.90675
-7.690246,720,671.553406
-8.090608,720,680.190258
-8.119479,720,687.260391
-7.557395,720,695.985872
-7.492926,720,704.601285
-8.00276,720,713.172052
-8.278558,720,721.800277
-7.130779,720,730.352256
-8.544656,720,737.335625
-8.392553,720,745.971167
-8.582975,720,754.583167
-7.360496,720,763.15445
-8.225853,720,771.704605
-8.407625,720,778.71517
-7.875516,720,787.309326
-7.283979,720,795.935289
-7.866653,720,804.496813
-7.352434,720,813.153878
-7.312405,720,820.193082
-8.822311,720,828.85265
-8.070347,720,837.701802
-8.686191,720,846.295344
-6.762748,720,855.259059
-6.361581,720,864.320644
-7.620023,720,871.491024
-7.460539,720,880.281063
-7.670697,720,888.971206
-7.604124,720,897.717628
-5.765453,720,906.412798
-6.782331,720,913.474911
-8.031855,720,922.064905
-7.750068,720,930.678353
-7.69339,720,939.283975
-8.245113,720,947.953075
-7.903863,720,955.081422
-8.144385,720,963.718405
-7.614344,720,972.464836
-7.709892,720,981.11588
-7.210875,720,989.819499
-6.667137,720,998.486228
-7.687451,720,1005.637494
-7.219351,720,1014.433064
-7.737643,720,1023.138419
-7.034109,720,1031.873109
-8.053395,720,1040.467089
-7.575447,720,1047.561723
-7.856861,720,1056.18943
-7.353968,720,1064.761945
-7.09415,720,1073.332935
-7.732743,720,1082.140638
-7.041325,720,1089.500345
-8.745349,720,1098.527837
-8.233646,720,1107.44775
-7.021184,720,1116.144494
-7.691982,720,1124.961601
-7.791206,720,1133.806834
-6.420853,720,1140.895169
-7.720183,720,1149.541172
-7.72776,720,1158.174192
-7.311309,720,1166.821311
-8.141535,720,1175.394459
-8.200057,720,1182.433488
-8.30477,720,1191.019345
-7.609148,720,1199.572534
-7.444733,720,1208.155317
-7.196448,720,1216.723676
-6.949357,720,1223.786996
-8.257316,720,1232.444889
-7.425689,720,1241.206999
-6.739707,720,1249.875718
-6.875642,720,1258.608754
-7.928935,720,1267.34566
-7.883484,720,1274.591386
-6.652923,720,1283.383134
-7.476017,720,1292.096252
-8.079709,720,1300.711286
-8.582726,720,1309.296318
-6.740371,720,1316.581743
-7.290315,720,1325.311864
-6.928217,720,1333.960766
-7.36972,720,1342.629849
-6.806348,720,1351.515938
-7.47721,720,1358.678442
-6.543567,720,1367.585457
-8.014188,720,1376.517913
-5.758954,720,1385.588148
-5.926302,720,1394.588489
-6.870153,720,1404.086391
-6.993863,720,1453.538858
-5.914755,720,1462.78785
-7.083831,720,1471.757385
-8.435987,720,1480.576749
-7.229121,720,1489.509878
-7.617809,720,1496.883686
-7.914827,720,1505.902209
-8.097904,720,1514.579188
-5.680677,720,1523.491118
-5.333928,720,1533.000428
-6.59254,720,1540.755955
-5.694225,720,1549.84761
-6.18752,720,1559.35797
-5.769962,720,1568.310358
-4.877462,720,1577.345597
-5.417433,720,1586.851729
-5.591922,720,1594.436024
-5.795057,720,1603.408014
-6.63741,720,1612.218919
-6.656489,720,1621.129255
-6.375056,720,1629.81923
-5.721871,720,1636.988274
-7.247076,720,1645.958341
-6.338202,720,1654.872379
-5.956481,720,1663.551445
-5.675788,720,1672.379008
-4.46454,720,1679.847628
-5.939841,720,1688.995437
-6.510456,720,1697.900165
-6.622992,720,1706.934644
-7.218972,720,1715.962152
-6.405244,720,1724.725342
-7.420982,720,1732.088797
-7.101776,720,1740.883998
-6.456681,720,1749.666257
-6.515298,720,1758.556783
-5.114661,720,1767.827824
-5.624676,720,1775.376268
-6.192038,720,1784.432093
-6.575763,720,1793.573412
-5.531767,720,1802.966668
-5.82137,720,1812.387534
-5.954901,720,1819.869792
-6.325855,720,1829.082003
-6.857295,720,1837.994954
-6.052725,720,1847.253925
-6.205716,720,1856.245648
-6.284593,720,1865.345452
-5.654284,720,1872.685266
-7.011721,720,1881.651477
-6.238676,720,1890.404611
-5.690812,720,1899.765364
-6.692854,720,1908.954221
