#{"t_start": 1785272200.2896829, "env_id": "None"}
r,l,t
-9.326957,720,9.464431
-6.935886,720,18.298999
-6.101567,720,28.0311
-7.196626,720,37.711361
-6.682875,720,47.605074
-6.565682,720,55.292058
-5.71438,720,64.715084
-3.894704,720,74.832073
-4.928845,720,84.649952
-4.126424,720,94.241454
-6.377908,720,102.175933
-7.277667,720,110.93724
-7.375933,720,119.773852
-4.969821,720,128.959733
-5.939847,720,138.132081
-6.130944,720,145.707966
-5.745439,720,154.539092
-6.168022,720,163.545394
-5.238763,720,172.629396
-7.004182,720,181.847288
-5.343428,720,191.193148
-6.726331,720,198.726322
-7.268219,720,207.712625
-7.588556,720,216.644096
-6.885582,720,225.540021
-6.581322,720,234.327227
-7.761822,720,241.64907
-7.485601,720,250.395051
-7.336899,720,259.328892
-7.703557,720,268.182236
-7.695543,720,276.948879
-7.505662,720,284.056606
-7.776045,720,292.790993
-7.466775,720,301.414376
-7.989351,720,310.033443
-6.674052,720,318.753545
-6.772393,720,327.618177
-8.251964,720,334.672448
-8.462321,720,343.333159
-7.085762,720,352.019435
-6.886774,720,361.066394
-7.049389,720,369.99299
-6.296838,720,377.324775
-6.707559,720,385.991821
-8.129519,720,394.703622
-7.418403,720,403.35443
-7.154641,720,412.08575
-6.487434,720,419.411994
-7.71461,720,428.316133
-7.957306,720,437.108799
-7.176064,720,445.679902
-7.870611,720,454.351813
-6.325726,720,463.136397
-7.453898,720,470.237892
-7.879058,720,478.971897
-6.894988,720,487.573804
-7.325103,720,496.229182
-7.299328,720,504.803681
-7.757024,720,511.875889
-8.198912,720,520.407609
-7.661067,720,528.986867
-8.065703,720,537.592793
-8.158239,720,546.178195
-7.023686,720,553.183673
-8.503731,720,561.856363
-7.949732,720,570.441154
-8.046608,720,578.990318
-7.17105,720,587.531931
-7.508507,720,596.190256
-8.285494,720,603.255478
-7.582546,720,612.012617
-6.853325,720,620.803466
-7.06081,720,629.515324
-7.713609,720,638.433995
-8.316774,720,645.536809
-7.498196,720,654.105204
-8.215875,720,662.810693
-7.107287,720,671.461401
-7.818303,720,680.088607
-7.789418,720,687.166481
-7.562985,720,695.89852
-7.52124,720,704.504946
-8.677799,720,713.077388
-8.505341,720,721.70379
-7.759916,720,730.249603
-7.666226,720,737.242002
-7.928348,720,745.871013
-7.867852,720,754.487177
-8.024488,720,763.0562
-7.18841,720,771.630388
-7.724743,720,778.623674
-8.347112,720,787.202125
-8.529147,720,795.840118
-7.420276,720,804.402232
-8.462899,720,813.048176
-7.851693,720,820.097329
-7.708197,720,828.763313
-7.648312,720,837.614949
-7.370421,720,846.200097
-6.645583,720,855.174013
-5.849273,720,864.252718
-8.36799,720,871.396594
