#{"t_start": 1785272199.570939, "env_id": "None"}
r,l,t
-8.20518,720,10.176996
-8.544934,720,19.020807
-8.004618,720,28.703795
-5.956862,720,38.421684
-4.430956,720,48.33416
-6.258984,720,56.01611
-5.426188,720,65.429763
-5.116073,720,75.551116
-4.026544,720,85.402004
-5.30027,720,94.971273
-6.762389,720,102.895077
-7.839679,720,111.656766
-6.082043,720,120.450212
-4.94507,720,129.627786
-4.857932,720,138.841428
-5.434795,720,146.437529
-5.770537,720,155.288992
-6.218964,720,164.266887
-7.100207,720,173.354446
-5.448581,720,182.603347
-6.824175,720,191.892265
-6.167163,720,199.418517
-6.75589,720,208.425105
-6.538482,720,217.412439
-6.95123,720,226.250924
-7.090663,720,235.05795
-7.411608,720,242.371029
-7.287604,720,251.072825
-7.370096,720,260.042166
-6.360359,720,268.891023
-8.307788,720,277.674647
-7.825131,720,284.784692
-8.175832,720,293.542107
-8.585696,720,302.160331
-8.001057,720,310.733345
-8.249172,720,319.479317
-7.640541,720,328.326991
-7.58978,720,335.394504
-7.488964,720,344.05674
-7.015365,720,352.731248
-6.250108,720,361.788421
-6.923867,720,370.673721
-6.937918,720,378.008519
-7.59076,720,386.706447
-7.653338,720,395.421129
-7.85596,720,404.016375
-6.644233,720,412.796026
-6.914991,720,420.110987
-7.749161,720,429.060497
-8.127187,720,437.826872
-8.124762,720,446.408335
-8.460601,720,455.071242
-7.723705,720,463.844532
-7.244706,720,470.966565
-7.755839,720,479.735362
-7.749869,720,488.293716
-7.802103,720,496.953119
-7.171853,720,505.518887
-7.121895,720,512.59335
-7.114867,720,521.120319
-7.836044,720,529.697152
-9.371486,720,538.309562
-7.211475,720,546.899046
-7.560469,720,553.90701
-7.951594,720,562.56992
-8.570366,720,571.152214
-8.164055,720,579.708
-9.321427,720,588.24938
-7.670735,720,596.903675
-7.400389,720,603.962661
-8.432629,720,612.721874
-7.118115,720,621.51166
-6.808117,720,630.275774
-7.4444,720,639.154795
-6.928923,720,646.251648
-7.763509,720,654.820021
-8.291587,720,663.53107
-7.332528,720,672.181233
-7.376433,720,680.816397
-8.057255,720,687.880236
-7.880469,720,696.610415
-8.728664,720,705.225245
-7.029013,720,713.791914
-7.776631,720,722.423305
-8.557209,720,730.964624
-8.510077,720,737.959208
-8.771536,720,746.597197
-8.696042,720,755.210287
-8.500524,720,763.768292
-7.759056,720,772.334276
-7.210044,720,779.34089
-8.741266,720,787.916457
