#{"t_start": 1785272198.7895503, "env_id": "None"}
r,l,t
-9.910013,720,10.942369
-7.326413,720,19.803256
-6.973418,720,29.471253
-5.12953,720,39.196373
-7.025065,720,49.105146
-5.357891,720,56.793779
-6.474334,720,66.228946
-4.953488,720,76.365061
-5.934975,720,86.211051
-5.434357,720,95.736111
-5.748864,720,103.66396
-6.495495,720,112.449246
-6.313171,720,121.250018
-6.442587,720,130.418713
-5.714702,720,139.637337
-5.211835,720,147.222023
-6.482345,720,156.020446
-6.582631,720,165.045533
-6.279788,720,174.181519
-6.67608,720,183.372382
-6.582144,720,192.634844
-5.723118,720,200.207222
-6.277702,720,209.21049
-6.46501,720,218.146342
-7.811976,720,227.054333
-6.787035,720,235.810552
-7.171979,720,243.154148
-7.369918,720,251.858724
-7.401667,720,260.836363
-8.394597,720,269.674652
-8.214759,720,278.454656
-7.698485,720,285.550019
-8.862314,720,294.299569
-7.199734,720,302.91587
-8.039257,720,311.522172
-9.195661,720,320.243046
-7.757409,720,329.130024
-7.738807,720,336.171226
-8.146932,720,344.872679
-6.57532,720,353.526804
-6.493743,720,362.559415
-7.077355,720,371.455632
-6.625609,720,378.80439
-6.542764,720,387.560383
-5.732453,720,396.199358
-7.734443,720,404.803695
-7.300294,720,413.582509
-5.927512,720,420.947769
-7.810936,720,429.821026
-7.796155,720,438.621062
-7.926282,720,447.188795
-7.462008,720,455.852726
-7.91659,720,464.645381
-7.384158,720,471.728604
-7.936678,720,480.468082
-7.222719,720,489.071565
-8.854841,720,497.723971
-8.40283,720,506.310814
-7.104497,720,513.378328
-7.776296,720,521.90354
-7.726342,720,530.48015
-8.208079,720,539.097304
-8.757759,720,547.680241
-7.956266,720,554.689279
-8.556266,720,563.357246
-8.197377,720,571.935782
-8.35497,720,580.493806
-7.16705,720,589.085177
-8.011341,720,597.68005
-7.410981,720,604.75142
-6.592262,720,613.504682
-6.892531,720,622.294152
-6.476006,720,631.016579
-7.826532,720,639.94038
-7.006877,720,647.031478
-8.392,720,655.605919
-8.028681,720,664.309589
-7.634097,720,672.96346
-8.431099,720,681.591486
-7.553524,720,688.670651
-7.793963,720,697.390035
-7.099984,720,706.005286
-7.76573,720,714.578948
-7.289492,720,723.211582
-8.617339,720,731.750514
-8.099234,720,738.735576
-7.661816,720,747.370863
-8.763001,720,755.981997
-8.374497,720,764.553122
-7.55102,720,773.108992
-8.732415,720,780.115551
-8.344112,720,788.702082
-8.738424,720,797.34681
-8.242527,720,805.923667
-8.285318,720,814.54728
-7.414126,720,821.60046
-7.898966,720,830.253868
-7.647199,720,839.103241
-7.942295,720,847.704208
-6.981076,720,856.660466
-9.844429,720,865.755997
-5.654571,720,872.892251
-8.365206,720,881.684487
-7.225024,720,890.36885
-7.386373,720,899.130535
-8.520708,720,907.818982
-7.406065,720,914.878085
-7.689433,720,923.466163
-7.254189,720,932.068832
-8.043226,720,940.698435
-8.014905,720,949.314842
-7.035108,720,956.501412
-8.398532,720,965.109327
-8.990531,720,973.860761
-8.100502,720,982.517173
-7.98348,720,991.224272
-7.672726,720,999.897767
-7.521425,720,1007.039966
-6.93829,720,1015.857379
-6.752173,720,1024.516586
-7.414101,720,1033.289427
-7.932583,720,1041.875179
-7.78523,720,1048.963793
-7.893239,720,1057.596408
-8.377181,720,1066.168926
-8.082366,720,1074.73683
-7.726244,720,1083.53944
-7.196462,720,1090.912153
-7.413053,720,1099.928856
-7.036106,720,1108.83051
-7.313104,720,1117.551553
-6.331194,720,1126.367057
-7.015041,720,1135.20866
-7.173624,720,1142.304329
-7.531998,720,1150.943087
-8.647631,720,1159.578235
-8.006337,720,1168.222243
-7.217997,720,1176.801291
-8.028884,720,1183.840935
-7.22647,720,1192.412833
-8.002509,720,1200.973789
-7.641935,720,1209.548208
-6.702327,720,1218.127628
-8.054739,720,1225.191406
-6.658323,720,1233.849721
-6.461834,720,1242.63334
-7.552641,720,1251.226869
-7.169844,720,1260.012722
-7.035107,720,1268.755167
-7.029024,720,1276.024071
-6.350481,720,1284.7982
-6.903463,720,1293.507582
-6.675113,720,1302.124414
-6.669963,720,1310.700725
-6.19457,720,1317.989558
-6.5109,720,1326.716007
-7.588441,720,1335.369853
-6.594097,720,1344.03278
-7.976493,720,1352.915134
-6.018534,720,1360.090523
-7.513387,720,1368.986585
-8.615678,720,1377.924469
-6.535992,720,1387.053852
-7.136733,720,1396.039368
-6.099833,720,1405.500058
-6.507338,720,1454.933055
-4.174981,720,1464.215595
-6.736037,720,1473.159094
-6.383061,720,1482.00839
-6.567073,720,1490.908045
-7.151788,720,1498.294193
-7.800271,720,1507.304173
-6.834598,720,1515.980309
-6.121737,720,1524.877374
-5.658894,720,1534.369181
-5.687366,720,1542.197618
-5.408223,720,1551.324507
-4.844497,720,1560.762464
-6.39712,720,1569.71484
-6.534726,720,1578.696999
-3.792121,720,1588.260677
-6.109284,720,1595.832886
-6.416855,720,1604.798804
-6.68048,720,1613.675149
-6.537775,720,1622.565655
-6.747857,720,1631.218952
-6.593585,720,1638.39151
-5.81593,720,1647.385449
-5.792389,720,1656.257497
-6.911607,720,1664.955282
-6.100022,720,1673.798961
-6.170584,720,1681.231533
-6.736261,720,1690.396584
-7.324861,720,1699.326896
-6.197093,720,1708.344508
-6.660063,720,1717.360102
-6.510436,720,1726.109375
-6.562746,720,1733.521568
-7.460263,720,1742.253788
-8.025708,720,1751.107177
