#{"t_start": 1785272198.6743045, "env_id": "None"}
r,l,t
-9.405493,720,11.066876
-6.565504,720,19.914866
-6.462335,720,29.585547
-5.282764,720,39.302679
-5.150153,720,49.225637
-4.580701,720,56.910979
-4.944846,720,66.341105
-4.371516,720,76.50185
-4.856659,720,86.349279
-4.55061,720,95.852354
-5.98575,720,103.786932
-6.218739,720,112.549798
-6.82434,720,121.371424
-5.567853,720,130.530111
-5.064492,720,139.758027
-5.248635,720,147.321209
-6.090217,720,156.143744
-6.959013,720,165.184995
-6.985843,720,174.270485
-7.146023,720,183.45227
-5.969118,720,192.761252
-6.749339,720,200.351206
-7.224593,720,209.351693
-6.616412,720,218.26269
-6.573414,720,227.174331
-6.716209,720,235.975417
-6.006565,720,243.274851
-7.19243,720,251.967585
-6.898138,720,260.92946
-7.148747,720,269.789107
-8.709455,720,278.552771
-7.297101,720,285.683464
-8.561911,720,294.435531
-7.829005,720,303.022201
-7.632359,720,311.65832
-7.475847,720,320.359608
-8.391081,720,329.244537
-6.038679,720,336.250368
-8.338832,720,344.951675
-8.000655,720,353.633404
-7.427451,720,362.669446
-7.701843,720,371.588137
-8.454235,720,378.904362
-7.267716,720,387.611259
-8.270588,720,396.35283
-7.39053,720,404.976563
-7.54272,720,413.751955
-6.941566,720,421.035284
-7.365126,720,429.931104
-7.619974,720,438.72938
-8.226143,720,447.29798
-7.409087,720,455.963186
-6.973854,720,464.753753
-7.717976,720,471.862962
-7.584508,720,480.587647
-7.8725,720,489.184051
-8.035621,720,497.843555
-8.591911,720,506.419148
-7.936161,720,513.494372
-7.948631,720,522.023169
-8.226137,720,530.601516
-7.878978,720,539.207229
-6.782383,720,547.793572
-8.144667,720,554.802218
-7.246549,720,563.47104
-8.999596,720,572.054701
-8.172718,720,580.612708
-7.991479,720,589.143374
-8.888012,720,597.807155
-8.674575,720,604.864648
-7.288814,720,613.619696
-6.921822,720,622.413261
-7.26955,720,631.122293
-6.127988,720,640.056703
-7.7004,720,647.163768
-8.434,720,655.719894
-8.385871,720,664.42643
-7.328293,720,673.07434
-7.299101,720,681.706938
-8.109366,720,688.787269
-6.877719,720,697.524376
-7.748259,720,706.124635
-7.708431,720,714.698797
-8.02434,720,723.32329
-8.014874,720,731.863045
-7.583316,720,738.857805
-7.860596,720,747.516408
-8.447506,720,756.107605
-7.905851,720,764.669912
-7.553163,720,773.225686
-8.395008,720,780.239886
-8.499555,720,788.822664
-8.06777,720,797.456011
-7.98724,720,806.020971
-7.810547,720,814.67164
-6.84659,720,821.710131
-7.145428,720,830.381615
-7.690686,720,839.227274
-8.020902,720,847.816924
-6.504338,720,856.783152
-7.08088,720,865.843676
-7.175563,720,873.018729
-6.818915,720,881.806158
-7.571212,720,890.494725
-6.65612,720,899.242842
-7.781677,720,907.928532
-7.77021,720,914.993543
-8.344324,720,923.585877
-6.834521,720,932.188078
-8.200161,720,940.846813
-7.769279,720,949.473936
-8.066368,720,956.606149
-8.622373,720,965.226293
-7.856746,720,973.982968
-7.66219,720,982.656228
-8.873337,720,991.341138
-7.943954,720,1000.007692
-7.987766,720,1007.195634
-6.763479,720,1015.959373
-8.576564,720,1024.629139
-7.38666,720,1033.39431
-7.646368,720,1041.982322
-7.651212,720,1049.087703
-8.142705,720,1057.706999
-8.536308,720,1066.281535
-8.068372,720,1074.851923
-5.910449,720,1083.6615
-7.337793,720,1091.021399
-7.373902,720,1100.049078
-7.548515,720,1108.968192
-7.274765,720,1117.68721
-7.264974,720,1126.480011
-7.114976,720,1135.322717
-8.328554,720,1142.419705
-7.421129,720,1151.07017
-7.609561,720,1159.695657
-8.23228,720,1168.335926
-7.875564,720,1176.912643
-7.770706,720,1183.956846
-8.171662,720,1192.531963
-7.706746,720,1201.094054
-8.471905,720,1209.664731
-6.886708,720,1218.243994
-7.231777,720,1225.307569
-7.137147,720,1233.98014
-6.823286,720,1242.729624
-6.680451,720,1251.342533
-7.81013,720,1260.134888
-7.817003,720,1268.924619
-7.042026,720,1276.111971
-7.263578,720,1284.903704
-6.299563,720,1293.619492
-6.180719,720,1302.222999
-7.093057,720,1310.817922
-6.870191,720,1318.10791
-7.311502,720,1326.874355
-7.563577,720,1335.481096
-7.29666,720,1344.154961
-7.336514,720,1353.031467
-7.717901,720,1360.199439
-6.276001,720,1369.179483
-5.990174,720,1378.048342
-6.710052,720,1387.098861
-5.823859,720,1396.114518
-5.886772,720,1405.616966
-5.183889,720,1455.055211
-6.362744,720,1464.319488
-5.410204,720,1473.288706
-6.84563,720,1482.114484
-6.980323,720,1491.039111
-7.82586,720,1498.402747
-6.156091,720,1507.430237
-7.230496,720,1516.101956
-7.386947,720,1525.009889
-5.911144,720,1534.477055
-5.018787,720,1542.301812
-6.736227,720,1551.37245
-5.366597,720,1560.877483
-5.634243,720,1569.854786
-7.35588,720,1578.826853
-5.701727,720,1588.37174
-6.048769,720,1595.966166
-6.416254,720,1604.90454
-5.440609,720,1613.783308
-7.312986,720,1622.623072
-6.738867,720,1631.365922
-6.822592,720,1638.545308
-6.363577,720,1647.511924
-6.661429,720,1656.369707
-6.204268,720,1665.04721
-7.18826,720,1673.903717
-6.64712,720,1681.340468
-7.581888,720,1690.561564
-7.077454,720,1699.419893
-7.673577,720,1708.485256
-7.329058,720,1717.460203
-7.696648,720,1726.237472
-5.968078,720,1733.605114
-6.984172,720,1742.358578
-6.741266,720,1751.199341
-6.666925,720,1760.091202
-5.499647,720,1769.347984
-6.632266,720,1776.846538
-4.379012,720,1785.940574
-5.426674,720,1795.093334
