case_id,time_h,captured_t,stored_t,vented_t,emitter_inventory_t,vessel_inventory_t,terminal_inventory_t,reservoir_inventory_t,system_mass_balance_error_t,mean_capture_multiplier,minimum_speed_factor,available_well_fraction
formal_medium_720h,64.0,12327.85891571812,3990.8642226516813,0.0,5473.210980171502,12376.446146569007,2573.0593607305937,4437115.698750367,2.015440259128809e-09,1.2560954026010893,1.0,1.0
formal_medium_720h,65.0,12529.742697497755,4276.252350505562,0.0,5562.260921897851,11689.279986622292,3087.6712328767126,4437401.0868782215,2.8685462893918157e-09,1.4623766588500908,1.0,1.0
formal_medium_720h,66.0,12778.508579525233,4561.6404783594435,0.0,5688.7842363806,11011.52255416702,3602.2831050228315,4437686.475006076,1.7953425412997603e-09,1.2473636586577068,1.0,1.0
formal_medium_720h,67.0,12973.506400427264,4847.028606213325,0.0,5769.85766664581,10325.446944803844,4116.89497716895,4437971.86313393,2.3792381398379803e-09,0.9960885801822208,1.0,1.0
formal_medium_720h,68.0,13178.85167823782,5132.416734067206,0.0,5924.209794043843,9576.440095216367,4631.506849315069,4438257.251261784,2.293745637871325e-09,1.7170369895212847,1.0,1.0
formal_medium_720h,69.0,13531.288241349841,5417.804861921087,0.0,6182.1490769799175,9370.937375392314,4646.118721461188,4438542.639389638,3.976310836151242e-09,1.3201365910375131,1.0,1.0
formal_medium_720h,70.0,13741.203496218217,5703.192989774968,0.0,6272.646609127934,9490.355098112672,4360.730593607307,4438828.027517492,3.2359821489080787e-09,1.5529169142162569,1.0,1.0
formal_medium_720h,71.0,14018.30591436079,5988.581117628849,0.0,6432.135535985088,9607.968589398091,4075.342465753426,4439113.415645346,4.896719474345446e-09,1.6030551182318318,1.0,1.0
formal_medium_720h,72.0,14335.885099969622,6273.96924548273,0.0,6652.117945066705,9705.565365925306,3789.954337899545,4439398.8037732,3.9071892388165e-09,0.9480067390794914,1.0,1.0
formal_medium_720h,73.0,14495.673339984965,6559.357373336611,0.0,6729.8808484889105,9787.590702518444,3504.566210045664,4439684.191901054,4.070898285135627e-09,1.0126152155546182,1.0,1.0
formal_medium_720h,74.0,14679.937744979845,6844.745501190492,0.0,6836.822013627403,9864.913942374831,3219.178082191783,4439969.580028908,4.558387445285916e-09,1.362811141074351,1.0,1.0
formal_medium_720h,75.0,14926.806266934535,7130.133629044373,0.0,6986.338038385262,9962.266439571664,2933.7899543379017,4440254.968156762,4.7330104280263186e-09,1.8991540264772777,1.0,1.0
formal_medium_720h,76.0,15284.746206019738,7415.521756898254,0.0,7217.1755413236615,10089.368875718468,2648.4018264840206,4440540.3562846165,4.9240043153986335e-09,1.3480606832163968,1.0,1.0
formal_medium_720h,77.0,15563.248348206507,7700.909884752135,0.0,7421.779667545535,10163.266891683365,2363.0136986301395,4440825.744412471,5.362380761653185e-09,1.4470125961226898,1.0,1.0
formal_medium_720h,78.0,15838.186746267214,7986.2980126060165,0.0,7602.164435230666,10257.82052205894,2077.6255707762584,4441111.132540325,5.04405761603266e-09,1.4278676466527358,1.0,1.0
formal_medium_720h,79.0,16110.57313508104,8271.686140459899,0.0,7778.809223269011,10353.56212283442,1792.237442922377,4441396.520668179,5.295078153721988e-09,1.6754116715244354,1.0,1.0
formal_medium_720h,80.0,16404.680545359442,8557.07426831378,0.0,7943.148089525205,10483.33066685663,1506.8493150684958,4441681.908796033,5.995389074087143e-09,1.1242013425721507,1.0,1.0
formal_medium_720h,81.0,16623.73991326365,8842.46239616766,0.0,8091.355695353825,10554.182428932218,1221.4611872146145,4441967.296923887,5.296897143125534e-09,0.8201510799006472,1.0,1.0
formal_medium_720h,82.0,16739.669931428685,9127.850524021542,0.0,8119.997354592,10641.470787859074,936.0730593607332,4442252.685051741,5.409674486145377e-09,1.445034065740385,1.0,1.0
formal_medium_720h,83.0,17006.843678290003,9413.238651875423,0.0,8285.812881120837,10742.829008191555,650.6849315068519,4442538.073179595,6.5410858951509e-09,1.1638179872214895,1.0,1.0
formal_medium_720h,84.0,17182.35867514209,9698.626779729304,0.0,8345.872957592881,10858.283928571602,365.29680365297054,4442823.461307449,7.17773218639195e-09,1.1205161700601265,1.0,1.0
formal_medium_720h,85.0,17354.154205124603,9984.014907583185,0.0,8412.748643226609,10963.203772920384,79.90867579908922,4443108.849435303,7.672497304156423e-09,1.4303449810383226,1.0,1.0
formal_medium_720h,86.0,17594.50726099802,10063.923583382275,0.0,8528.884850065317,11087.420621955092,0.0,4443188.7581111025,6.2791514210402966e-09,1.3421990078839425,1.0,1.0
formal_medium_720h,87.0,17794.49993709368,10063.923583382275,0.0,8598.850375791655,11217.447772324413,0.0,4443188.7581111025,7.588823791593313e-09,0.9223548046969906,1.0,1.0
formal_medium_720h,88.0,17905.77703912579,10063.923583382275,0.0,8598.850375791655,11328.724874356525,0.0,4443188.7581111025,6.290065357461572e-09,1.1941788196664984,1.0,1.0
formal_medium_720h,89.0,18049.72641851844,10063.923583382275,0.0,8598.850375791655,11472.674253749174,0.0,4443188.7581111025,6.5410858951509e-09,0.8273888595084121,1.0,1.0
formal_medium_720h,90.0,18149.68113543038,10063.923583382275,0.0,8598.850375791655,11572.628970661113,0.0,4443188.7581111025,7.07223080098629e-09,0.9966160401338356,1.0,1.0
formal_medium_720h,91.0,18268.827726408632,10063.923583382275,0.0,8598.850375791655,11691.775561639366,0.0,4443188.7581111025,7.657945388928056e-09,0.8864873674811024,1.0,1.0
formal_medium_720h,92.0,18374.322826792428,10063.923583382275,0.0,8598.850375791655,11797.270662023162,0.0,4443188.7581111025,6.577465683221817e-09,0.9822171708246454,1.0,1.0
formal_medium_720h,93.0,18493.846696504,10063.923583382275,0.0,8598.850375791655,11916.794531734735,0.0,4443188.7581111025,7.843482308089733e-09,0.8463254748994156,1.0,1.0
formal_medium_720h,94.0,18598.1319783676,10063.923583382275,0.0,8598.850375791655,12021.079813598337,0.0,4443188.7581111025,7.30506144464016e-09,1.0258340819322727,1.0,1.0
formal_medium_720h,95.0,18720.186535696226,10063.923583382275,0.0,8598.850375791655,12143.134370926964,0.0,4443188.7581111025,7.723429007455707e-09,0.6658530182732966,1.0,1.0
