controller,model_seed,test_seed,horizon_hours,scenario_hours,event_count,override_events,episode_wall_time_s,episode_total_cost_eur,terminal_cleanup_operating_cost_eur,total_cost_eur,normalized_cost_eur_per_720h,captured_t,stored_t,vented_t,normalized_vented_t_per_720h,storage_rate,unit_cost_eur_per_captured_t
iterative_q_direct,0,9000031,8760,8928,4309,143,323.2279363446869,24502976.54512647,368230.4898878386,24871207.03501431,2044208.7973984366,1569787.998901893,1489628.6286151991,55777.508756196985,4584.452774481944,0.9489361809729929,15.84367255477323
iterative_q_direct,0,9000032,8760,8928,4451,141,267.61995729012415,24058510.448005393,207391.98197144602,24265902.42997684,1994457.7339706991,1587320.758303226,1522628.0908034479,46933.302106451105,3857.531679982283,0.9592441117137965,15.287333894578428
iterative_q_direct,0,9000033,8760,8928,4576,143,304.13507566135377,26099447.231312267,219080.50227782028,26318527.73359009,2163166.663034802,1611713.8568818646,1517681.3867817249,72489.96886912762,5958.079633078983,0.9416568457864714,16.329528731922533
iterative_q_direct,0,9000034,8760,8928,4756,137,297.99923619581386,24628841.268291917,225695.88672581836,24854537.155017734,2042838.6702754304,1591021.0156239818,1516348.8461348854,54616.54733242786,4489.03128759681,0.9530665096464419,15.62175289386108
iterative_q_direct,0,9000035,8760,8928,4457,141,305.1913478830829,23502230.44218759,207215.75169503977,23709446.19388263,1948721.6049766545,1588969.2418607417,1535908.2196045716,38099.53072448655,3131.4682787249217,0.9666066397899347,14.921274477357404
