gate,seed,event_count,override_events,proposed_override_events,mean_head_agreement,early_departures,emitter_to_emitter_legs,episode_vessel_fuel_eur,greedy_episode_vessel_fuel_eur,delta_episode_vessel_fuel_eur,episode_conditioning_eur,greedy_episode_conditioning_eur,delta_episode_conditioning_eur,episode_reconditioning_eur,greedy_episode_reconditioning_eur,delta_episode_reconditioning_eur,episode_loading_eur,greedy_episode_loading_eur,delta_episode_loading_eur,episode_unloading_eur,greedy_episode_unloading_eur,delta_episode_unloading_eur,episode_operating_cost_eur,greedy_episode_operating_cost_eur,delta_episode_operating_cost_eur,episode_vent_penalty_eur,greedy_episode_vent_penalty_eur,delta_episode_vent_penalty_eur,episode_storage_shortfall_penalty_eur,greedy_episode_storage_shortfall_penalty_eur,delta_episode_storage_shortfall_penalty_eur,episode_total_cost_eur,greedy_episode_total_cost_eur,delta_episode_total_cost_eur,terminal_cleanup_operating_cost_eur,greedy_terminal_cleanup_operating_cost_eur,delta_terminal_cleanup_operating_cost_eur,total_cost_eur,greedy_total_cost_eur,delta_total_cost_eur,operating_cost_eur,greedy_operating_cost_eur,delta_operating_cost_eur,vent_penalty_eur,greedy_vent_penalty_eur,delta_vent_penalty_eur,vented_t,greedy_vented_t,delta_vented_t,stored_t,greedy_stored_t,delta_stored_t,unit_cost_eur_per_t,greedy_unit_cost_eur_per_t,delta_unit_cost_eur_per_t
e4_low_s2,9000031,493,12,457,4.845841784989858,0,3,528888.3600000063,498583.1400000054,30305.220000000845,916998.6544693187,970806.9448776268,-53808.29040830815,43360.369511003824,44989.57306175243,-1629.203550748607,3579.4608603166184,3789.498976008898,-210.03811569227946,3423.783360316619,3531.742500000005,-107.95913968338573,1496250.6282009622,1521700.8994153936,-25450.271214431385,0.0,177136.87552824378,-177136.87552824378,0.0,0.0,0.0,1496250.6282009622,1698837.7749436374,-202587.14674267522,291878.36115852965,221085.85629553438,70792.50486299527,1788128.989359492,1919923.6312391718,-131794.64187967987,1788128.989359492,1742786.755710928,45342.23364856397,0.0,177136.87552824378,-177136.87552824378,0.0,2214.210944103048,-2214.210944103048,105756.99880732651,109730.66600427422,-3973.667196947703,16.907902167469754,17.496691682928336,-0.5887895154585827
e4_low_s2,9000032,428,10,383,4.820093457943925,0,1,557948.1600000054,458729.7000000049,99218.46000000049,942308.8012734788,900648.3329311532,41660.468342325534,43581.847090669595,40506.84709066963,3074.9999999999636,3678.257820827743,3515.638153800952,162.61966702679138,3205.1250000000045,2976.1875000000036,228.9375000000009,1550722.1911849815,1406376.7056756287,144345.48550935276,0.0,333955.486427715,-333955.486427715,0.0,0.0,0.0,1550722.1911849815,1740332.1921033438,-189610.0009183623,125494.35516538346,140577.40022671808,-15083.045061334618,1676216.546350365,1880909.5923300618,-204693.0459796968,1676216.546350365,1546954.1059023468,129262.44044801826,0.0,333955.486427715,-333955.486427715,0.0,4174.443580346436,-4174.443580346436,106297.1880260235,98797.1880260236,7499.999999999898,15.769152293473619,19.03808832934215,-3.2689360358685295
e4_low_s2,9000033,506,11,450,4.816205533596838,2,3,541757.7000000051,481977.54000000743,59780.159999997646,939949.0551948205,935509.4595007749,4439.595694045653,45106.72397833752,42803.380622268975,2303.3433560685444,3669.04666366009,3651.7169119259725,17.329751734117508,3486.6597970312464,3205.1250000000045,281.53479703124185,1533969.1856338545,1467147.222034977,66821.96359887742,0.0,17272.706487606665,-17272.706487606665,0.0,0.0,0.0,1533969.1856338545,1484419.9285225838,49549.25711127068,199838.54117917595,200938.83386390042,-1100.292684724467,1733807.7268130304,1685358.7623864843,48448.964426546125,1733807.7268130304,1668086.0558988776,65721.67091415287,0.0,17272.706487606665,-17272.706487606665,0.0,215.90883109508331,-215.90883109508331,110016.39994716464,104398.4893226072,5617.910624557437,15.759538829171754,16.143516762761475,-0.3839779335897209
e4_low_s2,9000034,495,12,438,4.763636363636364,1,4,517679.5800000062,468277.9200000053,49401.660000000906,928529.9709891798,890700.5702966674,37829.4006925124,44991.42557157068,41499.04786034444,3492.3777112262396,3624.4728087525273,3476.8075330314327,147.66527572109453,3524.8222804740813,3205.125000000004,319.69728047407716,1498350.271649983,1407159.4706900483,91190.80095993471,0.0,247370.60830194908,-247370.60830194908,0.0,0.0,0.0,1498350.271649983,1654530.0789919973,-156179.80734201428,177170.6433428591,210758.63827929535,-33587.99493643624,1675520.9149928421,1865288.7172712926,-189767.80227845046,1675520.9149928421,1617918.1089693436,57602.80602349853,0.0,247370.60830194908,-247370.60830194908,0.0,3092.132603774364,-3092.132603774364,109735.18432090398,101217.18990327914,8517.99441762484,15.26876657985131,18.42857640143656,-3.159809821585249
e4_low_s2,9000035,580,12,517,4.813793103448276,1,4,475750.44000000483,408497.76000000205,67252.68000000279,857037.6043422526,762450.0000000006,94587.60434225202,39637.92055188355,33939.198161456334,5698.722390427218,3345.4057381773973,2976.187500000001,369.2182381773964,2984.6102070634984,2591.5725000000034,393.03770706349496,1378755.9808393822,1210454.7181614588,168301.2626779233,0.0,676939.0855623375,-676939.0855623375,0.0,0.0,0.0,1378755.9808393822,1887393.8037237963,-508637.8228844141,240345.56982196297,247989.61493577258,-7644.0451138096105,1619101.550661345,2135383.4186595688,-516281.86799822375,1619101.550661345,1458444.3330972313,160657.21756411367,0.0,676939.0855623375,-676939.0855623375,0.0,8461.738569529227,-8461.738569529227,96677.85500459408,82778.53210111293,13899.322903481152,16.747388019566696,25.796343139441333,-9.048955119874638
e4_low_s2,9000036,385,11,365,4.815584415584415,1,3,587838.2400000063,507301.080000006,80537.16000000027,917635.042330205,859382.2757073988,58252.7666228062,42415.7237945797,40373.715634779765,2042.0081597999379,3581.94497022117,3354.5580519141135,227.38691830705648,3270.58997022117,2976.1875000000027,294.4024702211673,1554741.5410652335,1413387.8168940987,141353.72417113488,0.0,819114.0851345547,-819114.0851345547,0.0,0.0,0.0,1554741.5410652335,2232501.9020286533,-677760.3609634198,225534.2851082042,184853.80133707737,40680.483771126834,1780275.8261734378,2417355.7033657306,-637079.8771922928,1780275.8261734378,1598241.618231176,182034.20794226183,0.0,819114.0851345547,-819114.0851345547,0.0,10238.926064181935,-10238.926064181935,103452.98486482854,98472.47715799946,4980.507706829085,17.208549646968066,24.5485416141921,-7.339991967224034
e4_low_s2,9000037,447,11,412,4.767337807606264,0,1,541342.5600000063,484883.52000000636,56459.03999999998,997050.0000000005,979415.9965029766,17634.003497023834,43996.774702387,45868.920821108455,-1872.1461187214518,3891.937500000003,3823.104001694805,68.83349830519819,3205.125000000004,3434.0625000000045,-228.93750000000045,1589486.3972023937,1517425.6038257862,72060.79337660759,0.0,333880.75652155926,-333880.75652155926,0.0,0.0,0.0,1589486.3972023937,1851306.3603473455,-261819.96314495173,191099.78721234328,123527.38500846877,67572.4022038745,1780586.184414737,1974833.7453558142,-194247.5609410773,1780586.184414737,1640952.988834255,139633.19558048202,0.0,333880.75652155926,-333880.75652155926,0.0,4173.509456519491,-4173.509456519491,107309.2065911878,111875.41663684955,-4566.210045661748,16.593042116117537,17.652079471276295,-1.0590373551587575
e4_low_s2,9000038,517,11,439,4.885880077369439,0,4,542172.8400000053,454163.16000000504,88009.68000000028,938400.0000000006,821100.0000000002,117300.00000000035,45592.8797957817,37331.21479216434,8261.66500361736,3663.000000000009,3205.125000000003,457.8750000000059,3434.062500000005,2976.1875000000036,457.87500000000136,1533262.7822957877,1318775.6872921695,214487.09500361816,0.0,863557.038267534,-863557.038267534,0.0,0.0,0.0,1533262.7822957877,2182332.7255597035,-649069.9432639158,196684.9042777965,230758.90700506791,-34074.00272727141,1729947.686573584,2413091.6325647715,-683143.9459911874,1729947.686573584,1549534.5942972375,180413.09227634664,0.0,863557.038267534,-863557.038267534,0.0,10794.46297834418,-10794.46297834418,111202.14584336999,91051.74339552286,20150.402447847126,15.556783310730742,26.502420959502754,-10.945637648772012
e4_low_s2,9000039,385,12,330,4.893506493506494,0,2,623540.2800000062,500243.7000000053,123296.58000000089,960259.9859094251,807676.8904989692,152583.09541045583,44657.65727613837,36938.269255555264,7719.388020583108,3748.3294207014364,3152.728527171491,595.6008935299456,3500.6827246949188,2747.250000000003,753.4327246949156,1635706.935330966,1350758.8382817013,284948.0970492647,166365.8832744633,650113.4487469646,-483747.5654725013,0.0,0.0,0.0,1802072.8186054293,2000872.287028666,-198799.46842323663,190041.1729297235,318163.5993202384,-128122.42639051488,1992113.9915351528,2319035.886348904,-326921.89481375134,1825748.1082606895,1668922.4376019398,156825.67065874976,166365.8832744633,650113.4487469646,-483747.5654725013,2079.5735409307913,8126.418109337055,-6046.844568406264,108921.11530765457,90093.3396476958,18827.775659958774,18.289511504801442,25.740369881029437,-7.450858376227995
e4_low_s2,9000040,380,11,367,4.868421052631579,0,2,563344.9800000053,398534.40000000474,164810.5800000006,901488.7697351025,815488.9089922621,85999.86074284045,43665.244902716586,38256.99600826247,5408.248894454118,3518.918759100259,3183.222371737695,335.6963873625641,3205.1250000000027,2844.930000000004,360.1949999999988,1515223.0383969247,1258308.457372267,256914.5810246577,0.0,745594.2765695087,-745594.2765695087,0.0,0.0,0.0,1515223.0383969247,2003902.7339417757,-488679.695544851,194021.6050349544,227119.7732255129,-33098.1681905585,1709244.643431879,2231022.5071672886,-521777.86373540945,1709244.643431879,1485428.2305977799,223816.41283409926,0.0,745594.2765695087,-745594.2765695087,0.0,9319.928457118855,-9319.928457118855,106500.59732369907,93309.74636161573,13190.850962083336,16.049155463764983,23.909855016871536,-7.860699553106553
e4_low_s2,9000041,523,12,464,4.833652007648183,2,2,551305.9200000034,533870.0400000064,17435.879999996978,952869.1269796729,877247.2269446229,75621.90003505,45942.35991643594,40294.18863115842,5648.171285277524,3719.4795525645172,3424.2930437959894,295.1865087685278,3442.179095146475,2976.187500000005,465.99159514647,1557279.0655438234,1457811.9361195837,99467.12942423974,0.0,768766.2301757631,-768766.2301757631,0.0,0.0,0.0,1557279.0655438234,2226578.166295347,-669299.1007515234,197028.2313441562,219312.7101090419,-22284.478764885687,1754307.2968879796,2445890.876404389,-691583.5795164092,1754307.2968879796,1677124.6462286254,77182.65065935417,0.0,768766.2301757631,-768766.2301757631,0.0,9609.577877197029,-9609.577877197029,112054.53638155108,98278.50885648394,13776.02752506714,15.655834681377637,24.887342155100484,-9.231507473722846
