algorithm,model_seed,test_episodes,mean_total_cost_eur,median_total_cost_eur,mean_unit_cost_eur_per_t,mean_vented_t,mean_stored_t,mean_delta_vs_greedy_eur,paired_bootstrap_95pct_ci_low_eur,paired_bootstrap_95pct_ci_high_eur,wins,ties,losses,win_rate
Hourly Centralized Maskable PPO,0,30,5948886.912576812,5923471.796728766,165.50751807986398,53409.364536762594,37377.980350631646,3694675.3489402453,3473038.3209084375,3913804.5229670424,0,0,30,0.0
Hourly Centralized Maskable PPO,1,30,5466416.333056821,5530455.062814293,119.46364673153516,47229.427143743495,47563.84222663779,3212204.769420254,2960839.096402181,3450459.25452425,0,0,30,0.0
Hourly Centralized Maskable PPO,2,30,5563593.341241043,5419002.176567271,123.18371678971633,48631.47866152538,47306.98758592053,3309381.7776044765,3092504.3656137553,3525268.8975280863,0,0,30,0.0
