gate,seed,event_count,override_events,proposed_override_events,mean_head_agreement,early_departures,emitter_to_emitter_legs,episode_vessel_fuel_eur,greedy_episode_vessel_fuel_eur,delta_episode_vessel_fuel_eur,episode_conditioning_eur,greedy_episode_conditioning_eur,delta_episode_conditioning_eur,episode_reconditioning_eur,greedy_episode_reconditioning_eur,delta_episode_reconditioning_eur,episode_loading_eur,greedy_episode_loading_eur,delta_episode_loading_eur,episode_unloading_eur,greedy_episode_unloading_eur,delta_episode_unloading_eur,episode_operating_cost_eur,greedy_episode_operating_cost_eur,delta_episode_operating_cost_eur,episode_vent_penalty_eur,greedy_episode_vent_penalty_eur,delta_episode_vent_penalty_eur,episode_storage_shortfall_penalty_eur,greedy_episode_storage_shortfall_penalty_eur,delta_episode_storage_shortfall_penalty_eur,episode_total_cost_eur,greedy_episode_total_cost_eur,delta_episode_total_cost_eur,terminal_cleanup_operating_cost_eur,greedy_terminal_cleanup_operating_cost_eur,delta_terminal_cleanup_operating_cost_eur,total_cost_eur,greedy_total_cost_eur,delta_total_cost_eur,operating_cost_eur,greedy_operating_cost_eur,delta_operating_cost_eur,vent_penalty_eur,greedy_vent_penalty_eur,delta_vent_penalty_eur,vented_t,greedy_vented_t,delta_vented_t,stored_t,greedy_stored_t,delta_stored_t,unit_cost_eur_per_t,greedy_unit_cost_eur_per_t,delta_unit_cost_eur_per_t
e2_p1_s2,9000031,409,11,370,4.679706601466993,0,0,586177.680000005,509791.9200000052,76385.75999999983,1071116.5231503637,991296.1028016104,79820.42034875334,49698.880745589,46932.58187229298,2766.298873296015,4181.052668691162,3869.4774345292985,311.57523416186314,3809.76812425536,3507.322500000005,302.4456242553547,1714983.9046889043,1555397.4046084378,159586.5000804665,0.0,499268.9184761926,-499268.9184761926,0.0,0.0,0.0,1714983.9046889043,2054666.3230846303,-339682.418395726,233462.54242050953,238351.0279126895,-4888.485492179956,1948446.4471094138,2293017.35099732,-344570.9038879061,1948446.4471094138,1793748.4325211272,154698.01458828663,0.0,499268.9184761926,-499268.9184761926,0.0,6240.861480952415,-6240.861480952415,121216.78230631477,114469.71188364139,6747.07042267338,16.07406507611867,20.03165128368782,-3.9575862075691504
e2_p1_s2,9000032,388,12,354,4.649484536082475,0,3,594895.6200000065,523906.68000000407,70988.94000000245,876789.3288788252,872609.8901637925,4179.438715032651,37620.49414794002,41249.47812830116,-3628.9839803611394,3422.505660361402,3406.191419085648,16.314241275754284,2761.29500347117,3205.125000000004,-443.8299965288343,1515489.2436906043,1444377.3647111836,71111.87897942076,243505.09695593338,147597.08007642228,95908.0168795111,0.0,0.0,0.0,1758994.3406465377,1591974.444787606,167019.89585893182,195309.64449601638,174236.81051761188,21072.833978404495,1954303.9851425542,1766211.2553052178,188092.72983733634,1710798.8881866208,1618614.1752287955,92184.71295782528,243505.09695593338,147597.08007642228,95908.0168795111,3043.8137119491657,1844.963500955279,1198.8502109938868,91757.30279985382,100608.4832397591,-8851.180439905278,21.29862066025842,17.555291546302083,3.743329113956335
e2_p1_s2,9000033,411,12,378,4.7299270072992705,0,0,600707.5800000072,533870.0400000046,66837.5400000026,985214.6207246087,932749.1859035201,52465.434821088566,45559.83094688308,43105.35594725522,2454.474999627855,3845.7386569844925,3640.942314540279,204.79634244421368,3387.863656984493,3205.125000000006,182.73865698448708,1638715.6339854677,1516570.64916532,122144.98482014774,18734.896109155266,383151.50941582996,-364416.6133066747,0.0,0.0,0.0,1657450.530094623,1899722.15858115,-242271.6284865269,193657.6655543399,207876.53585432417,-14218.870299984264,1851108.195648963,2107598.694435474,-256490.4987865109,1832373.2995398077,1724447.1850196442,107926.11452016351,18734.896109155266,383151.50941582996,-364416.6133066747,234.18620136444082,4789.393867697877,-4555.2076663334365,111121.53889483666,105135.0145055005,5986.524389336162,16.658410368135893,20.04659155989566,-3.3881811917597666
e2_p1_s2,9000034,430,11,408,4.793023255813954,0,3,533870.0400000041,508546.50000000285,25323.54000000126,959050.1118506346,916455.4202540746,42594.69159655995,44553.713516106916,42937.94541789649,1615.7680982104284,3743.6067345576284,3577.340371260317,166.26636329731127,3325.916427372657,3205.125000000005,120.79142737265192,1544543.3885286758,1474722.3310432343,69821.05748544144,0.0,262004.67944717887,-262004.67944717887,0.0,0.0,0.0,1544543.3885286758,1736727.0104904133,-192183.62196173752,193090.9118336562,199225.9755994933,-6135.063765837112,1737634.300362332,1935952.9860899067,-198318.68572757463,1737634.300362332,1673948.3066427277,63685.99371960433,0.0,262004.67944717887,-262004.67944717887,0.0,3275.0584930897367,-3275.0584930897367,108667.59394172416,104726.69614121088,3940.8978005132813,15.990363247521463,18.485763968716398,-2.495400721194935
e2_p1_s2,9000035,485,12,464,4.698969072164949,1,1,521000.70000000537,484053.24000000494,36947.46000000043,900727.8554403277,884710.3299529921,16017.525487335515,40905.510033562336,44725.083455352586,-3819.57342179025,3515.9485661529475,3453.4249132755917,62.523652877355744,2952.170155525873,3205.125000000004,-252.95484447413128,1469102.1841955741,1420147.2033216252,48954.980873948894,0.0,282922.74237956875,-282922.74237956875,0.0,0.0,0.0,1469102.1841955741,1703069.945701194,-233967.76150561986,249070.34841767565,181939.4867516455,67130.86166603013,1718172.5326132497,1885009.4324528396,-166836.89983958984,1718172.5326132497,1602086.6900732708,116085.84253997891,0.0,282922.74237956875,-282922.74237956875,0.0,3536.5342797446087,-3536.5342797446087,99769.53666722523,109085.56940329901,-9316.032736073787,17.221414371644343,17.280098942178068,-0.05868457053372467
e2_p1_s2,9000036,338,11,320,4.568047337278107,0,4,626031.1200000044,508131.36000000505,117899.75999999937,790449.8812155616,717852.1628473271,72597.71836823458,39274.187335680916,33266.2698997174,6007.917435963514,3085.483711522384,2802.1019528023844,283.38175871999965,2844.9300000000044,2435.8950000000013,409.03500000000304,1461685.6022627691,1264487.7896998518,197197.81256291736,1043321.2928491385,2055838.1571652698,-1012516.8643161313,0.0,0.0,0.0,2505006.8951119077,3320325.946865122,-815319.0517532141,283077.7194953341,213435.5826975821,69642.13679775197,2788084.614607242,3533761.529562704,-745676.9149554619,1744763.321758103,1477923.372397434,266839.9493606691,1043321.2928491385,2055838.1571652698,-1012516.8643161313,13041.516160614228,25697.976964565867,-12656.460803951639,95790.70081873398,81137.24365784733,14653.457160886654,29.10600497519244,43.552891006064264,-14.446886030871823
e2_p1_s2,9000037,388,12,349,4.713917525773196,0,2,568326.660000006,495677.16000000644,72649.49999999953,990646.8203461791,985460.3769294086,5186.443416770431,46568.030206075826,46558.290197615104,9.740008460721583,3866.9429911850557,3846.6979547020733,20.245036482982414,3434.062500000005,3434.0625000000045,4.547473508864641e-13,1612842.516043446,1534976.587581732,77865.92846171395,0.0,341708.7052254426,-341708.7052254426,0.0,0.0,0.0,1612842.516043446,1876685.2928071746,-263842.7767637286,198418.22142979497,123800.62038750286,74617.60104229211,1811260.737473241,2000485.9131946776,-189225.1757214365,1811260.737473241,1658777.207969235,152483.52950400603,0.0,341708.7052254426,-341708.7052254426,0.0,4271.358815318033,-4271.358815318033,113580.56147823359,113556.80536003655,23.756118197037722,15.946925370855368,17.6166096505802,-1.6696842797248337
e2_p1_s2,9000038,442,12,386,4.714932126696833,0,1,591159.3600000066,532209.4800000057,58949.880000000936,1028458.1841840934,934722.6242499,93735.55993419338,47959.61249090297,47193.94968274025,765.6628081627205,4014.537860897631,3648.6455377529687,365.89232314466244,3605.002500000005,3434.062500000004,170.94000000000096,1675196.6970359003,1521208.761970399,153987.93506550137,0.0,192712.67507384662,-192712.67507384662,0.0,0.0,0.0,1675196.6970359003,1713921.4370442457,-38724.74000834534,165765.47892704527,206374.53368219113,-40609.05475514586,1840962.1759629457,1920295.9707264367,-79333.79476349102,1840962.1759629457,1727583.29565259,113378.88031035569,0.0,192712.67507384662,-192712.67507384662,0.0,2408.9084384230837,-2408.9084384230837,116974.66461195846,115107.19434814701,1867.470263811454,15.738127414769624,16.68267549740126,-0.9445480826316359
e2_p1_s2,9000039,388,12,353,4.796391752577319,0,1,621049.4400000074,500658.8400000053,120390.60000000207,941942.2991115096,812662.8487139633,129279.45039754629,43955.585209008685,36832.2939580883,7123.291250920382,3676.827196979397,3172.190979155211,504.6362178241857,3327.225000000004,2747.2500000000027,579.9750000000013,1613951.3765175054,1356073.4236512124,257877.95286629302,245092.3274364625,751527.0306649255,-506434.70322846295,0.0,0.0,0.0,1859043.703953968,2107600.454316138,-248556.75036216993,252434.38394766834,329963.2737352864,-77528.88978761804,2111478.087901636,2437563.728051424,-326085.640149788,1866385.7604651737,1686036.6973864988,180349.06307867495,245092.3274364625,751527.0306649255,-506434.70322846295,3063.654092955782,9394.08788331157,-6330.433790355788,107208.74441221634,89834.86331241042,17373.88109980592,19.69501741185428,27.13382798362517,-7.43881057177089
e2_p1_s2,9000040,470,12,397,4.695744680851064,1,1,550890.7800000061,419291.40000000526,131599.38000000082,853394.3154609043,869010.670625592,-15616.355164687731,40087.06209832586,40082.84435868473,4.2177396411352674,3331.184332409732,3392.142035913834,-60.95770350410203,3102.2468324097363,2976.1875000000036,126.05933240973263,1450805.5887240556,1334753.2445201958,116052.3442038598,459418.3655509077,1093209.2613003359,-633790.8957494282,0.0,0.0,0.0,1910223.9542749631,2427962.5058205314,-517738.5515455683,304510.38924020005,189236.97336836957,115273.41587183048,2214734.3435151633,2617199.479188901,-402465.1356737376,1755315.9779642555,1523990.2178885653,231325.76007569022,459418.3655509077,1093209.2613003359,-633790.8957494282,5742.729569386345,13665.115766254208,-7922.386196867863,97773.32219103882,97763.03502118237,10.287169856455876,22.6517243547049,26.770849315611272,-4.1191249609063725
e2_p1_s2,9000041,387,12,350,4.589147286821706,0,1,623540.2800000062,548399.9400000061,75140.34000000008,938400.0,930839.2864190845,7560.7135809154715,45741.529823738856,43369.18863115846,2372.3411925803957,3663.000000000005,3633.487112268872,29.512887731133105,3434.0625000000045,3205.1250000000036,228.9375000000009,1614778.8723237452,1529447.0271625181,85331.84516122704,0.0,320060.7342543004,-320060.7342543004,0.0,0.0,0.0,1614778.8723237452,1849507.7614168185,-234728.88909307332,225770.22698682002,236002.43776164885,-10232.210774828825,1840549.0993105653,2085510.1991784673,-244961.099867902,1840549.0993105653,1765449.464924167,75099.63438639836,0.0,320060.7342543004,-320060.7342543004,0.0,4000.7591781787564,-4000.7591781787564,111564.70688716794,105778.5088564841,5786.198030683838,16.49759274832338,19.71582150026336,-3.2182287519399786
